A2,A3,A4,A5,A6,A7,A10,A12,A13,A14,A1,A8,A9,A11,outcome
290.0,?,1.0,1.0,?,?,1.0,2.0,1.0,1.0,?,?,0.0,?,0
?,?,2.0,?,4.0,?,1.0,2.0,?,?,?,0.0,?,?,0
54.0,1.0,2.0,8.0,4.0,?,?,?,1.0,?,1.0,?,0.0,?,0
13.0,?,?,3.0,4.0,?,?,2.0,?,?,?,?,?,?,0
122.0,180.0,?,6.0,?,7.0,?,2.0,?,?,?,0.0,?,1.0,0
?,55.0,?,4.0,8.0,?,3.0,?,?,1.0,?,?,1.0,1.0,1
47.0,1.0,2.0,?,4.0,1.0,?,3.0,?,?,?,0.0,0.0,0.0,0
?,?,?,?,?,?,?,2.0,?,?,1.0,1.0,?,?,1
234.0,?,1.0,?,4.0,?,1.0,1.0,131.0,1.0,?,0.0,0.0,?,0
?,?,1.0,13.0,8.0,4.0,?,2.0,86.0,2.0,1.0,?,0.0,0.0,0
19.0,?,1.0,?,1.0,1.0,?,2.0,25.0,?,?,?,?,?,0
?,11.0,2.0,8.0,5.0,?,?,2.0,?,?,?,?,1.0,0.0,1
?,?,?,?,?,?,2.0,2.0,?,?,1.0,1.0,1.0,?,1
?,?,2.0,11.0,4.0,7.0,1.0,2.0,?,?,0.0,0.0,0.0,?,0
146.0,54.0,2.0,8.0,?,80.0,1.0,2.0,?,77.0,?,1.0,0.0,0.0,1
?,47.0,?,?,4.0,?,?,?,?,?,1.0,?,?,?,1
95.0,?,?,4.0,?,52.0,3.0,2.0,38.0,?,1.0,1.0,?,1.0,0
?,?,2.0,?,4.0,?,?,?,1.0,?,?,0.0,0.0,0.0,0
343.0,?,2.0,?,?,1.0,15.0,2.0,1.0,204.0,?,?,1.0,0.0,1
91.0,?,?,1.0,1.0,1.0,?,2.0,65.0,1.0,?,?,0.0,0.0,0
149.0,?,1.0,?,?,?,1.0,2.0,58.0,73.0,?,0.0,0.0,?,0
81.0,20.0,2.0,?,?,3.0,?,2.0,63.0,?,?,1.0,?,?,0
?,173.0,2.0,?,?,7.0,?,?,?,1.0,?,0.0,?,?,0
289.0,?,1.0,4.0,4.0,?,12.0,2.0,?,?,?,?,?,0.0,1
?,55.0,?,?,8.0,47.0,?,2.0,?,?,?,0.0,0.0,?,0
?,180.0,?,?,8.0,?,?,?,1.0,18.0,?,?,0.0,1.0,0
?,?,?,3.0,5.0,?,?,2.0,159.0,1.0,1.0,?,0.0,?,0
?,?,2.0,?,?,39.0,2.0,?,?,?,?,?,?,1.0,0
347.0,?,?,?,?,1.0,1.0,2.0,?,?,?,1.0,0.0,?,1
299.0,?,2.0,?,?,?,12.0,?,1.0,163.0,?,1.0,?,?,1
141.0,?,2.0,9.0,4.0,?,?,2.0,?,198.0,?,?,1.0,?,0
104.0,26.0,?,8.0,?,?,?,2.0,?,?,?,1.0,?,?,1
?,?,?,5.0,?,1.0,?,?,32.0,148.0,0.0,?,0.0,?,1
304.0,?,1.0,1.0,1.0,1.0,1.0,?,?,1.0,0.0,?,?,?,0
79.0,?,2.0,11.0,?,?,4.0,2.0,1.0,122.0,?,1.0,?,1.0,1
?,?,?,8.0,8.0,6.0,7.0,2.0,77.0,?,?,1.0,?,0.0,1
?,?,1.0,?,5.0,110.0,?,2.0,68.0,1.0,1.0,1.0,?,?,1
?,?,1.0,14.0,8.0,?,?,2.0,?,2.0,1.0,0.0,?,?,0
181.0,77.0,?,?,?,?,4.0,2.0,?,?,?,?,?,1.0,1
332.0,?,?,11.0,4.0,4.0,1.0,2.0,?,1.0,?,1.0,?,1.0,1
?,125.0,2.0,4.0,8.0,100.0,?,2.0,?,?,0.0,?,?,1.0,0
?,12.0,1.0,4.0,?,8.0,?,1.0,69.0,1.0,1.0,?,0.0,0.0,0
?,?,2.0,?,?,?,7.0,?,1.0,104.0,1.0,1.0,?,?,1
173.0,18.0,?,13.0,4.0,2.0,?,2.0,141.0,?,?,?,0.0,?,1
72.0,26.0,2.0,8.0,?,?,?,?,?,107.0,?,0.0,1.0,?,0
99.0,57.0,2.0,?,8.0,63.0,1.0,2.0,117.0,2.0,0.0,?,?,1.0,0
?,?,2.0,?,4.0,58.0,?,?,?,?,1.0,1.0,?,?,1
?,?,2.0,?,4.0,99.0,15.0,?,86.0,?,?,?,1.0,?,1
?,?,?,?,?,?,?,2.0,?,?,?,1.0,1.0,1.0,1
?,?,?,8.0,5.0,23.0,1.0,1.0,?,1.0,1.0,?,0.0,1.0,0
99.0,19.0,?,?,?,?,?,?,30.0,?,?,1.0,1.0,?,1
?,?,1.0,?,?,16.0,1.0,2.0,?,?,?,?,0.0,0.0,0
58.0,148.0,2.0,?,4.0,?,?,?,45.0,?,1.0,?,?,0.0,0
142.0,?,2.0,9.0,?,?,?,2.0,?,1.0,1.0,?,?,1.0,1
?,196.0,?,8.0,8.0,91.0,12.0,2.0,1.0,?,1.0,?,?,0.0,1
?,70.0,2.0,?,1.0,?,?,2.0,53.0,25.0,1.0,0.0,?,?,0
?,135.0,1.0,14.0,4.0,?,1.0,2.0,55.0,?,?,0.0,0.0,?,1
?,?,2.0,8.0,4.0,?,1.0,?,?,?,1.0,0.0,0.0,?,0
276.0,?,2.0,3.0,?,?,?,?,1.0,?,?,?,?,?,1
159.0,?,2.0,8.0,4.0,58.0,?,2.0,53.0,?,?,0.0,?,1.0,0
?,?,2.0,10.0,4.0,?,?,?,1.0,1.0,?,?,1.0,?,1
334.0,?,?,?,?,?,1.0,2.0,?,229.0,?,1.0,?,1.0,1
164.0,26.0,?,?,?,73.0,1.0,2.0,?,1.0,?,?,0.0,1.0,0
251.0,?,?,14.0,?,?,?,?,?,125.0,?,?,?,?,1
41.0,?,?,?,4.0,?,?,?,45.0,?,0.0,?,?,?,0
323.0,12.0,2.0,3.0,?,?,?,2.0,88.0,?,0.0,1.0,?,1.0,0
198.0,102.0,?,14.0,?,?,?,2.0,?,150.0,?,1.0,1.0,1.0,1
79.0,?,2.0,?,4.0,4.0,3.0,?,?,217.0,1.0,0.0,1.0,0.0,0
?,66.0,2.0,?,5.0,58.0,?,2.0,133.0,?,1.0,?,1.0,?,1
7.0,12.0,?,1.0,?,?,?,?,?,59.0,0.0,?,?,0.0,0
142.0,?,2.0,?,4.0,47.0,2.0,2.0,146.0,43.0,1.0,?,?,1.0,0
81.0,?,?,8.0,?,?,1.0,1.0,98.0,1.0,1.0,?,0.0,?,0
?,?,?,8.0,4.0,?,?,?,?,81.0,?,?,0.0,?,0
78.0,166.0,?,14.0,?,13.0,2.0,2.0,32.0,1.0,?,?,?,?,1
?,47.0,?,3.0,5.0,?,?,?,76.0,1.0,?,?,0.0,0.0,1
?,138.0,?,?,?,?,1.0,2.0,?,66.0,0.0,?,?,0.0,1
?,?,2.0,?,?,49.0,?,1.0,24.0,1.0,1.0,0.0,?,0.0,0
?,?,2.0,?,4.0,2.0,1.0,?,124.0,1.0,?,0.0,?,?,0
92.0,180.0,?,?,?,?,?,?,38.0,?,?,?,1.0,?,1
?,12.0,?,?,?,20.0,1.0,1.0,53.0,?,0.0,?,?,?,0
?,?,2.0,?,?,14.0,?,2.0,?,3.0,?,0.0,?,0.0,0
?,173.0,?,14.0,8.0,?,?,?,?,119.0,0.0,1.0,?,1.0,1
242.0,46.0,?,?,?,?,?,?,?,?,1.0,?,0.0,0.0,0
?,?,?,?,4.0,?,?,2.0,53.0,11.0,1.0,0.0,0.0,0.0,0
?,?,2.0,?,?,3.0,?,2.0,1.0,1.0,?,?,0.0,0.0,1
?,102.0,2.0,11.0,?,10.0,?,?,1.0,?,1.0,1.0,?,?,0
?,?,?,?,4.0,?,?,2.0,72.0,100.0,?,?,1.0,1.0,0
?,?,1.0,?,?,26.0,5.0,?,?,115.0,?,?,?,?,1
176.0,63.0,2.0,?,8.0,?,1.0,?,101.0,?,1.0,?,?,1.0,0
204.0,?,?,?,4.0,?,?,?,?,175.0,?,1.0,1.0,?,1
?,?,?,8.0,?,?,?,2.0,63.0,?,?,?,1.0,?,0
?,70.0,?,9.0,4.0,43.0,?,?,?,39.0,1.0,1.0,?,1.0,1
103.0,?,2.0,?,?,?,?,2.0,?,?,?,?,1.0,1.0,0
?,1.0,1.0,7.0,5.0,?,?,1.0,152.0,2.0,1.0,0.0,0.0,?,1
92.0,?,2.0,?,8.0,?,19.0,2.0,1.0,115.0,?,?,1.0,0.0,1
206.0,?,2.0,1.0,1.0,1.0,?,2.0,?,150.0,1.0,0.0,?,0.0,0
?,2.0,?,8.0,?,2.0,?,?,1.0,1.0,?,0.0,?,0.0,1
295.0,?,2.0,?,8.0,110.0,?,?,1.0,?,?,?,?,1.0,1
?,119.0,?,?,?,?,?,?,?,?,0.0,1.0,?,1.0,1
11.0,?,2.0,?,?,?,2.0,?,34.0,?,?,?,?,?,0
109.0,?,2.0,?,5.0,?,?,?,?,?,?,1.0,0.0,?,1
43.0,40.0,2.0,8.0,?,?,?,2.0,?,1.0,?,?,?,?,0
?,40.0,1.0,3.0,8.0,14.0,1.0,2.0,?,?,?,?,0.0,1.0,0
25.0,151.0,2.0,9.0,4.0,?,?,?,38.0,2.0,0.0,0.0,?,0.0,0
154.0,161.0,2.0,?,8.0,3.0,13.0,2.0,41.0,?,0.0,?,1.0,?,0
84.0,?,2.0,?,4.0,?,?,2.0,86.0,5.0,?,0.0,?,1.0,0
15.0,144.0,?,6.0,?,?,?,?,?,?,0.0,?,?,?,0
76.0,54.0,2.0,?,3.0,?,?,2.0,69.0,37.0,0.0,?,?,0.0,0
?,?,?,4.0,?,?,2.0,?,?,?,?,?,?,0.0,1
90.0,186.0,?,?,4.0,2.0,?,?,?,?,1.0,?,0.0,?,0
225.0,?,?,?,?,76.0,?,?,?,168.0,1.0,1.0,1.0,0.0,1
43.0,5.0,?,?,4.0,?,2.0,2.0,86.0,136.0,?,0.0,?,?,1
85.0,?,?,?,4.0,5.0,?,?,?,?,?,?,?,0.0,1
90.0,?,1.0,8.0,4.0,?,?,?,?,?,?,?,0.0,?,0
?,?,?,?,?,101.0,1.0,?,?,?,?,0.0,?,1.0,0
?,109.0,?,8.0,4.0,?,1.0,2.0,?,1.0,1.0,0.0,?,?,0
?,180.0,2.0,?,?,?,?,?,45.0,?,?,1.0,?,1.0,1
95.0,?,?,6.0,?,65.0,1.0,1.0,3.0,1.0,?,1.0,0.0,?,1
?,?,?,?,4.0,?,?,?,18.0,?,?,?,?,?,0
2.0,?,2.0,?,?,?,?,?,161.0,?,?,0.0,?,?,0
211.0,?,2.0,11.0,4.0,73.0,?,?,144.0,36.0,?,0.0,0.0,0.0,0
?,?,?,?,4.0,?,4.0,?,?,?,1.0,?,1.0,?,1
152.0,?,2.0,?,8.0,?,?,?,1.0,?,0.0,0.0,?,?,0
305.0,43.0,1.0,8.0,?,?,?,?,?,50.0,1.0,1.0,0.0,1.0,0
?,82.0,2.0,?,?,73.0,1.0,1.0,?,?,?,1.0,0.0,?,1
?,?,?,?,4.0,?,7.0,2.0,20.0,?,1.0,?,?,?,1
?,?,2.0,4.0,4.0,?,?,1.0,1.0,?,?,0.0,1.0,?,0
?,47.0,2.0,?,4.0,?,?,?,116.0,?,?,0.0,0.0,?,0
?,18.0,1.0,?,4.0,2.0,?,2.0,167.0,40.0,?,?,?,?,1
10.0,9.0,?,6.0,?,4.0,1.0,2.0,69.0,?,?,?,?,0.0,0
?,102.0,?,?,?,?,1.0,?,?,1.0,?,0.0,?,0.0,0
?,11.0,?,8.0,4.0,?,1.0,2.0,53.0,?,1.0,?,?,1.0,0
?,?,2.0,7.0,?,?,?,?,?,1.0,0.0,1.0,?,?,0
?,27.0,?,?,4.0,?,2.0,?,?,91.0,1.0,0.0,?,?,0
?,4.0,1.0,8.0,?,2.0,1.0,?,?,132.0,1.0,?,?,0.0,0
?,?,2.0,13.0,?,?,?,2.0,?,?,1.0,?,1.0,?,1
71.0,46.0,1.0,?,?,15.0,1.0,2.0,?,?,?,?,0.0,?,0
95.0,?,?,13.0,?,?,?,2.0,131.0,?,?,1.0,?,0.0,1
?,160.0,?,14.0,8.0,1.0,1.0,2.0,?,28.0,?,0.0,0.0,1.0,0
?,?,2.0,?,?,47.0,?,?,?,?,1.0,1.0,?,1.0,1
?,?,2.0,?,8.0,?,1.0,2.0,?,?,0.0,?,?,?,1
63.0,?,2.0,?,4.0,4.0,1.0,2.0,?,?,?,0.0,0.0,0.0,0
163.0,13.0,?,?,?,?,1.0,?,?,?,1.0,1.0,0.0,1.0,0
50.0,104.0,?,?,?,8.0,?,?,45.0,74.0,?,0.0,?,0.0,0
?,?,?,4.0,4.0,?,?,?,?,?,1.0,0.0,1.0,1.0,0
?,193.0,?,14.0,8.0,?,?,2.0,38.0,?,0.0,1.0,1.0,0.0,1
97.0,82.0,?,13.0,4.0,?,?,?,?,223.0,1.0,?,?,?,1
?,?,?,?,4.0,?,?,?,69.0,170.0,?,?,?,0.0,1
?,?,?,?,4.0,?,1.0,?,98.0,14.0,?,?,0.0,?,0
?,?,?,8.0,?,7.0,?,?,?,?,1.0,0.0,0.0,0.0,0
23.0,?,?,?,?,?,1.0,?,?,1.0,1.0,0.0,0.0,0.0,0
280.0,132.0,2.0,10.0,?,99.0,7.0,?,?,239.0,0.0,?,1.0,?,1
?,10.0,2.0,?,?,9.0,?,?,?,9.0,1.0,0.0,1.0,0.0,0
?,46.0,?,?,?,?,1.0,1.0,?,?,1.0,0.0,0.0,?,0
?,127.0,?,11.0,4.0,?,6.0,?,65.0,?,0.0,?,1.0,0.0,1
?,170.0,2.0,13.0,4.0,2.0,?,?,?,?,0.0,?,0.0,?,1
?,40.0,2.0,8.0,?,7.0,3.0,2.0,?,52.0,1.0,?,1.0,?,0
?,87.0,?,?,?,7.0,1.0,2.0,?,1.0,?,?,?,?,1
?,73.0,?,?,4.0,64.0,?,?,?,11.0,?,?,?,?,0
221.0,?,?,14.0,?,?,?,2.0,?,76.0,?,?,?,?,1
285.0,?,?,?,?,127.0,?,2.0,?,138.0,?,?,?,?,1
?,92.0,2.0,?,?,99.0,17.0,?,37.0,?,1.0,1.0,?,?,1
?,18.0,1.0,6.0,4.0,?,4.0,2.0,?,150.0,?,1.0,?,?,1
?,?,1.0,8.0,4.0,?,?,?,24.0,1.0,1.0,?,?,0.0,0
189.0,?,?,?,?,4.0,?,?,?,1.0,1.0,1.0,0.0,1.0,0
?,17.0,?,2.0,?,3.0,1.0,1.0,88.0,?,1.0,?,0.0,1.0,0
81.0,27.0,?,11.0,4.0,?,3.0,?,?,109.0,?,?,1.0,?,1
336.0,?,1.0,?,8.0,?,1.0,2.0,36.0,?,?,?,0.0,?,0
?,160.0,2.0,8.0,?,?,1.0,2.0,?,?,?,1.0,?,?,1
?,87.0,?,?,5.0,119.0,?,?,?,1.0,?,1.0,0.0,?,0
200.0,?,?,14.0,8.0,40.0,?,?,?,115.0,?,1.0,?,1.0,1
75.0,7.0,?,?,4.0,?,?,1.0,?,1.0,?,0.0,?,?,0
?,6.0,?,?,1.0,1.0,?,1.0,?,?,?,0.0,0.0,1.0,0
?,?,?,?,?,34.0,1.0,?,1.0,1.0,0.0,1.0,?,1.0,1
?,109.0,2.0,?,4.0,4.0,?,2.0,?,?,?,?,0.0,?,1
153.0,?,?,?,5.0,?,?,2.0,1.0,201.0,0.0,1.0,?,1.0,1
?,?,2.0,?,8.0,?,5.0,2.0,45.0,224.0,1.0,1.0,?,0.0,1
192.0,92.0,?,?,5.0,71.0,?,?,?,?,?,1.0,1.0,?,1
94.0,40.0,2.0,1.0,1.0,?,1.0,?,24.0,?,?,1.0,0.0,0.0,0
184.0,10.0,2.0,3.0,?,?,1.0,?,136.0,?,?,0.0,0.0,?,0
182.0,?,?,?,?,47.0,1.0,2.0,?,?,?,0.0,?,0.0,0
77.0,?,?,?,4.0,28.0,12.0,2.0,18.0,?,?,?,1.0,1.0,1
198.0,?,?,?,?,1.0,1.0,2.0,?,?,1.0,1.0,0.0,?,1
27.0,141.0,2.0,11.0,4.0,?,5.0,2.0,?,118.0,?,?,?,?,1
?,?,2.0,7.0,?,123.0,2.0,2.0,?,54.0,1.0,0.0,?,1.0,0
?,?,2.0,4.0,4.0,?,1.0,?,?,?,?,1.0,?,1.0,1
339.0,6.0,?,?,1.0,1.0,2.0,2.0,84.0,50.0,0.0,?,?,?,1
101.0,?,?,7.0,?,?,4.0,?,92.0,234.0,?,1.0,?,?,1
?,?,2.0,8.0,4.0,31.0,?,?,?,23.0,1.0,0.0,?,0.0,0
?,?,?,?,?,?,?,?,1.0,?,1.0,?,?,?,1
296.0,181.0,2.0,6.0,?,?,4.0,?,?,1.0,?,?,?,1.0,1
?,?,?,1.0,?,?,?,1.0,1.0,?,0.0,0.0,?,?,0
38.0,?,2.0,4.0,?,8.0,1.0,2.0,98.0,?,?,?,0.0,0.0,0
?,136.0,?,8.0,8.0,119.0,?,?,64.0,177.0,1.0,?,1.0,?,1
228.0,52.0,?,4.0,4.0,14.0,?,?,102.0,3.0,1.0,?,?,?,0
?,?,2.0,?,4.0,?,1.0,2.0,?,?,?,0.0,?,1.0,0
76.0,?,2.0,?,?,?,?,?,107.0,1.0,?,0.0,0.0,?,0
329.0,?,2.0,8.0,4.0,?,?,?,?,1.0,1.0,?,0.0,?,0
?,72.0,?,11.0,4.0,3.0,?,2.0,?,?,?,?,?,?,0
274.0,?,?,8.0,4.0,?,9.0,?,?,?,0.0,?,1.0,?,1
259.0,97.0,?,?,4.0,82.0,1.0,1.0,1.0,1.0,?,1.0,0.0,0.0,1
308.0,196.0,2.0,8.0,4.0,93.0,?,2.0,1.0,188.0,0.0,1.0,1.0,0.0,1
?,?,?,?,4.0,?,1.0,2.0,77.0,62.0,?,?,?,?,0
?,?,?,3.0,5.0,?,?,2.0,46.0,1.0,?,0.0,0.0,?,0
237.0,?,?,?,?,?,1.0,1.0,99.0,1.0,?,1.0,0.0,0.0,0
?,24.0,2.0,8.0,?,?,3.0,2.0,?,?,1.0,?,?,?,0
?,?,?,?,?,?,1.0,?,?,1.0,?,0.0,0.0,?,0
?,131.0,1.0,?,5.0,?,1.0,2.0,?,1.0,?,?,0.0,1.0,0
103.0,?,?,?,4.0,76.0,?,2.0,67.0,1.0,1.0,1.0,?,0.0,0
307.0,119.0,2.0,?,4.0,98.0,16.0,?,1.0,231.0,1.0,1.0,1.0,?,1
?,?,2.0,?,4.0,?,?,1.0,7.0,1.0,1.0,?,?,0.0,0
37.0,126.0,2.0,7.0,?,2.0,2.0,2.0,32.0,?,?,?,?,0.0,0
?,20.0,2.0,6.0,?,?,?,?,92.0,151.0,0.0,?,0.0,?,0
?,94.0,?,13.0,?,97.0,4.0,2.0,105.0,94.0,1.0,?,1.0,0.0,1
?,?,1.0,1.0,?,?,1.0,?,?,?,?,?,0.0,?,0
?,169.0,?,9.0,?,50.0,?,?,?,92.0,1.0,1.0,1.0,?,1
172.0,?,?,?,?,7.0,?,?,?,?,0.0,?,?,1.0,0
114.0,69.0,?,?,?,?,?,2.0,74.0,?,1.0,?,?,0.0,1
