region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,outcome
?,176.0,?,?,0.11111099999999999,?,?,5.11111,?,60.2963,?,?,?,-20.8889,46.1111,-25.2222,75.6667,0.31446199999999996,-2.03065,0
214.0,?,9.0,?,0.0,0.277778,0.062963,0.11111099999999999,0.074074,1.14815,0.0,?,0.11111099999999999,?,6.555560000000001,-3.11111,3.33333,1.0,?,0
134.0,29.0,?,?,0.0,0.777777,0.40368699999999996,?,?,?,98.5556,130.556,107.111,?,?,?,130.556,0.24509299999999998,-2.37321,0
?,?,?,0.0,0.0,1.55556,?,?,2.64505,23.037,17.1111,?,29.4444,-17.7778,-1.44444,19.2222,?,0.420767,2.56105,0
212.0,160.0,?,?,0.0,1.44444,?,1.44444,1.7722099999999998,23.2593,?,23.4444,?,-16.4444,?,15.8889,28.5556,?,2.6426,0
52.0,?,9.0,0.0,0.0,0.555556,?,?,?,?,?,?,?,?,?,?,?,?,2.6040099999999997,0
19.0,?,?,?,?,3.88889,1.50062,1.16667,?,58.3704,50.6667,?,51.0,-23.1111,?,?,73.4444,0.31701399999999996,-2.10205,0
?,?,9.0,?,0.0,4.44444,1.45551,?,0.471405,10.037,7.555560000000001,?,7.555560000000001,?,14.8889,?,?,?,?,0
?,13.0,9.0,0.0,?,0.22221999999999997,0.172131,1.55555,?,?,?,?,?,?,53.2222,?,88.1111,?,-2.15499,0
?,36.0,9.0,0.0,0.0,?,0.27216599999999996,?,?,?,?,?,?,?,17.2222,?,?,?,-2.1073,0
32.0,?,9.0,?,0.0,?,1.5408,2.27778,?,?,9.77778,?,?,?,?,15.5556,17.3333,0.470675,2.04387,0
225.0,143.0,9.0,0.0,0.0,0.444445,0.207407,?,0.16296300000000002,?,?,?,?,?,?,?,?,?,-1.0482200000000002,1
?,174.0,9.0,0.0,0.0,1.8888900000000002,?,?,4.02963,?,?,?,24.3333,?,-3.88889,15.7778,24.3333,?,?,0
25.0,198.0,9.0,0.0,0.0,?,1.3457700000000001,?,?,?,42.7778,?,42.3333,-17.7778,?,?,61.0,0.309645,?,0
?,?,9.0,0.0,?,0.555555,0.296296,?,0.02963,?,0.666667,4.88889,0.333333,?,?,?,4.88889,?,-2.01892,0
63.0,?,?,?,0.0,?,1.01112,?,?,?,137.111,148.889,139.444,-14.1111,21.2222,?,?,?,-2.27677,0
?,141.0,9.0,0.0,?,1.38889,1.35185,0.8888889999999999,?,?,?,7.66667,1.66667,?,?,-4.77778,7.66667,?,-2.25712,0
96.0,?,?,0.0,0.0,0.055555999999999994,?,?,0.02963,0.48148199999999997,0.0,?,0.0,-1.44444,2.88889,?,?,?,?,0
48.0,?,9.0,0.0,0.0,0.611111,?,?,?,?,?,128.889,104.22200000000001,?,?,?,?,?,-2.03349,0
?,?,9.0,0.11111099999999999,?,?,0.8629629999999999,2.44444,5.00741,?,?,13.0,?,-9.77778,-3.44444,?,18.5556,0.421621,?,0
4.0,248.0,9.0,0.0,0.0,3.33333,1.8135299999999999,?,1.25904,19.5556,?,?,?,?,?,20.6667,26.4444,0.422151,2.2051,0
53.0,?,?,?,?,?,?,0.277778,0.018519,?,?,?,5.0,?,?,?,11.2222,0.587234,-2.13846,0
?,21.0,9.0,0.0,0.0,?,0.6074069999999999,1.22222,0.11851800000000001,?,120.77799999999999,?,?,?,39.2222,?,143.222,0.15667999999999999,-2.35718,0
14.0,?,9.0,?,0.0,0.333333,0.13333299999999998,?,?,?,6.33333,?,?,1.66667,?,?,?,?,?,1
?,?,?,0.0,?,?,0.5443319999999999,1.44444,0.688533,122.074,109.889,?,?,-36.5556,?,-16.5556,139.778,?,-2.3256799999999997,0
?,?,?,?,?,4.05556,14.062999999999999,2.5,?,?,?,38.6667,?,-19.2222,?,-14.8889,38.6667,0.457405,?,0
?,?,9.0,?,0.0,?,0.843274,?,?,?,1.11111,?,3.11111,?,?,-0.8888889999999999,6.0,?,-2.51916,0
108.0,138.0,?,0.0,0.0,?,0.062963,0.5,0.122222,3.18519,?,6.66667,1.44444,-5.22222,?,?,6.66667,?,-2.08783,0
?,?,?,?,0.0,?,2.38519,2.88889,3.80741,8.55556,8.0,?,10.1111,?,?,4.66667,10.1111,?,1.9174200000000001,0
?,?,9.0,0.0,0.0,?,?,1.44444,?,?,102.667,132.333,?,-33.5556,?,-21.8889,132.333,0.22413899999999998,?,0
?,200.0,?,?,0.0,?,2.4098599999999997,4.83333,2.62255,?,?,?,47.2222,-20.4444,42.8889,?,?,0.317362,?,0
?,196.0,?,0.11111099999999999,?,1.33333,?,2.22222,1.6688900000000002,?,55.0,75.6667,?,-19.7778,?,-22.4444,?,?,-2.04874,0
176.0,?,?,0.0,0.0,?,1.60093,2.33333,?,54.7778,49.0,?,47.3333,?,39.6667,-22.3333,68.0,0.304126,?,0
112.0,?,9.0,0.0,0.0,?,?,1.22222,?,?,?,?,108.889,?,?,?,?,?,?,0
106.0,?,?,0.0,?,?,0.177778,0.388889,0.10740699999999999,0.703704,?,1.8888900000000002,?,-1.77778,3.55556,?,1.8888900000000002,?,?,0
225.0,91.0,?,?,0.0,0.666667,0.355556,0.666667,0.311111,?,?,?,?,-7.66667,13.0,?,8.0,?,-2.21774,0
?,?,9.0,0.0,?,?,2.74074,?,0.533333,?,?,48.2222,?,?,24.0,-15.0,48.2222,0.269192,?,0
52.0,66.0,?,?,0.0,1.16667,?,1.83333,2.12223,114.22200000000001,?,?,107.0,?,43.6667,-21.6667,128.778,0.174128,?,0
94.0,?,9.0,?,0.0,?,?,0.777778,0.688531,?,?,?,?,?,?,?,?,0.915344,?,0
208.0,65.0,?,0.0,?,1.38889,?,26.4444,?,56.7037,52.6667,?,53.0,-12.1111,?,-11.1111,?,?,-1.97081,0
?,?,?,?,?,?,2.90741,?,?,21.8889,21.3333,27.7778,16.5556,-1.66667,17.6667,?,?,0.400445,?,1
145.0,?,9.0,0.0,0.0,?,0.272163,?,0.620634,?,113.22200000000001,?,?,?,49.0,-15.0,?,?,?,0
?,?,?,0.0,?,?,0.9185190000000001,0.9444440000000001,?,?,6.22222,?,11.5556,?,?,?,11.5556,?,1.9829900000000003,0
124.0,183.0,?,?,?,1.77778,0.429629,?,4.1963,?,?,17.1111,23.2222,-11.8889,?,15.1111,23.2222,?,2.42802,0
31.0,88.0,?,0.11111099999999999,?,0.8888889999999999,0.6074069999999999,2.16667,1.98889,?,1.55556,?,?,-11.1111,?,-3.44444,?,0.8513790000000001,?,0
70.0,197.0,?,?,?,2.72222,?,5.27778,3.27561,54.8519,48.8889,68.0,?,?,?,-21.5556,68.0,0.29870399999999997,-2.0335099999999997,0
17.0,110.0,9.0,0.11111099999999999,?,?,1.26296,?,?,?,1.44444,6.44444,4.0,?,?,?,6.44444,?,-2.61865,0
83.0,?,?,?,?,1.38889,?,?,0.5962970000000001,?,20.0,24.6667,?,?,?,?,?,?,-1.5086600000000001,1
108.0,111.0,9.0,?,?,0.555555,0.16296300000000002,?,?,?,4.11111,5.55556,?,?,?,?,5.55556,?,-1.43724,1
57.0,?,9.0,?,?,0.444445,?,?,?,?,7.66667,7.444439999999999,3.88889,?,3.33333,-7.33333,?,?,?,1
?,?,?,?,0.11111099999999999,?,2.3037799999999997,?,?,?,?,58.6667,?,-13.0,31.3333,?,58.6667,?,-1.9649,0
?,128.0,?,?,0.0,?,4.36866,1.66667,?,53.2593,46.3333,67.1111,46.3333,?,?,-20.7778,67.1111,?,?,0
?,240.0,9.0,?,0.0,?,?,2.44444,5.00741,14.1481,10.8889,?,18.5556,-9.77778,-3.44444,13.2222,?,?,?,0
?,111.0,?,?,?,?,0.45542,0.555555,?,?,24.5556,?,25.7778,-12.5556,?,-8.88889,35.8889,0.31548400000000004,-2.20267,0
?,235.0,9.0,0.0,?,1.38889,1.06284,?,?,?,?,8.0,?,?,-3.55556,10.7778,12.7778,?,2.3107599999999997,0
?,?,?,0.0,?,2.22222,?,?,?,5.629630000000001,?,10.6667,4.33333,-11.2222,?,-3.88889,?,?,?,0
252.0,181.0,9.0,?,0.0,?,0.632456,?,?,?,?,?,21.4444,-8.22222,?,?,21.4444,0.38555500000000004,2.1414299999999997,0
?,?,9.0,?,0.0,1.8888900000000002,1.51535,?,?,59.3704,52.6667,74.1111,51.3333,?,44.2222,-24.1111,74.1111,?,-2.03348,0
?,111.0,?,?,0.0,0.5,?,0.9444440000000001,?,?,?,?,?,?,?,?,?,1.0,?,0
18.0,123.0,?,0.0,?,0.722222,0.8629629999999999,0.611111,?,1.07407,0.11111099999999999,2.66667,?,?,?,-1.8888900000000002,?,?,?,0
?,?,?,?,?,?,?,0.8888889999999999,0.074074,22.1111,21.3333,28.1111,16.8889,-2.33333,?,-15.6667,28.1111,0.398448,-1.67031,1
?,137.0,?,0.0,0.0,1.5,0.47777700000000006,8.44444,50.0741,?,?,?,20.7778,-20.0,?,-13.6667,36.5556,?,-2.21303,0
?,?,?,0.0,0.0,?,?,0.9444450000000001,?,107.444,?,?,?,-38.3333,?,-16.6667,125.77799999999999,?,-2.3373,0
?,65.0,?,0.0,0.0,1.27778,1.08355,?,0.91084,?,53.7778,?,52.7778,?,?,-22.1111,?,0.287045,?,0
145.0,152.0,?,0.0,0.0,?,1.14342,2.77778,1.10889,?,?,?,?,-16.1111,2.22222,?,29.6667,?,?,0
121.0,?,?,0.0,0.0,2.38889,1.76908,?,0.278887,?,?,?,19.3333,-12.7778,?,?,?,?,?,0
?,?,?,?,?,1.0,?,1.5,?,7.33333,5.33333,5.44444,?,-6.0,?,?,?,?,2.12242,0
?,?,9.0,0.0,?,?,?,2.66667,?,?,1.55556,?,?,?,?,?,?,0.8531989999999999,?,0
?,?,?,0.0,?,2.11111,3.62963,2.66667,3.55556,?,4.77778,?,8.33333,-14.2222,17.7778,-3.55556,?,?,?,0
?,19.0,9.0,0.0,?,1.0,?,?,0.7793640000000001,126.667,?,142.444,122.111,-33.6667,?,-13.6667,?,0.189527,?,0
139.0,121.0,?,?,?,1.05556,?,1.16667,?,3.7037,0.777778,?,2.55556,-8.77778,12.2222,?,7.77778,0.907407,?,0
16.0,128.0,?,0.0,?,0.5,0.077778,0.666667,0.311111,5.55556,?,?,3.11111,?,3.33333,-7.33333,7.111110000000001,?,-0.9858110000000001,1
172.0,?,?,0.0,0.0,3.0,?,?,0.421637,3.22222,2.66667,?,?,-1.66667,5.33333,-3.66667,?,?,-1.85316,0
?,?,?,0.0,0.0,1.27778,0.854184,1.33333,?,?,?,29.5556,?,?,?,-11.5556,29.5556,?,-2.25997,0
?,?,?,0.0,0.0,1.66667,1.13529,?,?,?,11.1111,?,19.1111,?,-8.88889,?,19.1111,0.461459,2.04668,0
?,?,9.0,?,0.0,1.44444,?,?,19.0074,29.963,?,?,26.5556,?,19.4444,-10.2222,?,0.275863,-2.08357,0
?,?,9.0,0.0,0.0,?,12.2667,3.0,?,?,?,?,?,-20.0,32.3333,-12.3333,38.7778,?,?,0
?,119.0,?,0.0,0.0,5.27778,0.854184,?,0.6116159999999999,45.6296,?,56.0,40.2222,?,?,?,?,0.28076999999999996,?,0
201.0,?,?,?,0.0,?,0.596295,1.5,?,123.77799999999999,113.333,139.667,?,?,47.6667,?,?,?,-2.2922,0
?,?,?,?,?,?,1.80741,10.5,?,41.4815,36.0,51.1111,?,?,28.8889,?,?,0.29470599999999997,?,0
?,32.0,9.0,?,0.0,0.777774,0.162964,?,1.04074,136.296,?,?,132.778,-19.5556,30.1111,?,?,0.11305499999999999,-2.28076,0
109.0,?,?,?,?,?,0.490655,?,?,?,51.5556,69.6667,50.2222,?,?,?,69.6667,0.278963,?,0
?,?,?,?,0.0,1.05555,0.551851,?,1.98518,?,97.6667,130.222,?,-37.8889,59.7778,?,130.222,0.24989499999999998,?,0
228.0,?,9.0,0.0,?,?,0.196296,?,?,2.62963,0.44444399999999995,?,?,-6.555560000000001,?,?,6.22222,0.939815,?,0
?,?,?,0.0,0.0,6.38889,?,?,10.1074,8.66667,5.11111,?,?,-10.6667,16.3333,-5.66667,?,0.7054819999999999,-2.27555,0
?,?,9.0,?,0.0,?,?,?,0.646928,69.4444,61.7778,85.3333,?,-23.0,?,?,?,?,?,0
149.0,182.0,9.0,0.11111099999999999,?,?,3.20878,7.0,5.64899,?,37.2222,47.3333,35.0,-7.888889999999999,22.4444,-14.5556,?,?,?,0
?,106.0,9.0,0.0,0.0,?,0.45542,?,?,17.4815,?,?,14.3333,-10.1111,19.5556,?,24.0,0.416401,-2.11767,0
?,?,9.0,0.0,?,1.22222,?,1.44444,1.16746,59.0,?,?,?,?,46.3333,?,74.4444,?,-2.09022,0
?,?,9.0,0.0,?,?,?,2.16667,1.6777799999999998,45.7407,?,?,?,-13.5556,31.7778,?,56.3333,0.29599200000000003,-1.9960799999999999,0
?,216.0,?,?,?,?,1.3277700000000001,?,?,?,?,?,20.5556,-10.8889,-5.55556,?,?,?,?,0
?,94.0,9.0,?,?,1.66667,?,3.66667,?,21.2222,20.6667,?,15.6667,-1.66667,?,-16.6667,27.3333,0.42781099999999994,-1.62715,1
?,79.0,9.0,0.0,?,?,?,1.33333,?,?,?,49.6667,36.5556,-10.2222,24.7778,?,49.6667,?,-1.98458,0
?,?,9.0,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,0.0,?,?,0.0,0.0,0.0,?,0
?,?,?,?,0.0,?,?,?,?,?,19.2222,?,13.8889,0.44444399999999995,?,-15.5556,24.1111,?,?,1
254.0,?,9.0,?,0.0,3.55556,7.5407399999999996,14.8333,152.7,36.6296,31.3333,?,?,?,?,-12.8889,46.2222,0.29484499999999997,?,0
?,?,?,?,?,?,?,1.0,?,0.740741,?,?,?,?,3.11111,?,1.77778,?,-2.0944,0
?,107.0,9.0,0.0,?,1.0,?,?,0.418522,?,?,145.222,?,?,34.6667,?,145.222,0.13383,?,0
?,104.0,9.0,0.0,?,2.27778,2.10741,4.0,?,21.9259,20.5556,?,?,?,?,?,28.6667,?,?,1
147.0,111.0,?,0.0,?,0.388889,0.151852,0.444445,0.118519,?,?,?,3.0,4.0,4.0,-8.0,?,?,-1.0414299999999999,1
?,?,9.0,?,0.0,0.0,?,?,0.0,0.0,0.0,0.0,0.0,?,?,0.0,?,?,?,0
?,88.0,?,?,0.0,?,7.21852,?,5.85556,7.77778,3.55556,?,?,-12.6667,?,?,13.3333,?,-2.3944900000000002,0
13.0,?,?,?,0.0,3.55556,5.40741,7.77778,?,25.2963,?,29.8889,?,-5.22222,13.7778,?,30.1111,0.23711300000000002,?,0
?,?,9.0,?,?,0.555555,0.074074,0.277778,?,?,?,?,?,-2.44444,5.22222,?,2.66667,1.0,?,0
?,?,9.0,?,0.0,?,0.355555,0.8888889999999999,?,58.2222,53.4444,?,51.5556,?,34.3333,-20.0,?,0.25976,-1.98558,0
127.0,143.0,?,?,0.0,?,?,0.8888889999999999,?,4.18518,?,9.44444,?,?,?,-5.88889,9.44444,0.915376,-2.2574099999999997,0
?,?,?,?,?,?,0.311111,?,?,1.18519,0.22222199999999998,3.22222,?,?,6.11111,-3.22222,?,0.977778,-2.07124,0
?,?,9.0,0.0,?,?,?,?,0.577778,?,7.888889999999999,?,?,?,?,?,8.22222,0.537017,?,1
144.0,?,9.0,0.0,?,1.11111,0.7793640000000001,?,0.742867,17.1111,?,18.0,19.8889,-11.0,2.66667,?,?,?,2.83482,0
134.0,93.0,?,0.0,0.0,?,?,?,?,20.9259,16.6667,29.5556,16.5556,-12.7778,?,-13.1111,29.5556,?,?,0
?,?,9.0,0.0,0.0,?,?,?,1.62504,54.7407,?,?,?,-16.5556,39.1111,-22.5556,67.7778,0.30312100000000003,?,0
3.0,78.0,9.0,0.0,?,?,?,?,?,?,70.7778,91.4444,76.7778,?,?,-8.66667,?,?,?,0
?,?,?,?,0.0,0.44444399999999995,?,?,0.403686,?,?,?,?,-41.5556,?,?,126.556,?,?,0
245.0,73.0,?,0.0,?,?,6.27399,10.7222,?,46.6667,?,70.1111,37.7778,-43.6667,?,?,70.1111,0.549032,-2.25125,0
?,?,9.0,0.0,0.0,0.5,0.122222,0.666667,?,?,5.66667,6.77778,2.88889,?,5.0,-6.66667,?,?,?,1
183.0,?,9.0,0.0,0.0,1.05556,0.32963200000000004,?,1.2740799999999999,135.556,?,147.0,131.0,-20.6667,34.3333,?,?,?,?,0
?,?,?,0.0,?,?,?,?,?,15.2222,?,21.6667,?,?,19.3333,-9.33333,21.6667,0.45815200000000006,?,0
?,?,9.0,0.0,?,7.388889999999999,?,0.777778,?,?,7.111110000000001,15.5556,?,-8.55556,?,-8.22222,15.5556,?,?,0
123.0,?,9.0,?,?,?,0.6518520000000001,6.33333,?,?,29.4444,?,?,-8.44444,?,-12.1111,?,?,?,0
152.0,155.0,?,?,?,0.5,0.611111,?,?,?,5.33333,?,5.55556,-5.88889,?,-5.22222,?,0.5,?,0
?,110.0,9.0,0.0,?,0.833333,?,0.5,0.566667,1.8148099999999998,?,?,?,-5.11111,9.22222,-4.11111,4.88889,?,?,0
?,154.0,?,?,0.0,?,1.08355,?,?,0.62963,0.44444399999999995,1.22222,?,-0.555556,?,-1.22222,?,?,-1.86115,0
?,135.0,9.0,0.0,?,0.444445,?,0.833333,0.122222,?,6.888889999999999,?,2.66667,5.66667,?,?,?,0.613757,-0.692028,1
?,108.0,9.0,0.0,?,25.5,?,27.2778,15.931,49.8148,41.7778,?,46.5556,-24.1111,?,-9.77778,?,0.358975,-2.36049,0
159.0,138.0,9.0,0.0,0.0,0.166667,?,?,?,2.66667,1.11111,?,1.0,?,?,?,5.88889,?,-2.07782,0
?,?,9.0,0.0,0.0,1.27778,?,?,?,44.0741,38.0,54.5556,39.6667,?,31.4444,?,?,0.308104,-2.23829,0
?,176.0,?,?,?,0.777778,0.655461,?,1.3066799999999998,?,19.0,19.7778,?,-9.55556,-7.22222,?,?,0.31604099999999996,?,0
204.0,12.0,?,?,?,?,0.518519,?,?,127.444,?,143.111,123.667,?,47.0,-11.3333,143.111,?,?,0
?,164.0,9.0,0.0,0.0,?,0.21111100000000002,?,?,?,11.6667,15.0,?,-6.0,?,?,16.8889,0.29915,?,0
82.0,51.0,9.0,?,?,?,?,?,?,?,?,138.889,118.889,?,47.1111,-12.8889,?,?,?,0
?,81.0,9.0,?,0.0,?,1.14445,?,?,?,?,47.2222,?,-11.1111,?,?,47.2222,0.300796,-1.9845700000000002,0
119.0,181.0,?,?,0.0,0.777777,0.750308,3.2777800000000004,?,?,16.5556,19.6667,?,-14.5556,-5.22222,?,?,?,2.37885,0
?,?,?,0.11111099999999999,0.0,2.11111,0.958392,?,?,?,42.4444,?,41.4444,-12.8889,28.7778,?,?,?,-2.02113,0
4.0,210.0,9.0,?,0.0,4.72222,?,5.72222,?,?,?,?,42.7778,-16.5556,?,?,?,0.314278,?,0
74.0,?,9.0,0.0,?,0.444445,?,0.5,0.122222,?,?,4.44444,?,-5.44444,?,?,?,0.603704,?,0
?,133.0,?,0.0,0.0,?,1.0074100000000001,0.5,?,?,3.66667,?,3.44444,-5.11111,10.8889,-5.77778,9.0,?,?,0
?,?,9.0,0.11111099999999999,?,?,?,2.11111,?,14.5185,?,20.5556,11.6667,-9.55556,?,-8.55556,20.5556,?,-2.12716,0
115.0,138.0,?,?,0.0,?,?,?,?,0.777778,?,2.33333,0.0,-2.33333,?,-2.33333,?,?,?,0
