CRIM,ZN,INDUS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,CHAS,outcome
0.17171,25.0,5.13,0.45299999999999996,5.966,93.4,68.185,8.0,284.0,19.7,378.08,14.44,0.0,1
0.22188000000000002,20.0,?,0.46399999999999997,7.691,51.8,43.665,3.0,223.0,18.6,390.77,6.58,?,0
248.017,0.0,18.1,0.693,5.349,96.0,17.028,?,666.0,?,396.9,19.77,?,1
?,20.0,3.97,0.647,5.56,62.8,19.865,5.0,264.0,?,392.4,10.45,0.0,0
0.09744,0.0,5.96,0.499,5.841,61.4,33.779,5.0,279.0,19.2,377.56,11.41,0.0,1
0.09849,0.0,25.65,0.581,5.879,95.8,20.063,2.0,188.0,19.1,379.38,17.58,0.0,1
0.12816,12.5,6.07,0.409,5.885,33.0,6.497999999999999,4.0,345.0,18.9,396.9,8.79,0.0,1
0.20608,22.0,5.86,0.431,5.593,76.5,79.54899999999999,7.0,330.0,19.1,372.49,?,0.0,1
570.818,0.0,18.1,0.532,6.75,74.9,33.317,24.0,666.0,20.2,393.07,7.74,0.0,0
?,0.0,6.91,0.44799999999999995,6.77,2.9,57.208999999999996,3.0,233.0,17.9,385.41,?,?,0
0.09252,30.0,4.93,0.428,6.606,42.2,61.898999999999994,6.0,300.0,16.6,383.78,7.37,0.0,0
0.050589999999999996,0.0,4.49,0.449,6.388999999999999,48.0,47.794,3.0,247.0,18.5,396.9,9.62,0.0,0
0.15445,25.0,5.13,?,6.145,29.2,78.148,8.0,284.0,19.7,?,6.86,0.0,0
0.17134000000000002,0.0,?,0.547,5.928,88.2,?,6.0,432.0,17.8,344.91,15.76,0.0,1
0.80271,0.0,8.14,0.5379999999999999,5.456,36.6,37.965,4.0,307.0,21.0,288.99,11.69,0.0,1
0.0578,0.0,2.46,0.488,6.98,58.4,2.8289999999999997,3.0,193.0,17.8,396.9,5.04,0.0,0
?,0.0,18.1,0.74,?,?,18.206,24.0,?,20.2,68.95,?,0.0,1
214.918,?,19.58,0.871,5.709,?,16.232,5.0,403.0,14.7,261.95,15.79,0.0,1
133.59799999999998,?,18.1,0.693,5.8870000000000005,94.7,17.820999999999998,24.0,666.0,20.2,396.9,?,0.0,1
92.323,0.0,18.1,?,6.216,100.0,?,24.0,666.0,20.2,366.15,9.53,0.0,0
573.116,0.0,18.1,0.532,7.061,77.0,34.106,24.0,666.0,20.2,395.28,7.01,0.0,0
0.9761700000000001,0.0,21.89,0.624,5.757000000000001,98.4,2.346,4.0,437.0,21.2,262.76,17.31,0.0,1
0.043789999999999996,80.0,3.37,0.39799999999999996,5.787000000000001,31.1,66.115,4.0,?,16.1,396.9,10.24,0.0,1
0.9884299999999999,0.0,8.14,0.5379999999999999,5.813,100.0,40.952,4.0,307.0,21.0,394.54,19.88,0.0,1
0.04297,52.5,5.32,0.405,6.565,22.9,73.172,6.0,293.0,16.6,371.72,9.51,0.0,0
0.52693,0.0,6.2,0.504,8.725,83.0,28.944000000000003,8.0,307.0,17.4,382.0,4.63,0.0,0
?,0.0,2.46,0.488,7.155,92.2,27.006,3.0,193.0,17.8,?,4.82,0.0,0
0.26838,0.0,9.69,0.585,5.794,70.6,28.927,6.0,391.0,19.2,396.9,14.1,0.0,1
0.15037999999999999,0.0,25.65,0.581,5.856,97.0,19.444000000000003,2.0,?,19.1,370.31,25.41,0.0,1
0.62356,0.0,6.2,0.507,6.879,77.7,32.721,8.0,?,17.4,390.39,9.93,1.0,0
0.52058,0.0,6.2,0.507,?,76.5,4.148,?,307.0,17.4,388.45,9.54,1.0,0
0.20745999999999998,0.0,27.74,0.609,5.093,98.0,18.226,4.0,711.0,20.1,318.43,29.68,0.0,1
0.0456,0.0,13.89,0.55,5.888,56.0,31.121,?,276.0,16.4,392.8,13.51,1.0,0
?,0.0,8.14,0.5379999999999999,?,95.0,37.872,4.0,307.0,21.0,358.77,18.35,0.0,1
0.61154,20.0,3.97,0.647,8.704,?,?,5.0,264.0,13.0,389.7,5.12,0.0,0
826.725,0.0,18.1,0.6679999999999999,5.875,89.6,11.296,?,666.0,20.2,347.88,8.88,1.0,0
740.3889999999999,?,18.1,0.597,5.617000000000001,97.9,14.547,24.0,666.0,20.2,?,26.4,0.0,1
?,0.0,2.89,0.445,6.625,57.8,?,2.0,276.0,18.0,357.98,6.65,?,0
0.08829,12.5,7.87,0.524,6.0120000000000005,?,55.605,5.0,311.0,15.2,395.6,12.43,0.0,0
0.17004,12.5,7.87,0.524,?,85.9,65.921,5.0,311.0,15.2,386.71,17.1,0.0,1
149.632,0.0,19.58,0.871,5.404,100.0,15.915999999999999,?,403.0,14.7,341.6,13.28,0.0,1
0.13158,0.0,10.01,0.547,?,72.5,27.301,6.0,?,17.8,393.3,12.04,0.0,1
0.0187,85.0,4.15,0.429,6.516,27.7,85.353,4.0,351.0,?,392.43,?,0.0,0
377.49800000000005,0.0,18.1,0.655,5.952000000000001,84.7,28.715,24.0,666.0,?,22.01,17.15,?,1
0.537,0.0,6.2,0.504,5.981,68.1,36.715,8.0,307.0,17.4,378.35,11.65,0.0,0
143.33700000000002,0.0,18.1,0.614,?,88.0,19.512,24.0,666.0,20.2,383.32,?,0.0,1
0.14866,0.0,8.56,?,6.727,79.9,?,?,384.0,20.9,394.76,9.42,0.0,0
0.06162,0.0,4.39,0.442,5.898,?,80.13600000000001,3.0,?,18.8,364.61,12.67,0.0,1
0.19133,22.0,5.86,0.431,5.605,70.2,79.54899999999999,7.0,330.0,19.1,389.13,18.46,0.0,1
112.65799999999999,0.0,19.58,0.871,5.012,88.0,16.102,5.0,403.0,14.7,?,12.12,1.0,1
415.292,0.0,?,0.693,5.531000000000001,85.4,16.074,24.0,666.0,20.2,?,27.38,0.0,1
15.288,0.0,18.1,?,6.649,93.3,?,24.0,666.0,20.2,363.02,23.24,0.0,1
0.19072999999999998,22.0,5.86,?,6.718,17.5,?,7.0,330.0,19.1,?,6.56,0.0,0
0.07875,?,3.44,0.43700000000000006,6.782,41.1,?,5.0,398.0,15.2,393.87,6.68,0.0,0
0.03768,?,1.52,0.40399999999999997,7.274,38.3,7.309,2.0,329.0,12.6,392.2,6.62,0.0,0
?,25.0,4.86,?,6.3020000000000005,32.2,54.007,4.0,281.0,19.0,?,6.72,0.0,0
125.179,0.0,8.14,0.5379999999999999,5.57,?,37.979,4.0,307.0,21.0,376.57,21.02,0.0,1
135.222,0.0,?,0.631,3.863,100.0,?,24.0,666.0,20.2,?,13.33,?,0
0.04981,21.0,5.64,0.439,5.997999999999999,21.4,68.14699999999999,4.0,?,16.8,?,8.43,0.0,0
0.36894,22.0,?,0.431,8.259,8.4,89.06700000000001,7.0,330.0,19.1,396.9,3.54,0.0,0
0.35809,0.0,6.2,0.507,6.9510000000000005,88.5,28.616999999999997,8.0,?,17.4,?,9.71,1.0,0
0.2896,0.0,9.69,0.585,?,72.9,27.986,6.0,391.0,19.2,396.9,21.14,0.0,1
0.22926999999999997,0.0,?,0.44799999999999995,6.03,85.5,56.894,3.0,233.0,17.9,?,18.8,0.0,1
0.01432,100.0,1.32,0.41100000000000003,6.816,?,?,5.0,?,15.1,392.9,3.95,0.0,0
0.25915,0.0,21.89,0.624,5.693,96.0,?,4.0,437.0,21.2,392.11,17.19,0.0,1
0.13587,0.0,10.59,0.489,6.064,59.1,42.391999999999996,?,277.0,18.6,381.32,14.66,1.0,0
0.09299,0.0,25.65,0.581,5.961,92.9,20.869,2.0,188.0,19.1,378.09,17.93,0.0,1
0.7258,0.0,8.14,0.5379999999999999,5.727,69.5,37.965,4.0,307.0,?,390.95,11.28,0.0,1
0.06899,0.0,25.65,0.581,?,69.7,22.576999999999998,2.0,188.0,19.1,389.15,14.37,0.0,1
128.023,?,18.1,?,5.854,96.6,?,24.0,666.0,20.2,240.52,23.79,?,1
?,0.0,9.9,0.544,6.122000000000001,52.8,26.403000000000002,4.0,304.0,18.4,396.9,?,0.0,1
0.16211,?,?,0.46399999999999997,?,16.3,?,3.0,223.0,18.6,396.9,6.59,0.0,0
671.7719999999999,0.0,18.1,0.713,6.749,92.6,23.236,24.0,666.0,20.2,0.32,17.44,0.0,1
0.0686,0.0,2.89,0.445,7.416,62.5,34.952,2.0,276.0,18.0,396.9,6.19,0.0,0
0.9557700000000001,0.0,8.14,0.5379999999999999,6.047000000000001,?,44.534,4.0,307.0,21.0,306.38,17.28,0.0,1
0.035019999999999996,80.0,4.95,0.41100000000000003,?,27.9,51.167,?,245.0,19.2,396.9,3.33,?,0
0.037380000000000004,0.0,5.19,0.515,6.31,38.5,64.584,5.0,224.0,20.2,389.4,6.75,0.0,1
111.604,0.0,18.1,0.74,6.629,94.6,21.247,24.0,666.0,20.2,109.85,23.27,0.0,1
0.10008,0.0,2.46,0.488,6.563,95.6,2.847,3.0,193.0,17.8,396.9,5.68,0.0,0
0.16902,0.0,25.65,0.581,5.986000000000001,88.4,19.929000000000002,2.0,188.0,19.1,385.02,14.81,0.0,1
0.19802,0.0,?,0.489,6.182,42.4,?,4.0,277.0,18.6,393.63,?,0.0,0
0.030410000000000003,0.0,5.19,0.515,?,?,5.615,5.0,224.0,20.2,394.81,10.56,0.0,1
?,0.0,8.14,0.5379999999999999,6.142,91.7,39.769,4.0,307.0,21.0,396.9,18.72,0.0,1
?,20.0,3.97,0.647,7.206,91.6,19.301,5.0,264.0,13.0,387.89,?,0.0,0
0.11747,?,7.87,0.524,6.0089999999999995,82.9,62.266999999999996,5.0,311.0,15.2,396.9,13.27,0.0,1
?,0.0,6.2,0.507,8.247,70.4,36.519,8.0,307.0,17.4,378.95,3.95,0.0,0
?,?,8.56,0.52,6.405,85.4,27.147,5.0,384.0,20.9,70.8,10.63,0.0,1
0.03551,25.0,4.86,0.426,6.167000000000001,46.7,54.007,4.0,281.0,19.0,390.64,7.51,0.0,0
180.84599999999998,?,18.1,0.679,6.434,100.0,18.347,24.0,666.0,?,?,?,0.0,1
0.28392,0.0,7.38,0.493,5.707999999999999,74.3,47.211000000000006,5.0,287.0,19.6,391.13,?,0.0,1
0.061270000000000005,?,?,0.447,6.8260000000000005,27.6,48.628,4.0,254.0,17.6,393.45,4.16,1.0,0
457.461,?,18.1,0.693,4.519,100.0,?,?,666.0,20.2,88.27,?,0.0,1
0.03961,0.0,5.19,0.515,6.037000000000001,34.5,59.853,5.0,224.0,20.2,396.9,8.01,0.0,1
0.14932,25.0,?,0.45299999999999996,5.7410000000000005,66.2,?,8.0,284.0,19.7,395.11,13.15,0.0,1
0.13117,0.0,8.56,0.52,6.127000000000001,?,21.224,5.0,384.0,20.9,387.69,14.09,0.0,1
155.757,0.0,18.1,0.58,5.926,71.0,29.084,24.0,666.0,20.2,368.74,18.13,?,1
150.234,0.0,?,0.614,5.303999999999999,97.3,21.006999999999998,24.0,666.0,20.2,349.48,24.91,0.0,1
0.015380000000000001,90.0,3.75,?,7.454,34.2,63.361000000000004,?,244.0,15.9,386.34,3.11,0.0,0
628.807,0.0,?,0.74,6.341,96.4,2.072,24.0,666.0,20.2,318.01,17.79,0.0,1
483.56699999999995,0.0,18.1,0.583,5.905,53.2,31.523000000000003,?,666.0,20.2,388.22,11.45,0.0,1
0.04684,0.0,3.41,0.489,6.417000000000001,66.1,?,2.0,270.0,17.8,392.18,8.81,0.0,0
122.47200000000001,0.0,18.1,0.584,5.837000000000001,59.7,19.976,24.0,666.0,?,24.65,15.69,0.0,1
799.248,0.0,18.1,0.7,5.52,100.0,15.331,24.0,666.0,20.2,396.9,24.56,0.0,1
144.38299999999998,0.0,?,0.597,6.852,100.0,14.655,24.0,?,20.2,179.36,19.78,0.0,0
?,25.0,4.86,0.426,6.619,70.4,54.007,4.0,281.0,19.0,395.63,7.22,0.0,0
422.23900000000003,0.0,18.1,0.77,5.803,89.0,19.047,24.0,?,20.2,353.04,?,1.0,1
162.864,0.0,21.89,0.624,5.019,100.0,14.394,4.0,437.0,21.2,396.9,34.41,0.0,1
0.02187,60.0,2.93,?,6.8,9.9,62.196000000000005,1.0,265.0,15.6,393.37,5.03,0.0,0
0.32264,0.0,21.89,0.624,5.942,93.5,19.669,4.0,437.0,21.2,378.25,?,0.0,1
110.874,0.0,18.1,0.718,6.4110000000000005,100.0,?,24.0,666.0,20.2,318.75,15.02,0.0,1
184.982,0.0,?,0.6679999999999999,4.138,100.0,1.137,24.0,666.0,20.2,396.9,37.97,0.0,1
0.01311,90.0,1.22,?,7.249,21.9,86.96600000000001,5.0,226.0,17.9,395.93,4.81,0.0,0
0.08447,0.0,4.05,0.51,5.859,68.7,27.019000000000002,5.0,296.0,16.6,393.23,9.64,0.0,0
168.118,0.0,18.1,0.7,5.277,98.1,14.261,24.0,666.0,20.2,396.9,30.81,0.0,1
0.19539,0.0,10.81,0.413,6.245,6.2,52.873000000000005,4.0,305.0,19.2,377.17,7.54,0.0,0
31.636,0.0,18.1,0.655,5.7589999999999995,48.2,?,24.0,666.0,20.2,334.4,14.13,0.0,1
0.54452,0.0,21.89,0.624,6.151,97.9,16.687,?,437.0,21.2,396.9,18.46,0.0,1
0.59005,0.0,21.89,0.624,6.372000000000001,97.9,23.274,4.0,437.0,?,385.76,11.12,0.0,0
0.55778,0.0,21.89,0.624,6.335,98.2,21.107,4.0,437.0,21.2,394.67,?,0.0,1
0.07013,0.0,13.89,0.55,6.642,85.1,34.211,5.0,276.0,16.4,392.78,9.69,0.0,0
0.67191,0.0,8.14,0.5379999999999999,5.813,90.3,4.6819999999999995,4.0,307.0,21.0,376.88,14.81,0.0,1
933.8889999999999,?,18.1,0.679,6.38,?,19.682000000000002,24.0,666.0,20.2,60.72,24.08,0.0,1
0.03537,34.0,6.09,0.433,6.59,40.4,54.917,7.0,329.0,16.1,395.75,9.5,0.0,1
0.12802,0.0,8.56,0.52,6.474,97.1,24.329,?,384.0,20.9,?,12.27,0.0,1
0.17331,0.0,9.69,0.585,5.707000000000001,54.0,23.816999999999997,6.0,391.0,19.2,396.9,12.01,?,1
0.3494,0.0,9.9,0.544,5.972,76.7,31.025,?,304.0,18.4,396.24,9.97,0.0,1
996.654,0.0,18.1,0.74,6.485,100.0,19.784000000000002,24.0,?,20.2,386.73,18.85,0.0,1
119.294,0.0,21.89,0.624,6.3260000000000005,97.7,?,4.0,437.0,?,396.9,12.26,0.0,1
236.862,?,19.58,0.871,4.926,95.7,14.607999999999999,5.0,403.0,14.7,?,29.53,?,1
?,70.0,2.24,0.4,7.041,10.0,78.278,5.0,358.0,?,371.58,4.74,0.0,0
0.88125,0.0,21.89,0.624,5.6370000000000005,94.7,19.799,4.0,437.0,21.2,396.9,18.34,0.0,1
0.04011,80.0,1.52,0.40399999999999997,7.287000000000001,34.1,7.309,2.0,329.0,12.6,396.9,4.08,0.0,0
0.5405,?,3.97,0.575,7.47,52.6,2.872,5.0,?,13.0,390.3,3.16,0.0,0
566.637,0.0,18.1,0.74,?,100.0,20.048,24.0,666.0,20.2,395.69,16.59,0.0,1
0.14231,0.0,10.01,0.547,?,84.2,22.565,6.0,432.0,17.8,?,10.45,0.0,1
0.08244,30.0,4.93,0.428,6.481,18.5,61.898999999999994,6.0,300.0,16.6,379.41,6.36,0.0,0
18.811,0.0,18.1,0.597,4.628,100.0,15.539000000000001,?,666.0,20.2,28.79,34.37,?,1
225.97099999999998,0.0,18.1,0.7,5.0,89.5,15.184000000000001,24.0,666.0,20.2,396.9,31.99,0.0,1
0.44178,?,6.2,0.504,6.5520000000000005,21.4,33.751,8.0,307.0,?,380.34,3.76,0.0,0
0.1712,0.0,8.56,?,5.836,91.9,2.211,5.0,384.0,20.9,395.67,18.66,0.0,1
0.08387,0.0,12.83,0.43700000000000006,5.874,36.6,45.026,5.0,398.0,18.7,396.06,9.1,0.0,1
0.1415,0.0,6.91,0.44799999999999995,6.169,6.6,57.208999999999996,3.0,233.0,17.9,383.37,5.81,0.0,0
982.3489999999999,?,18.1,?,6.794,98.8,1.358,24.0,666.0,20.2,396.9,21.24,0.0,1
?,55.0,2.25,0.389,6.452999999999999,31.9,73.07300000000001,1.0,300.0,15.3,394.72,8.23,0.0,1
0.62976,0.0,8.14,0.5379999999999999,?,61.8,47.075,?,307.0,21.0,396.9,8.26,0.0,1
0.21409,22.0,?,0.431,6.438,8.9,73.967,7.0,330.0,19.1,377.07,3.59,0.0,0
0.015009999999999999,80.0,2.01,0.435,6.635,29.7,8.344,4.0,280.0,17.0,390.94,5.99,0.0,0
143.33700000000002,?,18.1,0.7,4.88,100.0,15.895,24.0,666.0,20.2,372.92,30.62,0.0,1
?,22.0,5.86,0.431,6.957000000000001,6.8,89.06700000000001,7.0,330.0,19.1,386.09,3.53,?,0
0.027630000000000002,75.0,2.95,0.428,?,21.8,54.011,3.0,252.0,?,395.63,4.32,0.0,0
183.377,0.0,19.58,0.605,7.8020000000000005,98.2,20.407,5.0,?,14.7,?,1.92,1.0,0
0.12269000000000001,0.0,6.91,0.44799999999999995,6.069,40.0,57.208999999999996,3.0,233.0,17.9,389.39,9.55,0.0,1
481.213,0.0,18.1,0.713,6.7010000000000005,90.0,25.975,24.0,666.0,20.2,255.23,16.42,0.0,1
849.2130000000001,0.0,18.1,0.584,6.348,86.1,20.526999999999997,24.0,666.0,?,83.45,17.64,0.0,1
0.57834,20.0,3.97,0.575,8.297,67.0,24.215999999999998,5.0,264.0,13.0,384.54,7.44,0.0,0
0.06151,0.0,5.19,0.515,5.968,58.5,48.122,5.0,224.0,20.2,396.9,9.29,0.0,1
0.07503,33.0,2.18,0.47200000000000003,7.42,71.9,30.991999999999997,?,222.0,18.4,396.9,6.47,0.0,0
0.02731,0.0,7.07,0.469,6.421,78.9,49.67100000000001,?,?,17.8,396.9,?,?,1
679.2080000000001,0.0,18.1,0.693,5.683,100.0,14.254000000000001,24.0,666.0,20.2,384.97,22.98,0.0,1
0.06724,0.0,3.24,0.46,6.332999999999999,17.2,52.146,4.0,430.0,16.9,375.21,7.34,0.0,0
0.8520399999999999,0.0,8.14,0.5379999999999999,5.965,89.2,40.123000000000005,4.0,307.0,21.0,392.53,13.83,?,1
0.07896,?,12.83,0.43700000000000006,?,6.0,42.515,?,398.0,18.7,394.92,6.78,?,0
180.028,0.0,19.58,0.605,5.877000000000001,79.2,24.259,5.0,403.0,14.7,227.61,12.14,0.0,0
0.26938,0.0,?,0.544,6.266,82.8,32.628,4.0,304.0,?,393.39,?,0.0,1
0.1,34.0,6.09,?,?,17.7,54.917,7.0,329.0,16.1,390.43,?,0.0,0
0.1676,0.0,7.38,0.493,6.426,52.3,45.403999999999996,5.0,287.0,19.6,396.9,7.2,0.0,0
0.10153,0.0,12.83,0.43700000000000006,6.279,74.5,?,5.0,398.0,18.7,373.66,11.97,0.0,1
0.03466,35.0,6.06,0.4379,6.031000000000001,23.3,?,1.0,304.0,16.9,362.25,7.83,0.0,1
0.07977999999999999,40.0,6.41,0.447,6.482,32.1,41.403,?,254.0,17.6,396.9,7.19,0.0,0
0.17899,0.0,?,0.585,?,28.8,27.986,6.0,391.0,19.2,393.29,17.6,0.0,0
158.60299999999998,0.0,18.1,0.679,5.896,?,19.096,24.0,666.0,20.2,7.68,?,0.0,1
889.762,0.0,18.1,0.6709999999999999,6.968,91.9,?,24.0,666.0,?,396.9,17.21,0.0,1
0.01709,90.0,2.02,0.41,6.728,36.1,121.265,?,187.0,17.0,384.46,4.5,0.0,0
0.02543,55.0,3.78,0.484,?,56.4,57.321000000000005,5.0,370.0,17.6,396.9,7.18,0.0,0
?,0.0,8.14,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,?,307.0,21.0,360.17,22.6,0.0,1
0.7842,0.0,8.14,0.5379999999999999,5.99,81.7,42.57899999999999,4.0,307.0,21.0,386.75,14.67,0.0,1
0.13262000000000002,0.0,8.56,0.52,5.851,96.7,?,?,384.0,20.9,394.05,16.47,0.0,1
0.04203,28.0,15.04,0.46399999999999997,6.442,53.6,36.659,4.0,270.0,18.2,?,8.16,0.0,0
233.09900000000002,0.0,19.58,0.871,5.186,?,15.296,5.0,403.0,14.7,356.99,28.32,0.0,1
0.5341199999999999,20.0,3.97,0.647,7.52,89.4,21.398000000000003,?,264.0,13.0,?,7.26,0.0,0
0.03584,80.0,?,0.39799999999999996,?,17.8,66.115,4.0,337.0,16.1,396.9,4.67,0.0,0
0.22211999999999998,0.0,?,0.547,6.0920000000000005,95.4,2.548,6.0,432.0,17.8,396.9,17.09,0.0,1
783.932,0.0,18.1,0.655,6.209,65.4,29.634,24.0,666.0,?,396.9,13.22,?,1
237.93400000000003,0.0,19.58,0.871,?,100.0,14.190999999999999,5.0,403.0,14.7,172.91,27.8,0.0,1
0.22438000000000002,0.0,9.69,0.585,6.027,79.7,24.982,6.0,391.0,19.2,396.9,14.33,0.0,1
0.40771,?,6.2,?,6.164,91.3,3.048,8.0,307.0,17.4,395.24,21.46,1.0,1
0.57529,0.0,6.2,0.507,8.337,73.3,38.384,8.0,307.0,?,385.91,2.47,0.0,0
0.05789,12.5,6.07,0.409,5.877999999999999,21.4,6.497999999999999,4.0,345.0,18.9,396.21,8.1,0.0,1
?,?,21.89,0.624,6.454,98.4,18.498,4.0,?,21.2,394.08,14.59,0.0,1
0.0837,45.0,3.44,0.43700000000000006,7.185,38.9,45.667,5.0,398.0,15.2,396.9,5.39,0.0,0
696.215,0.0,18.1,0.7,5.712999999999999,?,19.265,24.0,666.0,20.2,394.43,17.11,0.0,1
38.497,0.0,18.1,0.77,6.395,91.0,25.052,24.0,666.0,20.2,391.34,13.27,1.0,1
0.0459,52.5,5.32,0.405,6.315,45.6,73.172,?,293.0,?,396.9,7.6,0.0,1
151.77200000000002,0.0,18.1,0.74,6.152,100.0,19.142,24.0,666.0,20.2,9.32,26.45,0.0,1
0.05644,40.0,6.41,0.447,6.757999999999999,32.9,40.775999999999996,4.0,254.0,17.6,396.9,?,1.0,0
0.26363000000000003,0.0,8.56,0.52,6.229,91.2,25.451,5.0,384.0,20.9,391.23,15.55,0.0,1
?,0.0,3.41,0.489,?,?,30.921,?,270.0,17.8,393.55,8.2,0.0,1
0.04294,28.0,15.04,0.46399999999999997,6.249,77.3,3.615,4.0,270.0,18.2,396.9,?,0.0,1
0.06588,0.0,2.46,0.488,7.765,83.3,2.741,3.0,193.0,17.8,395.56,7.56,0.0,0
932.909,0.0,18.1,0.713,6.185,98.7,22.616,24.0,666.0,20.2,396.9,18.13,0.0,1
