company1,company2,company3,company4,company5,company6,company7,company8,company9,outcome
44.625,25.0,18.375,?,38.75,17.625,66.625,25.5,35.5,1
?,31.875,16.375,?,43.5,18.125,60.875,?,47.625,0
47.0,40.0,?,56.375,?,?,80.875,26.375,40.0,1
?,37.25,?,42.0,57.125,15.0,?,22.125,50.875,0
46.5,44.625,19.75,57.25,?,30.0,85.0,26.625,45.25,0
?,?,21.0,41.875,?,32.5,70.875,?,42.25,1
21.171999999999997,?,?,45.0,62.5,29.875,?,18.875,50.25,1
21.063000000000002,?,19.25,46.75,63.25,30.25,68.75,18.875,?,1
24.5,52.75,19.75,41.875,?,?,63.75,19.5,?,1
44.25,23.125,17.375,42.0,49.375,16.75,67.0,?,34.625,1
?,50.875,?,42.625,86.0,26.5,70.5,21.625,44.125,1
33.078,59.0,?,47.875,76.25,26.0,75.875,22.0,46.375,0
48.172,35.0,13.875,?,47.0,?,62.375,24.875,47.0,0
30.781,54.0,?,45.125,91.25,28.125,?,21.625,44.125,1
?,27.0,15.625,?,?,?,61.0,25.875,?,0
?,49.5,21.5,?,63.0,29.625,?,19.75,41.75,1
26.781,50.75,?,40.5,?,30.375,69.375,21.375,43.875,1
19.891,50.125,?,44.625,60.875,30.0,66.25,17.0,48.125,1
20.5,53.625,22.0,42.875,64.25,?,?,18.375,?,1
43.875,?,17.875,42.125,48.125,?,?,26.5,34.25,1
35.422,59.25,?,?,73.125,25.25,79.625,22.75,48.0,0
27.171999999999997,51.375,19.875,40.375,80.0,26.625,67.125,21.625,41.75,1
?,46.125,?,45.25,63.375,18.0,?,23.375,51.25,0
20.563000000000002,53.75,?,45.75,?,30.0,67.375,18.25,47.5,1
39.5,?,19.375,49.5,68.5,21.75,80.875,23.5,47.0,0
47.75,?,17.75,56.25,53.0,26.25,?,26.375,41.625,1
48.75,41.75,19.0,55.75,51.125,29.25,83.5,26.5,43.625,0
?,52.125,18.625,47.375,68.375,18.0,79.625,?,?,0
?,53.75,?,42.75,64.625,30.625,?,21.0,46.125,1
45.0,27.5,?,35.375,?,16.5,63.875,21.625,?,0
49.0,39.625,19.375,?,?,?,81.5,26.875,42.875,1
43.25,22.25,15.0,37.75,47.875,?,66.875,?,?,1
39.172,59.0,20.5,52.75,70.5,21.25,82.5,24.375,47.625,0
18.109,49.0,?,?,?,26.625,?,17.125,47.75,1
59.0,?,16.375,43.875,?,19.75,64.5,27.5,49.25,0
46.625,39.0,17.75,54.25,48.25,23.375,81.375,26.75,40.625,1
45.875,?,19.125,46.125,42.5,?,?,27.375,36.625,0
58.0,31.75,?,40.875,42.25,17.875,63.5,?,45.25,0
?,?,?,?,?,28.875,69.0,18.25,47.75,1
?,39.625,16.625,?,49.75,22.5,82.125,?,40.0,1
46.25,?,20.25,44.5,40.875,19.25,69.75,27.625,38.5,1
?,54.25,?,43.875,62.25,29.5,64.875,20.25,46.25,1
40.578,?,14.375,?,?,18.25,68.25,?,48.375,0
34.391,58.0,?,44.875,78.375,?,73.5,?,45.375,0
19.063,50.25,18.375,43.5,60.375,29.125,65.75,16.375,?,1
?,60.125,22.375,?,77.375,27.0,75.375,21.875,47.625,0
?,?,?,48.25,72.875,?,77.75,?,48.375,0
34.0,57.125,21.75,46.875,78.125,26.5,73.75,?,45.125,0
41.5,36.25,13.375,39.625,53.5,17.875,60.125,21.125,47.375,0
47.672,?,15.125,?,56.5,?,65.375,24.125,47.625,0
45.5,43.625,19.5,55.625,54.0,?,84.375,27.5,44.375,1
45.0,?,?,41.25,56.0,16.875,61.625,21.75,50.0,0
48.375,38.25,17.625,?,54.5,26.375,82.0,26.5,41.375,1
44.5,22.25,15.5,?,49.375,15.125,67.375,24.625,?,1
24.281,54.0,21.5,44.25,?,29.125,65.5,20.375,47.625,1
?,51.0,20.375,40.0,76.25,?,70.125,20.875,43.75,1
?,?,15.375,52.875,37.25,27.0,79.75,27.0,39.25,0
52.375,42.25,19.0,54.0,?,27.0,81.25,?,?,1
46.125,?,?,38.875,?,15.375,66.0,24.5,33.375,1
41.828,45.875,15.75,46.25,63.0,17.875,71.0,?,50.75,0
37.078,?,?,49.875,72.75,23.375,?,24.375,?,0
38.672,44.625,?,44.0,61.75,17.5,?,23.25,49.375,0
21.671999999999997,?,20.625,45.625,62.375,29.75,67.375,19.75,50.75,1
48.578,?,16.375,43.125,56.0,15.0,63.625,22.5,51.0,0
?,54.25,?,50.125,68.25,21.375,83.125,24.375,47.5,0
44.25,23.375,17.875,?,?,17.0,69.5,26.875,?,1
50.0,41.0,18.375,53.25,55.25,27.875,82.125,26.5,43.5,0
36.172,58.0,20.0,51.125,70.75,24.125,80.0,23.5,?,0
44.5,22.875,14.625,39.25,48.875,15.875,64.75,23.625,36.0,1
?,41.875,18.875,?,56.125,?,80.875,26.375,42.375,1
30.063000000000002,54.25,?,45.25,91.625,?,69.0,?,45.125,1
52.0,33.75,?,44.625,47.875,17.5,?,25.375,51.0,0
?,?,20.875,44.125,?,26.375,68.875,22.125,?,0
?,42.5,18.5,52.875,56.0,27.5,80.25,26.375,?,0
?,?,16.25,40.0,61.625,18.25,69.5,22.125,49.0,0
59.5,?,?,41.125,43.0,18.625,?,28.25,45.625,0
47.625,34.375,16.25,57.25,41.0,28.0,82.5,27.625,?,0
27.891,50.75,?,?,90.0,27.5,70.75,21.75,?,1
54.5,34.375,15.375,?,?,17.5,61.25,26.625,49.625,0
?,50.125,18.625,46.0,61.25,29.75,66.5,16.875,?,1
?,23.25,17.875,41.625,51.5,16.625,69.5,27.125,35.375,1
39.25,45.375,?,40.0,62.0,?,69.375,21.5,49.25,0
?,?,?,?,92.5,27.375,?,21.5,44.375,1
?,29.5,15.625,?,?,?,?,?,39.125,0
35.422,?,20.0,?,?,24.875,78.25,22.625,?,0
27.5,?,20.625,41.5,76.125,32.875,69.125,19.875,42.375,1
40.0,43.625,17.125,?,?,17.25,65.5,21.125,45.875,0
29.781,54.0,21.75,45.375,90.25,26.75,66.875,21.0,?,1
50.625,48.75,?,53.25,62.0,24.5,79.5,26.5,42.375,1
?,54.5,?,44.25,62.875,29.25,64.625,21.25,48.25,1
49.0,40.125,18.875,54.5,?,28.0,83.375,?,42.875,0
?,31.5,15.875,56.75,?,28.375,82.75,?,39.625,0
?,35.0,16.0,55.0,50.125,27.25,78.25,27.625,39.5,1
40.875,24.125,15.375,38.0,46.625,15.75,?,?,37.375,1
25.671999999999997,53.625,22.5,?,63.875,29.125,65.625,20.75,48.125,1
26.438000000000002,51.75,?,40.0,62.875,30.0,65.25,20.875,?,1
?,?,19.875,42.25,84.625,26.125,70.25,?,44.0,1
48.0,38.0,15.625,42.75,?,15.75,63.5,?,?,0
21.5,53.625,20.125,42.625,63.625,28.25,65.625,18.125,43.0,1
?,53.75,19.875,45.625,62.125,30.0,67.5,19.375,50.625,1
45.875,37.25,15.875,54.5,?,24.0,80.0,27.5,?,1
30.328000000000003,?,?,?,91.875,27.5,68.625,?,44.5,1
45.25,44.0,?,57.25,59.0,28.625,?,?,?,1
28.938000000000002,52.875,21.625,44.625,89.75,29.375,68.0,21.875,44.75,1
36.0,57.625,22.0,45.5,79.5,25.125,?,?,44.75,0
21.671999999999997,58.125,25.125,47.75,63.125,?,69.125,20.125,?,1
29.781,?,22.5,44.0,?,33.25,73.25,22.5,46.0,1
51.922,?,14.75,43.125,45.375,18.125,?,25.875,49.75,0
?,?,?,?,54.5,15.75,61.5,21.375,49.0,0
39.672,58.75,20.125,52.25,71.0,?,84.125,24.5,48.125,0
45.5,42.25,?,56.625,?,27.125,81.75,26.75,?,1
45.375,25.25,19.625,44.0,38.875,17.375,70.125,27.75,37.875,0
29.171999999999997,52.625,22.125,43.875,75.75,33.125,73.0,?,44.75,1
27.438000000000002,50.0,?,41.5,75.375,?,71.5,19.875,?,1
?,37.125,14.125,42.625,55.875,16.875,61.75,?,49.75,0
?,41.75,18.25,56.125,54.5,?,?,26.875,?,1
20.438,54.125,22.0,43.75,63.875,28.5,66.5,18.125,45.25,1
48.25,?,20.0,?,30.125,19.0,68.5,26.375,?,0
?,35.625,16.125,?,45.875,?,63.125,27.625,?,0
?,53.875,?,43.25,65.125,30.625,66.625,21.5,46.75,1
?,40.75,19.0,51.5,55.5,?,80.75,?,?,1
?,40.0,13.125,40.75,51.375,?,65.375,22.375,46.5,0
28.938000000000002,?,20.75,44.25,88.75,28.5,68.0,22.125,45.0,1
28.281,50.0,21.625,42.125,69.0,?,?,?,?,1
36.5,52.25,18.625,48.0,?,18.875,80.875,24.125,?,0
46.125,38.875,?,?,49.25,22.25,80.875,26.375,?,1
?,24.5,?,44.625,?,18.75,67.0,27.0,?,0
48.75,?,15.25,43.25,55.875,16.625,?,23.375,48.875,0
53.078,34.375,14.75,43.125,?,17.625,64.125,25.75,49.625,0
49.875,41.125,19.0,52.0,?,24.375,80.375,?,42.375,1
24.438000000000002,54.125,19.875,41.0,59.5,?,62.5,?,46.0,1
44.0,?,16.375,38.0,48.875,?,?,25.5,39.0,0
46.875,23.375,17.0,40.875,51.375,16.125,69.75,?,34.875,1
?,28.0,14.875,?,42.75,?,60.375,26.125,?,0
47.125,?,?,53.375,36.25,27.5,80.625,?,38.625,0
27.563000000000002,50.375,20.5,42.625,87.375,28.0,?,21.25,?,1
?,42.75,18.0,56.375,52.625,25.5,79.75,27.625,42.375,1
28.219,?,20.5,42.0,86.75,27.375,71.0,?,44.375,1
18.438,?,?,43.875,61.875,27.25,68.5,18.25,?,1
39.672,58.75,20.375,52.75,70.5,22.125,?,24.5,47.5,0
?,?,19.625,44.0,40.0,?,69.625,27.75,37.5,0
?,38.875,16.25,?,56.125,?,64.125,?,50.875,0
?,56.625,20.625,?,82.0,26.75,70.0,22.25,44.25,0
54.078,34.0,15.0,43.0,46.0,17.75,63.875,26.375,49.875,0
58.5,?,15.875,43.125,45.25,17.875,64.25,27.5,50.0,0
50.25,24.25,15.75,49.125,41.0,?,76.5,28.25,41.25,0
26.219,52.75,22.5,43.875,?,29.875,65.375,?,46.0,1
43.75,44.125,?,59.0,53.0,?,84.25,26.875,44.5,0
35.563,57.5,22.5,45.25,79.75,25.0,?,?,?,0
21.063000000000002,54.875,23.5,?,?,30.0,68.625,20.0,48.125,1
47.25,28.875,?,?,37.125,?,75.0,27.5,38.75,1
27.781,52.5,21.375,41.375,65.125,31.0,?,?,45.625,1
?,?,23.125,44.5,64.0,?,65.5,21.375,48.875,1
48.25,44.125,?,?,?,30.375,85.875,26.0,42.75,0
?,?,?,42.0,48.875,17.125,68.0,26.625,34.5,1
35.781,57.25,21.125,?,?,?,70.75,22.0,44.25,0
33.75,59.875,21.625,47.625,78.75,26.0,?,22.125,46.875,0
50.375,46.25,?,52.25,61.875,23.5,78.625,26.625,41.875,1
?,57.75,21.5,45.875,78.625,25.875,71.125,?,45.75,0
45.625,?,18.0,?,?,27.625,84.25,27.25,?,1
40.922,58.875,?,52.0,?,?,?,24.5,?,0
38.5,43.125,17.0,38.5,67.625,16.375,68.5,21.0,?,0
38.25,39.375,13.125,41.5,54.875,17.75,?,22.25,?,0
27.0,51.25,22.0,?,63.875,30.25,69.0,?,42.75,1
?,50.625,20.5,40.125,76.75,28.875,71.0,21.125,41.5,1
26.609,50.875,?,40.25,76.75,28.0,67.5,22.0,42.25,1
46.25,39.625,?,57.375,50.75,?,?,27.375,40.125,1
46.25,43.5,19.375,57.625,?,?,84.125,?,44.25,1
46.0,38.875,?,?,50.0,22.5,81.625,?,39.875,1
21.109,52.5,?,46.875,63.5,28.125,70.625,18.625,49.875,1
?,53.25,?,?,63.625,32.125,66.375,18.25,48.875,1
?,54.0,22.125,45.875,?,28.125,?,?,45.25,1
?,?,22.25,43.75,?,33.0,?,21.625,45.125,1
48.0,29.5,?,?,39.0,26.5,79.75,27.875,40.25,0
20.281,54.25,?,43.125,64.0,?,66.125,19.125,?,1
28.828000000000003,53.5,23.25,44.375,76.375,34.375,72.0,21.75,44.0,1
21.328000000000003,54.875,21.0,?,?,28.75,66.75,18.25,43.25,1
56.828,35.75,16.0,?,?,17.75,62.25,27.25,49.875,0
39.172,44.0,17.25,39.5,67.0,?,68.625,20.875,?,0
21.438000000000002,54.75,?,?,64.125,?,66.375,?,43.0,1
?,52.875,20.0,42.375,?,29.0,?,?,46.625,1
?,49.75,21.125,39.375,62.625,29.25,64.875,?,?,1
20.563000000000002,52.625,18.875,?,63.375,32.125,67.0,18.0,49.0,1
?,?,19.125,46.875,62.0,?,69.25,18.25,?,1
?,49.875,20.75,40.0,?,?,64.75,19.625,?,1
?,35.125,?,45.375,38.625,19.625,?,27.375,49.625,0
46.0,?,19.75,57.0,?,29.0,?,26.875,?,1
21.063000000000002,54.0,19.5,?,63.75,30.5,68.75,18.875,?,1
19.891,?,18.875,45.0,?,?,67.375,17.625,44.5,1
?,54.0,20.75,42.875,?,29.75,64.75,19.5,47.75,1
42.875,23.375,18.0,41.75,?,16.75,68.625,26.75,34.375,1
21.781,53.5,?,41.75,61.75,28.875,63.25,?,44.5,1
45.75,40.25,17.5,55.25,50.25,25.25,?,27.125,?,1
35.0,58.25,22.125,45.75,72.25,?,75.75,22.5,?,0
21.109,53.0,19.25,45.875,62.0,?,67.125,19.0,50.0,1
28.281,50.875,?,41.875,78.0,31.625,70.75,21.0,42.75,1
?,56.875,20.5,49.75,72.75,23.75,78.5,24.25,46.875,0
32.438,56.875,21.25,45.5,88.125,27.375,68.625,22.5,?,0
35.328,58.625,?,?,73.25,25.25,79.0,23.0,47.875,0
?,?,19.75,47.375,73.0,?,78.0,23.0,49.0,0
21.328000000000003,52.25,19.25,?,63.25,?,69.5,18.125,49.125,1
46.625,33.25,15.875,55.125,42.75,27.625,82.0,27.75,40.75,0
46.5,37.875,?,41.625,56.75,16.625,62.625,22.375,?,0
?,?,21.75,45.875,92.25,?,68.625,22.0,44.875,1
?,58.25,20.25,48.25,?,25.75,?,23.625,49.0,0
?,44.5,?,59.375,55.625,29.0,84.375,?,44.0,0
