CRIM,ZN,INDUS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,CHAS,outcome
0.80271,0.0,?,0.5379999999999999,?,?,?,?,?,?,?,11.69,0.0,1
0.0578,0.0,2.46,0.488,?,58.4,2.8289999999999997,3.0,193.0,?,396.9,5.04,0.0,0
?,?,18.1,0.74,5.935,87.9,18.206,24.0,666.0,20.2,?,34.02,0.0,1
214.918,?,?,?,?,98.5,?,5.0,403.0,14.7,?,?,?,1
?,0.0,?,0.693,?,?,?,24.0,666.0,?,396.9,?,0.0,1
?,0.0,18.1,?,6.216,100.0,?,24.0,666.0,20.2,?,?,?,0
?,0.0,?,?,7.061,77.0,34.106,?,666.0,?,?,?,?,0
?,0.0,21.89,0.624,?,98.4,2.346,4.0,?,21.2,?,?,0.0,1
?,80.0,3.37,?,?,31.1,?,4.0,337.0,?,?,?,0.0,1
?,?,?,?,5.813,?,?,4.0,?,21.0,394.54,19.88,0.0,1
0.04297,?,5.32,0.405,?,22.9,73.172,?,?,?,?,?,?,0
0.52693,?,6.2,0.504,8.725,83.0,?,?,307.0,17.4,?,?,?,0
0.09103,?,2.46,?,?,?,?,?,?,?,?,?,0.0,0
?,?,?,?,?,?,?,?,?,19.2,396.9,14.1,0.0,1
?,0.0,?,0.581,5.856,97.0,19.444000000000003,?,188.0,19.1,?,?,?,1
?,?,6.2,?,6.879,77.7,?,8.0,307.0,?,390.39,?,1.0,0
0.52058,?,?,?,6.631,?,?,8.0,?,?,388.45,9.54,?,0
?,0.0,?,?,?,?,18.226,?,711.0,20.1,318.43,?,0.0,1
?,?,?,0.55,5.888,?,31.121,?,276.0,16.4,?,13.51,1.0,0
115.17200000000001,?,?,?,5.7010000000000005,?,37.872,4.0,?,21.0,358.77,?,?,1
?,?,?,0.647,?,86.9,?,5.0,?,?,?,?,?,0
826.725,?,?,0.6679999999999999,5.875,89.6,?,?,?,20.2,?,?,?,0
740.3889999999999,?,18.1,?,?,?,14.547,?,?,20.2,?,26.4,0.0,1
?,0.0,2.89,0.445,6.625,?,34.952,?,276.0,18.0,357.98,?,?,0
0.08829,12.5,?,?,6.0120000000000005,66.6,55.605,5.0,311.0,?,395.6,?,0.0,0
0.17004,?,?,0.524,6.004,85.9,?,?,311.0,15.2,386.71,17.1,?,1
?,?,19.58,0.871,?,?,?,?,?,?,341.6,?,?,1
?,?,?,0.547,?,72.5,27.301,6.0,?,?,?,12.04,?,1
0.0187,85.0,?,0.429,6.516,?,?,?,?,?,?,?,0.0,0
?,?,?,?,?,?,?,24.0,?,?,?,?,0.0,1
0.537,?,?,0.504,5.981,?,?,8.0,?,?,378.35,?,0.0,0
?,?,18.1,?,6.229,88.0,19.512,24.0,?,20.2,?,13.11,?,1
0.14866,?,8.56,?,?,79.9,?,5.0,384.0,20.9,394.76,9.42,?,0
0.06162,0.0,?,0.442,?,?,80.13600000000001,?,?,18.8,?,12.67,?,1
?,22.0,?,0.431,5.605,?,79.54899999999999,?,?,?,389.13,?,?,1
?,0.0,19.58,?,5.012,88.0,?,?,403.0,?,?,12.12,1.0,1
415.292,0.0,?,?,5.531000000000001,?,16.074,?,666.0,20.2,329.46,?,?,1
?,0.0,?,0.6709999999999999,?,?,13.449000000000002,24.0,666.0,?,?,?,0.0,1
?,?,5.86,0.431,?,17.5,?,?,?,?,?,?,0.0,0
?,?,?,?,?,?,?,5.0,398.0,15.2,393.87,?,0.0,0
0.03768,?,1.52,?,?,?,?,2.0,329.0,12.6,392.2,?,0.0,0
0.03659,?,?,?,6.3020000000000005,32.2,?,4.0,281.0,19.0,?,?,0.0,0
125.179,0.0,8.14,?,?,?,37.979,?,?,?,376.57,?,?,1
?,?,18.1,?,3.863,?,15.106,24.0,?,?,131.42,?,0.0,0
?,?,5.64,0.439,?,21.4,?,?,?,?,396.9,?,?,0
0.36894,?,5.86,0.431,?,8.4,?,7.0,?,?,396.9,?,0.0,0
?,0.0,?,0.507,?,88.5,28.616999999999997,8.0,?,?,?,?,1.0,0
?,?,9.69,0.585,5.39,72.9,27.986,6.0,?,19.2,?,21.14,0.0,1
?,0.0,6.91,?,?,?,?,3.0,233.0,?,?,?,?,1
?,?,1.32,0.41100000000000003,6.816,?,83.24799999999999,5.0,?,15.1,?,3.95,?,0
0.25915,0.0,?,?,5.693,96.0,?,4.0,?,21.2,?,?,0.0,1
0.13587,0.0,10.59,?,6.064,59.1,?,?,?,?,381.32,14.66,1.0,0
0.09299,?,25.65,0.581,?,?,?,?,?,19.1,378.09,?,?,1
?,0.0,?,0.5379999999999999,5.727,?,37.965,4.0,307.0,?,?,11.28,?,1
0.06899,0.0,25.65,?,?,?,22.576999999999998,2.0,188.0,?,?,14.37,0.0,1
?,0.0,18.1,?,5.854,96.6,18.956,?,?,?,240.52,23.79,?,1
?,0.0,?,0.544,?,52.8,?,4.0,?,18.4,?,5.98,?,1
?,20.0,?,0.46399999999999997,6.24,?,?,?,?,?,?,6.59,?,0
671.7719999999999,0.0,?,0.713,6.749,?,23.236,24.0,?,20.2,0.32,?,?,1
?,0.0,?,0.445,7.416,?,?,?,276.0,?,?,6.19,0.0,0
0.9557700000000001,?,?,?,6.047000000000001,88.8,44.534,?,307.0,?,306.38,17.28,0.0,1
0.035019999999999996,?,?,0.41100000000000003,6.861000000000001,27.9,51.167,4.0,?,?,396.9,3.33,0.0,0
0.037380000000000004,0.0,?,0.515,?,38.5,64.584,5.0,?,?,389.4,6.75,0.0,1
?,0.0,?,0.74,6.629,94.6,?,?,?,20.2,109.85,23.27,0.0,1
0.10008,0.0,?,0.488,?,95.6,?,?,?,17.8,?,?,0.0,0
?,?,25.65,0.581,?,88.4,?,2.0,188.0,19.1,385.02,14.81,0.0,1
?,?,10.59,0.489,?,42.4,39.454,4.0,277.0,?,393.63,?,?,0
0.030410000000000003,0.0,?,0.515,5.895,59.6,?,?,?,?,394.81,?,0.0,1
?,?,8.14,0.5379999999999999,?,?,39.769,?,?,21.0,?,?,?,1
0.55007,20.0,?,?,?,91.6,?,5.0,264.0,?,?,8.1,0.0,0
0.11747,?,7.87,?,?,?,62.266999999999996,5.0,?,15.2,396.9,13.27,?,1
?,?,6.2,0.507,8.247,70.4,?,8.0,307.0,?,378.95,?,0.0,0
0.22876,0.0,8.56,?,?,85.4,?,?,?,20.9,?,?,0.0,1
?,?,?,?,6.167000000000001,?,54.007,4.0,281.0,?,390.64,7.51,?,0
180.84599999999998,0.0,18.1,0.679,6.434,?,?,?,?,?,?,?,?,1
0.28392,0.0,7.38,0.493,5.707999999999999,74.3,?,?,?,?,?,?,?,1
?,40.0,?,0.447,?,27.6,?,?,?,?,393.45,4.16,?,0
?,?,?,0.693,4.519,100.0,16.582,24.0,666.0,?,?,?,?,1
?,?,?,0.515,?,?,59.853,?,224.0,?,396.9,?,?,1
?,?,5.13,?,?,66.2,?,?,284.0,19.7,395.11,?,?,1
?,?,?,?,?,?,21.224,5.0,?,?,?,14.09,?,1
?,?,18.1,0.58,5.926,71.0,?,24.0,?,20.2,368.74,?,?,1
?,?,18.1,0.614,?,97.3,?,?,666.0,20.2,349.48,?,0.0,1
0.015380000000000001,?,?,0.39399999999999996,7.454,?,63.361000000000004,?,244.0,15.9,386.34,3.11,?,0
628.807,?,18.1,?,6.341,?,?,?,?,?,318.01,?,?,1
483.56699999999995,0.0,18.1,0.583,?,53.2,?,24.0,666.0,20.2,388.22,11.45,0.0,1
0.04684,0.0,?,0.489,6.417000000000001,66.1,?,?,270.0,17.8,?,?,0.0,0
?,0.0,18.1,0.584,5.837000000000001,?,19.976,24.0,666.0,20.2,?,15.69,0.0,1
?,0.0,18.1,0.7,5.52,100.0,?,?,?,20.2,?,?,0.0,1
?,0.0,?,?,?,100.0,?,?,?,?,?,?,?,0
0.04462,25.0,4.86,?,?,70.4,54.007,4.0,?,19.0,?,?,0.0,0
?,0.0,18.1,0.77,5.803,89.0,19.047,24.0,?,?,?,14.64,?,1
?,0.0,?,0.624,5.019,100.0,?,?,437.0,21.2,396.9,34.41,0.0,1
0.02187,?,?,?,6.8,9.9,62.196000000000005,?,?,15.6,393.37,5.03,?,0
?,0.0,?,0.624,?,93.5,?,4.0,437.0,21.2,378.25,?,0.0,1
?,?,18.1,0.718,?,100.0,?,24.0,?,20.2,?,?,0.0,1
?,?,?,0.6679999999999999,?,100.0,?,24.0,?,20.2,?,37.97,0.0,1
?,?,1.22,0.40299999999999997,7.249,?,86.96600000000001,?,226.0,17.9,395.93,?,0.0,0
?,0.0,4.05,?,5.859,?,?,5.0,296.0,16.6,?,?,?,0
?,0.0,?,?,?,?,?,?,?,?,?,?,0.0,1
?,?,10.81,0.413,6.245,6.2,?,4.0,?,?,?,7.54,0.0,0
31.636,?,18.1,0.655,?,?,?,?,666.0,?,334.4,?,?,1
0.54452,?,21.89,0.624,6.151,97.9,16.687,?,437.0,21.2,396.9,?,0.0,1
?,0.0,21.89,0.624,?,97.9,?,?,?,?,385.76,?,?,0
?,?,?,0.624,6.335,?,?,?,437.0,21.2,394.67,?,0.0,1
0.07013,0.0,?,?,?,?,?,5.0,276.0,?,?,?,0.0,0
?,0.0,8.14,0.5379999999999999,5.813,?,4.6819999999999995,?,?,?,?,?,?,1
933.8889999999999,0.0,18.1,?,?,?,?,24.0,?,?,60.72,24.08,0.0,1
0.03537,34.0,?,?,6.59,?,?,?,329.0,16.1,?,9.5,?,1
0.12802,?,8.56,?,6.474,97.1,24.329,?,?,20.9,395.24,?,0.0,1
0.17331,0.0,?,0.585,5.707000000000001,54.0,?,6.0,?,?,?,?,?,1
0.3494,0.0,?,?,5.972,?,?,4.0,304.0,18.4,396.24,?,0.0,1
996.654,0.0,18.1,0.74,6.485,100.0,?,?,666.0,20.2,?,18.85,0.0,1
?,?,?,0.624,6.3260000000000005,?,2.271,?,437.0,21.2,?,?,0.0,1
?,0.0,19.58,?,?,95.7,14.607999999999999,5.0,?,14.7,391.71,?,?,1
0.05561,70.0,?,0.4,?,10.0,78.278,?,?,?,?,?,?,0
0.88125,?,21.89,0.624,?,?,?,?,?,21.2,396.9,?,?,1
?,80.0,1.52,?,7.287000000000001,34.1,?,2.0,329.0,?,396.9,4.08,0.0,0
0.5405,20.0,3.97,?,7.47,?,2.872,?,?,13.0,390.3,?,?,0
566.637,?,18.1,?,6.218999999999999,100.0,?,?,666.0,20.2,395.69,16.59,0.0,1
0.14231,0.0,?,?,?,84.2,22.565,6.0,?,17.8,388.74,?,?,1
?,?,?,?,?,18.5,61.898999999999994,6.0,300.0,?,?,6.36,?,0
18.811,?,18.1,?,?,?,?,24.0,?,?,28.79,34.37,0.0,1
?,?,?,?,5.0,89.5,?,?,666.0,20.2,396.9,?,0.0,1
?,0.0,?,?,6.5520000000000005,21.4,33.751,?,307.0,17.4,380.34,3.76,0.0,0
?,0.0,8.56,0.52,5.836,91.9,?,?,?,?,?,18.66,?,1
0.08387,0.0,12.83,0.43700000000000006,?,36.6,?,5.0,?,18.7,396.06,?,0.0,1
0.1415,0.0,6.91,0.44799999999999995,6.169,?,57.208999999999996,3.0,?,17.9,383.37,?,?,0
982.3489999999999,?,?,0.6709999999999999,6.794,?,1.358,?,666.0,?,396.9,21.24,0.0,1
0.01096,?,2.25,?,6.452999999999999,31.9,?,1.0,300.0,?,394.72,8.23,0.0,1
?,0.0,8.14,?,?,61.8,?,4.0,307.0,21.0,396.9,?,?,1
?,22.0,?,0.431,?,8.9,73.967,?,330.0,19.1,377.07,3.59,0.0,0
0.015009999999999999,?,2.01,0.435,?,29.7,8.344,?,280.0,17.0,390.94,5.99,0.0,0
143.33700000000002,0.0,18.1,0.7,?,100.0,?,24.0,?,20.2,?,?,?,1
?,22.0,?,?,?,6.8,?,7.0,330.0,19.1,?,?,?,0
0.027630000000000002,75.0,2.95,0.428,?,21.8,?,3.0,?,?,395.63,?,0.0,0
?,0.0,?,0.605,?,98.2,?,5.0,?,?,?,?,1.0,0
?,?,6.91,?,6.069,40.0,?,?,233.0,17.9,389.39,?,0.0,1
481.213,0.0,18.1,0.713,6.7010000000000005,90.0,25.975,?,666.0,20.2,?,16.42,0.0,1
849.2130000000001,0.0,18.1,?,?,?,20.526999999999997,24.0,?,?,?,?,0.0,1
0.57834,20.0,3.97,?,?,?,24.215999999999998,5.0,?,13.0,?,?,?,0
0.06151,?,?,0.515,5.968,58.5,48.122,?,?,?,396.9,9.29,0.0,1
0.07503,33.0,2.18,0.47200000000000003,?,?,30.991999999999997,7.0,?,18.4,396.9,6.47,0.0,0
?,0.0,?,0.469,?,78.9,?,?,?,?,?,?,0.0,1
679.2080000000001,0.0,18.1,0.693,?,100.0,?,?,666.0,20.2,?,22.98,0.0,1
?,0.0,3.24,0.46,?,17.2,52.146,4.0,?,16.9,?,?,?,0
?,?,8.14,?,5.965,89.2,40.123000000000005,4.0,?,21.0,392.53,?,?,1
?,0.0,12.83,0.43700000000000006,?,?,?,?,?,?,394.92,?,0.0,0
180.028,?,19.58,0.605,5.877000000000001,?,24.259,5.0,?,?,227.61,12.14,0.0,0
?,0.0,?,0.544,6.266,?,32.628,4.0,304.0,?,393.39,?,0.0,1
?,?,?,?,6.982,17.7,?,7.0,329.0,?,?,4.86,?,0
0.1676,0.0,?,0.493,6.426,?,45.403999999999996,5.0,287.0,19.6,396.9,?,?,0
0.10153,0.0,12.83,0.43700000000000006,?,74.5,40.522,5.0,398.0,18.7,373.66,11.97,0.0,1
0.03466,35.0,?,?,?,23.3,66.407,1.0,?,16.9,362.25,7.83,0.0,1
?,?,6.41,0.447,?,32.1,?,4.0,?,17.6,?,7.19,?,0
?,0.0,9.69,0.585,?,?,27.986,6.0,391.0,19.2,?,?,?,0
?,?,18.1,?,?,?,19.096,?,?,20.2,7.68,?,0.0,1
889.762,?,?,0.6709999999999999,6.968,?,14.165,?,?,20.2,?,?,0.0,1
0.01709,90.0,?,?,6.728,36.1,?,?,?,17.0,384.46,4.5,0.0,0
0.02543,55.0,?,?,6.696000000000001,?,?,5.0,370.0,17.6,396.9,?,0.0,0
?,0.0,?,?,?,?,?,?,307.0,21.0,?,22.6,?,1
0.7842,?,?,0.5379999999999999,?,81.7,42.57899999999999,?,?,21.0,386.75,?,?,1
?,0.0,?,0.52,?,?,21.069000000000003,5.0,?,?,?,?,0.0,1
0.04203,?,?,?,6.442,?,36.659,?,?,18.2,395.01,?,?,0
233.09900000000002,?,?,?,?,?,?,?,403.0,14.7,?,?,?,1
?,?,?,?,7.52,89.4,21.398000000000003,5.0,?,13.0,388.37,?,0.0,0
?,80.0,3.37,?,6.29,17.8,66.115,4.0,337.0,?,?,?,0.0,0
0.22211999999999998,0.0,?,?,?,?,?,?,432.0,17.8,?,17.09,?,1
?,0.0,18.1,?,6.209,65.4,29.634,24.0,666.0,20.2,?,13.22,0.0,1
?,?,?,0.871,?,?,14.190999999999999,?,403.0,?,172.91,?,0.0,1
0.22438000000000002,0.0,9.69,?,6.027,?,24.982,?,?,19.2,396.9,14.33,0.0,1
0.40771,?,?,?,?,91.3,?,8.0,307.0,17.4,?,?,1.0,1
0.57529,0.0,6.2,?,8.337,?,?,?,307.0,?,?,?,?,0
0.05789,?,6.07,?,?,21.4,?,?,?,18.9,396.21,8.1,?,1
?,?,21.89,0.624,6.454,?,18.498,?,?,?,?,?,?,1
0.0837,?,?,?,?,?,?,5.0,398.0,15.2,?,5.39,?,0
696.215,?,18.1,?,5.712999999999999,?,?,?,666.0,?,394.43,?,?,1
?,?,?,0.77,6.395,91.0,?,24.0,?,?,?,?,?,1
?,?,5.32,?,?,45.6,73.172,6.0,293.0,16.6,396.9,7.6,0.0,1
?,?,?,0.74,6.152,100.0,?,?,666.0,?,?,?,?,1
0.05644,?,?,0.447,?,?,?,?,254.0,17.6,396.9,3.53,?,0
0.26363000000000003,?,8.56,0.52,?,91.2,?,?,?,20.9,391.23,?,?,1
?,0.0,3.41,?,?,?,?,?,270.0,17.8,393.55,?,0.0,1
0.04294,?,15.04,?,?,77.3,3.615,?,270.0,18.2,?,10.59,?,1
0.06588,0.0,?,0.488,7.765,83.3,?,?,193.0,17.8,?,7.56,0.0,0
932.909,?,18.1,?,?,98.7,?,?,666.0,?,396.9,18.13,0.0,1
815.174,?,?,?,5.39,98.9,?,24.0,?,?,396.9,?,?,1
?,?,?,0.489,5.404,?,3.665,4.0,?,18.6,395.24,23.98,?,1
16.566,0.0,?,0.871,6.122000000000001,97.3,1.618,?,?,14.7,372.8,?,0.0,1
0.15098,0.0,?,?,?,?,?,?,432.0,?,394.51,?,0.0,1
?,?,19.58,?,6.943,?,18.773,?,403.0,?,363.43,4.59,?,0
?,?,?,?,?,?,6.932,?,?,19.7,396.9,9.22,?,1
