CRIM,ZN,INDUS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,CHAS,outcome
?,?,1.47,?,?,13.9,76.53399999999999,3.0,402.0,17.0,?,4.45,0.0,0
0.06076,0.0,11.93,0.573,6.976,?,21.675,?,273.0,21.0,396.9,5.64,0.0,0
939.063,0.0,18.1,0.74,5.627000000000001,?,18.172,24.0,666.0,20.2,396.9,22.88,0.0,1
511.358,0.0,18.1,0.597,5.757000000000001,100.0,?,24.0,?,20.2,2.6,?,0.0,1
487.14099999999996,0.0,18.1,0.614,6.484,93.6,23.053,24.0,?,20.2,396.21,?,0.0,1
?,0.0,7.38,0.493,?,?,54.159,5.0,287.0,19.6,396.9,?,0.0,1
0.10659,80.0,1.91,?,?,19.5,105.85700000000001,4.0,?,22.0,376.04,5.57,0.0,1
?,0.0,?,?,?,86.3,?,2.0,270.0,17.8,?,5.5,?,0
0.28955,0.0,10.59,0.489,5.412000000000001,9.8,35.875,?,277.0,18.6,348.93,29.55,?,0
0.07151,0.0,?,0.449,?,56.8,37.476,?,247.0,18.5,395.15,8.44,?,1
434.879,0.0,?,0.58,6.167000000000001,84.0,30.334,?,666.0,20.2,396.9,?,0.0,1
250.46099999999998,?,18.1,?,5.987,?,15.888,24.0,666.0,20.2,?,?,0.0,1
0.09068,?,3.44,0.43700000000000006,6.9510000000000005,21.5,64.798,5.0,?,?,377.68,5.1,0.0,0
120.48200000000001,0.0,?,0.614,5.648,?,19.512,?,666.0,20.2,291.55,14.1,0.0,1
0.0315,95.0,1.47,0.40299999999999997,6.975,15.3,76.53399999999999,3.0,402.0,17.0,396.9,?,?,0
0.08664,45.0,3.44,?,7.178,26.3,?,5.0,398.0,15.2,390.49,?,0.0,0
0.32982,0.0,21.89,0.624,5.822,95.4,24.699,4.0,437.0,21.2,?,15.03,?,1
0.49298000000000003,0.0,9.9,0.544,6.635,82.5,33.175,4.0,?,18.4,396.9,4.54,0.0,0
286.558,?,18.1,0.597,5.155,?,?,24.0,?,20.2,210.97,?,0.0,1
?,?,?,?,6.144,62.2,25.979,?,?,?,?,9.45,0.0,0
?,25.0,5.13,0.45299999999999996,6.456,67.8,72.255,8.0,284.0,19.7,396.9,?,0.0,1
?,?,4.05,0.51,6.546,33.1,31.323,5.0,296.0,?,390.96,5.33,?,0
?,?,18.1,0.532,6.242000000000001,64.7,34.242,24.0,666.0,?,396.9,10.74,0.0,0
?,?,19.58,0.605,7.928999999999999,96.2,20.459,5.0,?,14.7,369.3,3.7,0.0,0
0.17171,25.0,?,0.45299999999999996,5.966,93.4,?,8.0,?,19.7,?,14.44,0.0,1
?,20.0,6.96,0.46399999999999997,7.691,51.8,43.665,?,223.0,?,390.77,6.58,1.0,0
248.017,?,18.1,0.693,5.349,96.0,17.028,24.0,666.0,20.2,396.9,?,0.0,1
?,?,3.97,0.647,5.56,62.8,19.865,5.0,264.0,13.0,392.4,?,0.0,0
?,0.0,5.96,0.499,5.841,?,33.779,?,?,19.2,377.56,11.41,0.0,1
0.09849,0.0,25.65,0.581,?,95.8,20.063,?,188.0,?,379.38,17.58,0.0,1
0.12816,12.5,6.07,0.409,5.885,?,6.497999999999999,?,345.0,18.9,396.9,8.79,0.0,1
0.20608,22.0,5.86,?,5.593,?,79.54899999999999,?,330.0,?,372.49,12.5,?,1
570.818,0.0,18.1,0.532,?,?,33.317,24.0,?,20.2,393.07,7.74,?,0
0.12744,0.0,?,0.44799999999999995,?,2.9,57.208999999999996,3.0,233.0,17.9,385.41,?,0.0,0
0.09252,30.0,4.93,0.428,6.606,42.2,61.898999999999994,?,?,16.6,383.78,7.37,?,0
?,0.0,4.49,0.449,6.388999999999999,48.0,?,3.0,247.0,18.5,396.9,9.62,0.0,0
0.15445,25.0,?,0.45299999999999996,?,?,78.148,?,284.0,?,390.68,6.86,0.0,0
0.17134000000000002,0.0,10.01,0.547,5.928,88.2,24.631,6.0,432.0,?,344.91,15.76,?,1
?,0.0,8.14,?,5.456,36.6,?,?,307.0,21.0,288.99,?,0.0,1
0.0578,?,2.46,0.488,6.98,58.4,2.8289999999999997,?,193.0,?,396.9,?,?,0
?,0.0,18.1,0.74,5.935,87.9,18.206,?,666.0,?,68.95,34.02,0.0,1
214.918,0.0,19.58,0.871,5.709,?,16.232,5.0,?,14.7,?,15.79,?,1
?,0.0,18.1,0.693,5.8870000000000005,?,17.820999999999998,24.0,666.0,20.2,396.9,?,0.0,1
92.323,0.0,18.1,0.631,?,100.0,11.690999999999999,24.0,666.0,20.2,?,9.53,0.0,0
573.116,0.0,18.1,?,7.061,77.0,34.106,24.0,666.0,20.2,395.28,7.01,0.0,0
0.9761700000000001,?,?,?,?,98.4,2.346,?,437.0,21.2,262.76,17.31,0.0,1
0.043789999999999996,80.0,?,0.39799999999999996,5.787000000000001,31.1,?,4.0,337.0,16.1,?,?,0.0,1
0.9884299999999999,0.0,8.14,0.5379999999999999,5.813,100.0,40.952,4.0,?,21.0,?,19.88,0.0,1
0.04297,52.5,5.32,0.405,6.565,22.9,?,6.0,293.0,16.6,371.72,9.51,0.0,0
0.52693,0.0,6.2,0.504,8.725,83.0,28.944000000000003,8.0,307.0,17.4,382.0,4.63,?,0
0.09103,?,2.46,0.488,7.155,?,27.006,3.0,193.0,?,394.12,4.82,?,0
0.26838,?,9.69,0.585,5.794,70.6,28.927,6.0,?,?,396.9,14.1,0.0,1
?,0.0,25.65,0.581,5.856,97.0,19.444000000000003,2.0,?,19.1,?,25.41,?,1
0.62356,0.0,?,0.507,6.879,?,32.721,8.0,307.0,?,390.39,?,?,0
0.52058,?,6.2,0.507,?,76.5,4.148,8.0,?,17.4,388.45,9.54,1.0,0
?,0.0,27.74,0.609,5.093,98.0,18.226,?,711.0,20.1,?,29.68,0.0,1
0.0456,0.0,13.89,?,5.888,56.0,31.121,?,276.0,16.4,392.8,?,1.0,0
115.17200000000001,0.0,?,0.5379999999999999,5.7010000000000005,95.0,37.872,4.0,?,21.0,358.77,18.35,0.0,1
0.61154,20.0,3.97,0.647,?,86.9,1.801,5.0,264.0,13.0,389.7,5.12,0.0,0
826.725,0.0,?,0.6679999999999999,5.875,89.6,11.296,24.0,666.0,20.2,347.88,8.88,1.0,0
740.3889999999999,0.0,18.1,0.597,5.617000000000001,97.9,14.547,?,666.0,?,?,?,0.0,1
0.12204000000000001,?,2.89,0.445,6.625,?,34.952,2.0,276.0,18.0,357.98,6.65,?,0
0.08829,12.5,7.87,0.524,6.0120000000000005,66.6,55.605,5.0,?,15.2,?,12.43,0.0,0
0.17004,12.5,?,0.524,6.004,85.9,65.921,5.0,311.0,15.2,?,?,0.0,1
149.632,0.0,?,0.871,5.404,100.0,15.915999999999999,5.0,?,14.7,341.6,13.28,0.0,1
0.13158,0.0,?,0.547,?,?,?,6.0,?,17.8,?,12.04,0.0,1
0.0187,85.0,4.15,0.429,6.516,27.7,85.353,4.0,351.0,17.9,392.43,?,0.0,0
377.49800000000005,0.0,18.1,?,5.952000000000001,84.7,28.715,24.0,666.0,20.2,22.01,17.15,?,1
0.537,0.0,6.2,0.504,5.981,68.1,36.715,8.0,307.0,?,?,11.65,0.0,0
143.33700000000002,?,18.1,0.614,6.229,88.0,?,24.0,666.0,?,?,13.11,?,1
0.14866,0.0,8.56,0.52,6.727,79.9,?,5.0,384.0,20.9,394.76,?,0.0,0
0.06162,0.0,4.39,?,?,52.3,?,?,?,18.8,364.61,12.67,0.0,1
0.19133,22.0,?,?,5.605,70.2,?,?,?,19.1,389.13,18.46,0.0,1
112.65799999999999,0.0,19.58,?,5.012,88.0,16.102,5.0,403.0,?,343.28,12.12,1.0,1
415.292,?,18.1,0.693,5.531000000000001,85.4,16.074,24.0,666.0,20.2,329.46,27.38,0.0,1
15.288,0.0,18.1,0.6709999999999999,6.649,93.3,?,?,666.0,20.2,?,23.24,0.0,1
?,?,5.86,?,6.718,?,?,7.0,330.0,?,393.74,6.56,0.0,0
0.07875,45.0,3.44,?,6.782,41.1,37.885999999999996,?,?,15.2,393.87,6.68,?,0
0.03768,80.0,1.52,0.40399999999999997,?,38.3,?,?,329.0,12.6,392.2,6.62,0.0,0
0.03659,?,?,0.426,6.3020000000000005,32.2,54.007,4.0,281.0,19.0,396.9,6.72,0.0,0
125.179,?,8.14,?,5.57,98.1,37.979,4.0,307.0,21.0,?,?,?,1
135.222,0.0,18.1,?,?,100.0,15.106,?,666.0,20.2,131.42,13.33,0.0,0
0.04981,21.0,5.64,0.439,5.997999999999999,21.4,68.14699999999999,4.0,?,16.8,396.9,8.43,0.0,0
0.36894,22.0,5.86,?,8.259,8.4,89.06700000000001,?,330.0,?,?,3.54,0.0,0
?,?,6.2,?,6.9510000000000005,88.5,?,8.0,307.0,17.4,391.7,9.71,1.0,0
?,0.0,9.69,0.585,5.39,72.9,27.986,?,391.0,19.2,?,21.14,?,1
0.22926999999999997,0.0,6.91,0.44799999999999995,6.03,?,?,?,?,17.9,?,?,0.0,1
0.01432,100.0,?,?,6.816,40.5,83.24799999999999,?,256.0,15.1,?,3.95,0.0,0
0.25915,0.0,21.89,0.624,?,96.0,17.883,4.0,?,?,392.11,17.19,0.0,1
0.13587,0.0,10.59,0.489,6.064,59.1,42.391999999999996,4.0,277.0,?,381.32,14.66,1.0,0
?,?,25.65,0.581,?,92.9,20.869,2.0,?,19.1,?,17.93,0.0,1
?,0.0,8.14,0.5379999999999999,5.727,69.5,37.965,?,307.0,?,390.95,?,?,1
?,?,25.65,0.581,5.87,69.7,22.576999999999998,2.0,188.0,19.1,389.15,14.37,0.0,1
128.023,0.0,18.1,0.74,5.854,?,?,?,?,20.2,240.52,?,0.0,1
?,0.0,9.9,0.544,?,52.8,26.403000000000002,4.0,?,18.4,396.9,5.98,?,1
0.16211,20.0,?,?,?,16.3,4.428999999999999,3.0,223.0,18.6,396.9,?,0.0,0
?,0.0,18.1,0.713,6.749,92.6,23.236,24.0,666.0,20.2,0.32,17.44,0.0,1
?,0.0,2.89,0.445,?,62.5,?,2.0,?,18.0,396.9,6.19,0.0,0
0.9557700000000001,0.0,8.14,0.5379999999999999,6.047000000000001,88.8,44.534,?,307.0,?,306.38,17.28,?,1
?,80.0,4.95,?,6.861000000000001,?,51.167,4.0,245.0,?,396.9,3.33,0.0,0
0.037380000000000004,0.0,5.19,?,6.31,?,?,5.0,?,20.2,389.4,6.75,0.0,1
111.604,0.0,18.1,0.74,6.629,94.6,21.247,24.0,666.0,20.2,109.85,?,0.0,1
0.10008,0.0,2.46,0.488,6.563,?,2.847,?,193.0,17.8,?,5.68,0.0,0
?,0.0,25.65,0.581,5.986000000000001,88.4,19.929000000000002,2.0,188.0,19.1,385.02,14.81,0.0,1
0.19802,?,10.59,0.489,6.182,?,?,4.0,277.0,18.6,393.63,?,0.0,0
?,0.0,5.19,?,5.895,?,?,?,224.0,20.2,394.81,?,0.0,1
123.24700000000001,?,8.14,?,?,91.7,39.769,?,307.0,21.0,?,18.72,0.0,1
0.55007,?,3.97,0.647,?,91.6,?,?,?,?,?,?,0.0,0
0.11747,?,7.87,?,6.0089999999999995,?,62.266999999999996,5.0,311.0,?,396.9,13.27,0.0,1
?,0.0,6.2,0.507,8.247,70.4,36.519,8.0,?,?,378.95,?,0.0,0
?,0.0,?,?,6.405,?,27.147,5.0,?,20.9,70.8,10.63,?,1
0.03551,25.0,4.86,0.426,?,46.7,54.007,4.0,?,19.0,390.64,7.51,0.0,0
180.84599999999998,0.0,18.1,?,6.434,100.0,?,24.0,?,?,27.25,29.05,?,1
?,0.0,7.38,0.493,?,?,47.211000000000006,5.0,287.0,19.6,391.13,11.74,0.0,1
?,40.0,6.41,?,?,27.6,?,4.0,254.0,17.6,393.45,4.16,1.0,0
457.461,0.0,?,0.693,?,100.0,16.582,?,?,20.2,88.27,?,0.0,1
0.03961,0.0,?,?,6.037000000000001,34.5,59.853,5.0,?,20.2,?,8.01,?,1
0.14932,25.0,5.13,0.45299999999999996,5.7410000000000005,66.2,72.25399999999999,8.0,284.0,19.7,395.11,13.15,0.0,1
0.13117,0.0,8.56,0.52,6.127000000000001,85.2,21.224,5.0,384.0,?,387.69,14.09,0.0,1
155.757,0.0,18.1,0.58,5.926,71.0,29.084,24.0,666.0,20.2,368.74,?,0.0,1
150.234,?,18.1,0.614,5.303999999999999,97.3,21.006999999999998,24.0,666.0,20.2,?,24.91,0.0,1
0.015380000000000001,90.0,3.75,?,7.454,34.2,63.361000000000004,3.0,244.0,15.9,386.34,3.11,?,0
?,0.0,18.1,0.74,6.341,?,2.072,24.0,666.0,20.2,318.01,17.79,0.0,1
483.56699999999995,0.0,18.1,0.583,5.905,53.2,31.523000000000003,?,666.0,?,388.22,11.45,0.0,1
?,0.0,3.41,0.489,6.417000000000001,66.1,30.923000000000002,2.0,270.0,17.8,392.18,8.81,?,0
?,0.0,18.1,?,?,?,19.976,24.0,666.0,20.2,24.65,15.69,0.0,1
799.248,0.0,?,0.7,5.52,100.0,15.331,24.0,666.0,?,396.9,24.56,0.0,1
144.38299999999998,?,18.1,0.597,?,100.0,?,?,666.0,20.2,179.36,19.78,?,0
0.04462,25.0,?,0.426,6.619,70.4,?,4.0,281.0,19.0,?,?,0.0,0
422.23900000000003,0.0,?,0.77,?,89.0,19.047,?,?,20.2,353.04,14.64,1.0,1
162.864,?,21.89,0.624,5.019,100.0,14.394,4.0,437.0,21.2,396.9,34.41,0.0,1
0.02187,60.0,2.93,0.401,?,9.9,62.196000000000005,1.0,265.0,?,393.37,5.03,0.0,0
0.32264,0.0,21.89,0.624,?,93.5,19.669,4.0,437.0,?,?,?,0.0,1
110.874,0.0,18.1,?,6.4110000000000005,?,18.589000000000002,?,666.0,20.2,?,15.02,0.0,1
184.982,0.0,18.1,?,4.138,100.0,?,?,666.0,?,396.9,?,0.0,1
0.01311,90.0,1.22,0.40299999999999997,?,21.9,86.96600000000001,5.0,226.0,?,395.93,4.81,0.0,0
?,0.0,?,0.51,5.859,68.7,27.019000000000002,5.0,296.0,16.6,393.23,?,?,0
168.118,0.0,?,0.7,5.277,98.1,14.261,24.0,666.0,?,396.9,30.81,?,1
0.19539,0.0,10.81,?,?,6.2,52.873000000000005,4.0,305.0,19.2,377.17,7.54,0.0,0
31.636,0.0,18.1,0.655,5.7589999999999995,?,?,24.0,?,20.2,334.4,14.13,?,1
?,0.0,21.89,0.624,6.151,97.9,?,4.0,437.0,21.2,396.9,?,0.0,1
0.59005,0.0,21.89,?,6.372000000000001,?,23.274,4.0,437.0,21.2,385.76,11.12,?,0
0.55778,0.0,21.89,0.624,6.335,98.2,21.107,4.0,437.0,21.2,394.67,16.96,0.0,1
?,0.0,13.89,0.55,?,85.1,?,5.0,?,?,392.78,9.69,0.0,0
0.67191,0.0,8.14,?,?,90.3,4.6819999999999995,4.0,307.0,?,376.88,14.81,0.0,1
933.8889999999999,0.0,18.1,0.679,?,?,19.682000000000002,24.0,666.0,20.2,60.72,24.08,0.0,1
0.03537,34.0,?,0.433,6.59,?,54.917,?,?,16.1,395.75,9.5,?,1
?,0.0,?,?,?,97.1,24.329,5.0,384.0,20.9,?,12.27,?,1
?,0.0,9.69,0.585,5.707000000000001,54.0,23.816999999999997,6.0,391.0,19.2,396.9,?,0.0,1
0.3494,?,9.9,0.544,5.972,?,?,4.0,304.0,?,396.24,?,0.0,1
?,0.0,18.1,0.74,6.485,?,19.784000000000002,24.0,?,?,386.73,18.85,0.0,1
119.294,0.0,21.89,?,?,97.7,2.271,4.0,437.0,21.2,?,12.26,0.0,1
236.862,0.0,?,?,4.926,95.7,?,5.0,?,14.7,?,29.53,0.0,1
0.05561,70.0,2.24,0.4,7.041,10.0,78.278,5.0,358.0,14.8,371.58,4.74,0.0,0
?,?,21.89,0.624,5.6370000000000005,94.7,19.799,4.0,?,21.2,396.9,?,?,1
?,80.0,?,0.40399999999999997,7.287000000000001,34.1,7.309,2.0,329.0,12.6,?,4.08,0.0,0
0.5405,20.0,3.97,?,7.47,?,2.872,?,?,?,390.3,3.16,0.0,0
566.637,0.0,?,?,?,100.0,20.048,?,666.0,20.2,395.69,16.59,0.0,1
?,0.0,10.01,0.547,?,84.2,22.565,?,432.0,?,388.74,10.45,0.0,1
0.08244,30.0,4.93,?,6.481,?,61.898999999999994,6.0,300.0,16.6,379.41,6.36,0.0,0
18.811,0.0,18.1,0.597,?,100.0,?,24.0,666.0,?,?,?,0.0,1
225.97099999999998,0.0,18.1,0.7,5.0,?,15.184000000000001,24.0,666.0,20.2,396.9,?,0.0,1
0.44178,0.0,6.2,?,6.5520000000000005,21.4,?,8.0,?,17.4,?,3.76,0.0,0
0.1712,?,8.56,0.52,5.836,91.9,?,5.0,384.0,20.9,395.67,18.66,0.0,1
0.08387,0.0,?,0.43700000000000006,5.874,36.6,?,5.0,398.0,18.7,396.06,9.1,0.0,1
?,0.0,?,0.44799999999999995,6.169,6.6,57.208999999999996,3.0,?,17.9,383.37,5.81,0.0,0
982.3489999999999,0.0,18.1,0.6709999999999999,6.794,?,?,24.0,666.0,20.2,396.9,21.24,?,1
0.01096,55.0,?,0.389,6.452999999999999,31.9,?,1.0,300.0,15.3,?,8.23,0.0,1
0.62976,0.0,?,0.5379999999999999,?,?,47.075,?,?,21.0,?,8.26,?,1
?,22.0,5.86,?,6.438,8.9,73.967,7.0,?,19.1,377.07,3.59,?,0
0.015009999999999999,80.0,?,0.435,6.635,29.7,?,4.0,280.0,?,390.94,5.99,?,0
143.33700000000002,?,18.1,0.7,4.88,?,15.895,?,?,?,372.92,30.62,?,1
0.08221,22.0,?,0.431,6.957000000000001,6.8,89.06700000000001,7.0,330.0,19.1,?,3.53,0.0,0
?,75.0,2.95,0.428,6.595,21.8,54.011,?,252.0,18.3,395.63,4.32,0.0,0
183.377,0.0,19.58,?,7.8020000000000005,98.2,20.407,5.0,403.0,?,389.61,1.92,1.0,0
0.12269000000000001,0.0,6.91,?,?,40.0,57.208999999999996,3.0,233.0,17.9,389.39,9.55,0.0,1
?,0.0,?,0.713,6.7010000000000005,?,?,24.0,666.0,20.2,?,16.42,?,1
?,0.0,18.1,?,6.348,?,?,24.0,666.0,?,83.45,?,0.0,1
0.57834,20.0,3.97,0.575,8.297,67.0,24.215999999999998,?,?,13.0,?,7.44,?,0
0.06151,0.0,5.19,?,5.968,58.5,48.122,5.0,224.0,20.2,396.9,?,0.0,1
?,?,2.18,0.47200000000000003,7.42,71.9,30.991999999999997,7.0,222.0,18.4,?,?,0.0,0
0.02731,?,?,0.469,6.421,78.9,49.67100000000001,2.0,?,17.8,396.9,?,?,1
679.2080000000001,0.0,18.1,0.693,5.683,100.0,14.254000000000001,?,666.0,?,384.97,22.98,0.0,1
?,0.0,3.24,0.46,6.332999999999999,?,52.146,4.0,430.0,16.9,375.21,7.34,?,0
?,0.0,8.14,0.5379999999999999,5.965,?,?,?,?,21.0,392.53,13.83,0.0,1
0.07896,?,12.83,0.43700000000000006,6.273,6.0,42.515,5.0,398.0,18.7,?,6.78,?,0
180.028,0.0,?,0.605,5.877000000000001,?,24.259,5.0,403.0,14.7,227.61,12.14,0.0,0
0.26938,0.0,9.9,0.544,6.266,82.8,?,4.0,304.0,18.4,393.39,7.9,0.0,1
?,?,6.09,?,?,17.7,54.917,7.0,?,16.1,390.43,4.86,0.0,0
0.1676,?,7.38,0.493,6.426,52.3,45.403999999999996,5.0,287.0,19.6,396.9,7.2,0.0,0
?,0.0,12.83,0.43700000000000006,?,74.5,?,5.0,398.0,18.7,373.66,?,0.0,1
0.03466,35.0,6.06,0.4379,6.031000000000001,?,66.407,1.0,304.0,16.9,362.25,?,0.0,1
?,40.0,6.41,0.447,6.482,32.1,41.403,?,254.0,17.6,396.9,7.19,0.0,0
0.17899,0.0,9.69,0.585,?,28.8,27.986,6.0,391.0,?,?,17.6,0.0,0
158.60299999999998,0.0,18.1,0.679,5.896,?,19.096,24.0,666.0,20.2,7.68,?,?,1
889.762,0.0,?,0.6709999999999999,6.968,?,14.165,24.0,666.0,20.2,396.9,17.21,0.0,1
0.01709,?,2.02,?,6.728,36.1,121.265,5.0,187.0,?,?,4.5,0.0,0
0.02543,55.0,3.78,0.484,6.696000000000001,56.4,57.321000000000005,?,370.0,?,396.9,7.18,?,0
113.081,0.0,8.14,0.5379999999999999,?,94.1,4.2330000000000005,4.0,307.0,?,?,22.6,0.0,1
0.7842,0.0,?,0.5379999999999999,5.99,81.7,?,4.0,307.0,21.0,?,14.67,0.0,1
?,0.0,8.56,0.52,5.851,96.7,?,?,384.0,20.9,?,?,0.0,1
0.04203,28.0,15.04,0.46399999999999997,6.442,53.6,36.659,4.0,?,?,395.01,8.16,0.0,0
233.09900000000002,0.0,19.58,0.871,5.186,93.8,15.296,5.0,?,14.7,356.99,28.32,0.0,1
0.5341199999999999,20.0,?,?,7.52,89.4,21.398000000000003,5.0,?,13.0,388.37,?,?,0
0.03584,80.0,3.37,0.39799999999999996,6.29,17.8,?,4.0,337.0,16.1,396.9,?,0.0,0
?,?,10.01,0.547,?,?,2.548,?,?,17.8,396.9,?,?,1
783.932,0.0,?,0.655,6.209,65.4,29.634,24.0,666.0,20.2,396.9,13.22,0.0,1
?,0.0,19.58,0.871,6.13,100.0,14.190999999999999,5.0,403.0,?,172.91,27.8,0.0,1
0.22438000000000002,0.0,9.69,?,6.027,79.7,24.982,?,391.0,19.2,396.9,14.33,0.0,1
0.40771,0.0,6.2,?,6.164,?,?,8.0,?,17.4,395.24,21.46,1.0,1
0.57529,0.0,?,?,8.337,73.3,38.384,?,307.0,?,385.91,2.47,0.0,0
0.05789,12.5,?,0.409,5.877999999999999,21.4,6.497999999999999,4.0,345.0,18.9,?,?,?,1
0.35233000000000003,?,21.89,?,?,?,18.498,4.0,437.0,21.2,?,14.59,?,1
0.0837,45.0,?,0.43700000000000006,7.185,?,45.667,5.0,?,15.2,396.9,5.39,?,0
696.215,?,18.1,0.7,5.712999999999999,?,?,24.0,666.0,?,394.43,?,0.0,1
?,?,18.1,0.77,6.395,91.0,?,24.0,?,20.2,?,13.27,1.0,1
0.0459,?,5.32,?,6.315,?,?,6.0,?,16.6,?,7.6,0.0,1
?,0.0,18.1,0.74,6.152,100.0,19.142,24.0,?,20.2,9.32,26.45,0.0,1
?,40.0,6.41,0.447,6.757999999999999,32.9,40.775999999999996,4.0,254.0,?,396.9,3.53,?,0
0.26363000000000003,?,8.56,?,?,91.2,25.451,5.0,384.0,?,?,15.55,0.0,1
?,?,?,?,6.405,?,30.921,?,?,17.8,?,8.2,0.0,1
0.04294,?,15.04,0.46399999999999997,?,77.3,3.615,4.0,270.0,18.2,396.9,10.59,0.0,1
0.06588,0.0,2.46,?,7.765,83.3,?,3.0,193.0,17.8,?,7.56,0.0,0
?,0.0,18.1,0.713,?,?,22.616,24.0,666.0,?,396.9,18.13,0.0,1
815.174,0.0,18.1,?,5.39,98.9,17.281,24.0,?,20.2,396.9,20.85,0.0,1
0.37578,0.0,10.59,?,5.404,88.6,3.665,?,277.0,18.6,395.24,23.98,?,1
16.566,0.0,19.58,0.871,6.122000000000001,97.3,1.618,5.0,403.0,?,372.8,?,0.0,1
0.15098,0.0,?,0.547,?,82.6,27.474,?,432.0,?,394.51,10.3,0.0,1
122.35799999999999,0.0,?,?,6.943,97.4,18.773,?,403.0,?,363.43,4.59,0.0,0
?,25.0,5.13,0.45299999999999996,5.9270000000000005,47.2,6.932,8.0,284.0,19.7,396.9,9.22,0.0,1
