region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,outcome
?,?,?,?,?,0.555556,0.45542,0.944444,?,?,?,?,30.8889,?,-0.333333,16.3333,?,?,2.60401,0
?,?,9.0,0.0,?,?,?,?,?,?,50.6667,73.4444,51.0,?,?,-22.1111,?,0.317014,-2.10205,0
?,90.0,?,0.0,?,?,?,?,0.471405,10.037,7.555560000000002,?,7.555560000000002,?,?,?,15.0,?,?,0
34.0,?,9.0,0.0,0.0,?,0.172131,1.55555,?,?,60.6667,88.1111,62.3333,-29.1111,53.2222,-24.1111,?,?,-2.15499,0
?,36.0,?,0.0,?,0.444445,?,0.388889,0.327731,?,?,13.6667,5.11111,-8.77778,?,?,13.6667,?,?,0
32.0,?,9.0,0.0,0.0,?,?,2.27778,?,?,?,9.33333,17.3333,-7.111110000000001,-8.44444,15.5556,17.3333,?,2.04387,0
?,143.0,?,?,0.0,?,?,?,?,5.44444,6.77778,6.77778,2.77778,4.0,?,-8.0,?,?,?,1
6.0,?,9.0,?,0.0,1.88889,1.00741,?,?,19.0741,?,17.7778,?,?,?,?,24.3333,?,?,0
25.0,?,9.0,0.0,0.0,?,1.34577,?,?,?,42.7778,61.0,?,?,?,-19.1111,61.0,?,-2.07072,0
?,?,9.0,?,?,?,?,?,0.02963,1.96296,0.666667,4.88889,?,?,8.77778,?,?,0.940741,?,0
63.0,13.0,9.0,0.0,?,?,?,?,0.685187,?,?,148.889,?,-14.1111,?,-7.111110000000001,?,?,-2.27677,0
?,?,9.0,0.0,?,?,1.35185,0.8888889999999999,?,?,?,7.66667,1.66667,?,13.2222,?,7.66667,?,?,0
?,133.0,?,?,0.0,?,0.018519,0.222222,0.02963,0.481482,?,1.44444,0.0,-1.44444,2.88889,-1.44444,?,?,?,0
48.0,?,9.0,0.0,?,?,?,?,?,?,?,?,104.222,-21.7778,47.8889,-26.1111,128.889,0.19308,?,0
208.0,240.0,?,?,0.0,1.05556,?,2.44444,?,14.1481,?,?,18.5556,?,?,13.2222,18.5556,?,2.39249,0
4.0,?,?,?,?,?,1.81353,3.22222,?,?,15.5556,?,26.4444,-12.0,?,20.6667,26.4444,?,2.2051,0
?,?,9.0,?,?,?,?,0.277778,?,6.962960000000002,4.66667,?,?,-6.888889999999999,?,-5.88889,11.2222,?,?,0
3.0,?,9.0,0.0,0.0,0.444445,?,1.22222,0.118518,?,?,143.222,?,?,39.2222,?,?,0.15668,?,0
?,?,?,?,0.0,0.333333,?,0.555556,0.074074,?,6.33333,?,?,?,5.33333,-7.0,?,?,?,1
221.0,50.0,9.0,0.0,0.0,0.444445,?,?,?,122.074,109.889,?,?,-36.5556,53.1111,?,139.778,0.21380900000000005,?,0
229.0,147.0,?,?,0.111111,?,?,?,?,27.2963,20.8889,?,22.3333,?,?,?,?,0.457405,-2.17447,0
?,?,9.0,0.111111,?,0.666667,0.843274,?,?,3.40741,?,6.0,?,?,?,?,6.0,0.843518,?,0
108.0,138.0,?,0.0,0.0,0.277778,?,0.5,0.122222,3.18519,?,?,1.44444,?,10.4444,-5.22222,?,?,-2.08783,0
209.0,249.0,9.0,?,?,?,2.38519,2.88889,?,8.55556,8.0,?,?,-1.66667,?,?,?,?,1.91742,0
44.0,?,?,?,0.0,0.611111,?,?,?,?,102.667,132.333,106.556,-33.5556,?,?,132.333,?,?,0
22.0,?,9.0,?,0.0,?,?,?,?,?,?,?,?,-20.4444,42.8889,-22.4444,?,?,?,0
?,?,9.0,?,0.0,?,0.8692280000000001,2.22222,?,?,?,?,54.1111,-19.7778,42.2222,-22.4444,75.6667,?,-2.04874,0
?,187.0,9.0,0.0,0.0,1.77778,?,?,2.0221,54.7778,49.0,68.0,?,-17.3333,?,?,?,0.304126,?,0
112.0,30.0,9.0,0.0,?,?,?,?,?,?,100.778,130.111,108.889,-37.4444,?,?,130.111,?,-2.38531,0
?,136.0,9.0,0.0,0.0,0.333333,0.177778,0.388889,0.107407,?,0.111111,1.88889,0.111111,?,?,-1.77778,?,0.962963,?,0
225.0,91.0,9.0,?,?,?,?,0.666667,?,3.66667,?,?,1.88889,-7.66667,?,-5.33333,?,0.867813,?,0
217.0,77.0,?,?,?,?,?,1.66667,0.533333,40.2222,?,48.2222,?,-9.0,?,-15.0,?,?,-1.93207,0
52.0,?,9.0,0.111111,?,1.16667,0.25555700000000003,1.83333,?,?,?,?,107.0,?,43.6667,-21.6667,128.778,?,?,0
94.0,127.0,?,0.0,?,?,0.501849,0.777778,?,?,0.555556,5.55556,?,-6.555560000000002,8.44444,?,5.55556,0.915344,-2.4089400000000003,0
208.0,65.0,9.0,?,?,1.38889,1.23678,26.4444,25.5375,56.7037,?,64.4444,53.0,-12.1111,?,?,?,?,-1.97081,0
89.0,89.0,?,?,0.0,?,2.90741,2.94444,?,?,21.3333,27.7778,16.5556,-1.66667,?,?,?,?,-1.61137,1
145.0,33.0,9.0,0.0,0.0,?,0.272163,0.8888879999999999,0.620634,?,113.222,140.889,?,-34.0,?,?,?,?,-2.33354,0
?,201.0,?,?,0.0,?,?,0.944444,0.551852,7.77778,6.22222,?,?,?,-6.66667,?,11.5556,0.543201,1.9829900000000005,0
?,?,9.0,?,0.0,1.77778,?,?,4.1963,18.1852,?,17.1111,23.2222,?,-3.22222,15.1111,23.2222,0.389882,?,0
?,?,9.0,?,?,0.8888889999999999,0.6074069999999999,2.16667,1.98889,5.25926,1.55556,?,4.11111,-11.1111,14.5556,-3.44444,10.1111,?,-2.39666,0
?,?,9.0,0.0,0.111111,?,2.01568,?,?,?,?,68.0,?,?,39.4444,?,68.0,?,-2.03351,0
17.0,110.0,?,?,?,1.27778,1.26296,2.72222,?,3.96296,1.44444,6.44444,4.0,?,7.444439999999998,?,6.44444,0.806658,-2.61865,0
83.0,?,?,?,?,?,1.12963,1.94444,?,19.8519,20.0,?,14.8889,0.444444,14.4444,?,24.6667,?,?,1
108.0,111.0,?,?,?,?,0.16296300000000002,?,?,?,4.11111,?,1.77778,0.8888889999999999,?,-6.11111,5.55556,?,-1.43724,1
57.0,?,9.0,?,?,?,0.207407,?,0.062963,?,7.66667,7.444439999999998,?,?,?,?,8.0,?,?,1
209.0,191.0,?,?,0.111111,?,2.30378,?,?,48.2222,?,?,?,-13.0,31.3333,?,58.6667,?,-1.9649,0
108.0,?,?,0.0,0.0,7.055560000000002,4.36866,?,?,?,?,?,46.3333,?,41.5556,-20.7778,?,0.312927,-2.09193,0
?,240.0,9.0,0.111111,0.0,?,?,2.44444,?,14.1481,?,13.0,?,-9.77778,-3.44444,?,?,?,2.39249,0
142.0,?,?,0.0,?,1.11111,?,0.555555,?,28.7407,?,35.8889,25.7778,?,?,?,?,0.31548400000000004,-2.20267,0
?,235.0,?,0.0,0.0,1.38889,?,1.05556,0.490653,9.18519,6.77778,?,12.7778,-7.22222,-3.55556,10.7778,12.7778,0.482192,?,0
?,?,9.0,?,0.111111,2.22222,?,1.0,1.95556,?,1.88889,?,4.33333,?,?,-3.88889,10.6667,0.8297479999999999,-2.38395,0
?,181.0,?,0.0,0.0,1.0,?,2.05556,?,16.2963,?,?,?,?,-7.22222,15.4444,?,0.385555,?,0
134.0,?,9.0,?,0.0,?,?,?,?,59.3704,52.6667,74.1111,?,?,?,-24.1111,74.1111,?,?,0
72.0,111.0,9.0,?,?,?,?,0.944444,1.3963,?,?,3.55556,0.333333,-3.88889,6.77778,-2.88889,?,1.0,?,0
?,123.0,9.0,0.0,?,0.722222,0.8629629999999999,?,0.4185180000000001,?,?,?,0.444444,-2.88889,4.77778,?,2.66667,0.981482,?,0
140.0,116.0,9.0,0.0,0.0,?,?,?,?,22.1111,21.3333,28.1111,?,-2.33333,?,?,28.1111,0.398448,?,1
?,137.0,?,?,0.0,1.5,0.4777770000000001,8.44444,?,25.3333,?,36.5556,?,?,33.6667,-13.6667,36.5556,0.5025689999999999,?,0
174.0,50.0,9.0,0.0,0.0,1.0,?,?,0.952579,107.444,?,125.778,?,-38.3333,?,-16.6667,125.778,?,?,0
103.0,65.0,9.0,?,?,?,1.08355,?,?,?,53.7778,73.8889,?,-19.1111,41.2222,-22.1111,?,0.287045,?,0
?,152.0,9.0,?,0.0,?,?,?,?,25.037,19.6667,?,29.6667,?,?,13.8889,?,0.337989,?,0
?,112.0,?,0.0,0.0,2.38889,?,0.5,0.278887,23.7037,19.4444,32.3333,?,-12.7778,?,?,32.3333,?,?,0
237.0,?,?,?,0.0,1.0,0.311111,1.5,?,7.33333,5.33333,?,11.2222,-6.0,-5.66667,11.6667,11.2222,0.53582,?,0
140.0,?,?,?,?,0.666667,?,?,?,?,?,?,?,?,11.5556,-4.44444,?,0.8531989999999999,-2.23424,0
71.0,95.0,?,?,?,?,?,2.66667,?,?,?,15.4444,8.33333,?,17.7778,-3.55556,?,0.698902,-2.44501,0
91.0,19.0,9.0,0.0,?,?,?,?,0.7793640000000001,?,115.444,142.444,?,-33.6667,?,-13.6667,?,?,-2.35283,0
?,?,?,?,?,?,0.418519,1.16667,?,?,0.777778,?,2.55556,?,?,-3.44444,?,0.907407,?,0
?,128.0,?,0.0,?,0.5,0.077778,0.666667,0.311111,?,6.888889999999999,?,?,?,?,?,7.111110000000001,0.561508,?,1
?,140.0,?,?,?,?,?,?,?,3.22222,?,?,2.0,-1.66667,?,-3.66667,5.0,?,?,0
90.0,116.0,9.0,0.0,?,?,?,1.33333,?,?,11.7778,29.5556,?,-20.8889,?,-11.5556,29.5556,0.596104,-2.25997,0
114.0,?,?,?,0.0,1.66667,1.13529,1.44444,?,?,?,10.6667,19.1111,?,?,?,19.1111,0.461459,2.04668,0
28.0,?,9.0,0.0,?,1.44444,1.4963,5.11111,?,?,26.8889,?,?,?,?,?,?,0.275863,?,0
183.0,153.0,9.0,?,?,?,?,?,6.888889999999999,28.0,21.3333,38.7778,?,-20.0,32.3333,?,?,?,?,0
142.0,?,9.0,0.0,?,?,?,?,?,45.6296,?,56.0,40.2222,-14.8889,31.1111,-16.2222,56.0,0.28077,-2.0640400000000003,0
201.0,40.0,9.0,0.0,?,?,?,?,1.54444,123.778,?,139.667,?,-31.3333,?,?,139.667,0.188503,?,0
?,161.0,?,?,0.0,2.11111,1.80741,?,?,?,?,?,?,-16.4444,28.8889,?,?,0.294706,?,0
156.0,?,9.0,0.0,?,0.777774,?,?,?,?,?,146.333,?,-19.5556,30.1111,-10.5556,146.333,?,-2.28076,0
?,?,9.0,0.0,?,?,0.490655,0.444445,?,?,51.5556,69.6667,50.2222,-16.7778,?,-20.7778,69.6667,0.278963,?,0
140.0,?,9.0,0.111111,?,1.05555,?,?,?,110.296,97.6667,130.222,?,-37.8889,?,-21.8889,?,?,?,0
228.0,91.0,9.0,?,?,?,?,1.11111,0.385185,2.62963,?,6.22222,1.22222,-6.555560000000002,?,-4.22222,6.22222,?,?,0
?,?,9.0,?,?,?,22.5074,?,10.1074,?,?,?,6.77778,?,16.3333,?,14.1111,?,-2.27555,0
40.0,?,9.0,?,?,0.722223,?,1.05555,0.646928,69.4444,61.7778,?,?,-23.0,47.6667,-24.6667,85.3333,?,-2.0742,0
149.0,182.0,9.0,0.111111,0.0,?,?,7.0,?,39.8519,37.2222,?,35.0,?,?,-14.5556,?,0.24779,?,0
?,?,?,?,?,0.777778,?,0.388889,0.13608199999999998,17.4815,14.1111,24.0,14.3333,-10.1111,?,?,?,0.416401,-2.11767,0
80.0,?,?,0.0,0.0,?,1.0037,?,?,?,?,74.4444,51.2222,?,46.3333,-23.3333,?,?,-2.09022,0
?,105.0,9.0,0.0,?,?,2.2963,2.16667,?,45.7407,?,?,39.6667,-13.5556,?,?,?,?,?,0
?,?,?,?,0.0,2.77778,1.32777,2.72222,?,15.0741,11.4444,?,20.5556,-10.8889,-5.55556,16.4444,?,0.441675,?,0
?,?,?,?,?,?,?,3.66667,2.88889,21.2222,20.6667,?,15.6667,?,18.3333,-16.6667,?,?,?,1
?,79.0,9.0,?,?,2.72222,?,1.33333,?,?,38.0,49.6667,?,?,?,-14.5556,?,0.265535,?,0
123.0,?,?,?,?,0.0,0.0,?,?,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0
13.0,73.0,?,?,0.0,1.38889,0.72963,?,3.12963,?,19.2222,24.1111,13.8889,?,?,-15.5556,24.1111,?,?,1
254.0,?,?,?,?,3.55556,?,14.8333,152.7,?,?,?,?,-15.8889,?,?,?,?,-2.31687,0
?,?,9.0,?,?,?,?,1.0,1.09545,0.740741,0.222222,1.77778,0.222222,?,3.11111,-1.55556,?,0.407407,?,0
?,107.0,?,0.0,0.0,?,?,?,?,?,?,145.222,?,-23.6667,?,-11.0,?,0.13383,?,0
?,?,9.0,0.0,0.0,?,2.10741,?,?,?,20.5556,?,16.5556,-4.11111,?,?,28.6667,?,?,1
?,?,?,0.0,?,0.388889,0.151852,0.444445,?,5.66667,7.0,?,3.0,?,?,?,7.33333,?,?,1
?,154.0,?,?,0.0,0.0,?,?,?,0.0,?,?,0.0,?,?,0.0,?,?,0.0,0
?,?,9.0,0.0,?,3.61111,7.21852,2.5,5.85556,?,?,13.3333,6.44444,?,?,-4.0,13.3333,?,-2.39449,0
?,191.0,9.0,?,0.0,?,?,?,?,25.2963,?,29.8889,22.4444,?,13.7778,?,30.1111,0.237113,-1.85826,0
10.0,137.0,?,?,?,?,0.074074,0.277778,0.018519,?,?,?,0.0,-2.44444,?,-2.77778,?,1.0,?,0
?,102.0,9.0,0.0,0.0,?,?,?,?,?,53.4444,?,51.5556,-14.3333,?,?,?,0.25976,?,0
?,?,9.0,0.0,?,1.5,0.122222,0.8888889999999999,?,?,0.8888889999999999,?,2.22222,?,15.7778,?,9.44444,0.915376,?,0
243.0,94.0,?,0.0,0.0,?,0.311111,0.222222,?,1.18519,0.222222,?,?,-2.88889,?,?,?,0.977778,-2.07124,0
?,?,9.0,?,?,?,?,1.0,?,6.33333,7.888889999999999,?,3.77778,4.66667,?,?,8.22222,?,?,1
?,169.0,9.0,?,0.0,1.11111,?,1.38889,?,17.1111,?,?,19.8889,?,2.66667,8.33333,19.8889,0.324965,2.83482,0
134.0,?,?,?,?,0.388889,0.250924,0.8888889999999999,0.544331,20.9259,16.6667,29.5556,16.5556,-12.7778,?,?,29.5556,?,?,0
194.0,183.0,9.0,0.0,0.0,0.777778,0.583731,?,?,54.7407,?,67.7778,?,?,39.1111,-22.5556,?,?,?,0
3.0,?,?,?,?,14.8333,?,43.3333,662.355,?,?,91.4444,?,-26.6667,35.3333,?,?,0.269733,-2.41165,0
44.0,79.0,9.0,0.0,0.0,0.444444,?,0.777779,?,?,?,126.556,?,?,56.4444,?,?,?,-2.37797,0
?,73.0,9.0,0.0,?,8.22222,6.27399,?,7.6809,46.6667,?,?,?,?,?,?,?,0.549032,?,0
?,?,9.0,0.0,0.0,?,0.122222,0.666667,?,5.11111,?,6.77778,2.88889,?,5.0,-6.66667,6.888889999999999,?,-1.25836,1
183.0,78.0,9.0,0.0,0.0,?,?,?,?,?,?,147.0,?,-20.6667,?,-13.6667,?,0.124647,?,0
?,82.0,9.0,?,?,?,?,2.5,?,15.2222,11.8889,?,12.1111,-10.0,?,?,?,0.4581520000000001,-2.10272,0
?,92.0,?,?,0.0,?,?,0.777778,0.344265,9.96296,7.111110000000001,15.5556,?,?,?,-8.22222,15.5556,0.608437,-2.0967,0
?,?,?,?,0.0,?,?,6.33333,?,?,29.4444,39.1111,?,-8.44444,20.5556,?,?,?,?,0
152.0,155.0,?,?,?,0.5,0.611111,?,131.80700000000002,?,?,?,5.55556,-5.88889,11.1111,-5.22222,11.0,0.5,-2.11557,0
?,110.0,9.0,?,?,0.833333,?,?,0.566667,1.81481,?,?,0.444444,-5.11111,?,-4.11111,4.88889,?,?,0
158.0,?,?,?,0.0,0.944444,1.08355,?,0.403687,?,?,1.22222,0.222222,-0.555556,?,?,?,?,?,0
?,135.0,?,?,0.0,?,0.118519,?,?,?,?,5.44444,2.66667,5.66667,1.33333,?,6.888889999999999,?,?,1
?,?,?,?,0.111111,25.5,12.7954,27.2778,15.931,?,?,?,?,?,33.8889,-9.77778,61.1111,0.358975,-2.36049,0
159.0,?,?,0.0,?,?,?,0.333333,0.13333299999999998,?,1.11111,5.88889,1.0,?,?,-5.0,?,?,?,0
?,161.0,?,?,?,1.27778,0.507408,?,?,?,?,54.5556,39.6667,?,31.4444,?,?,0.308104,-2.23829,0
?,176.0,9.0,?,?,0.777778,0.655461,?,?,22.1852,?,?,27.7778,?,-7.22222,16.7778,?,0.316041,?,0
204.0,12.0,9.0,0.0,?,0.777777,?,?,0.785183,?,?,143.111,?,-35.6667,?,?,?,?,-2.40292,0
?,164.0,?,?,0.0,0.5,?,3.0,?,13.6667,11.6667,?,?,?,?,?,16.8889,0.29915,2.87512,0
?,?,9.0,0.0,0.0,?,?,0.611111,?,?,111.778,138.889,?,-34.2222,47.1111,-12.8889,138.889,?,-2.3685,0
242.0,81.0,?,?,0.0,?,?,?,0.740742,38.2593,34.5556,?,33.0,-11.1111,26.8889,?,?,0.300796,?,0
119.0,?,9.0,?,0.0,0.777777,?,?,1.6113,21.4074,16.5556,?,28.0,-14.5556,?,19.7778,28.0,?,?,0
139.0,115.0,9.0,?,?,?,0.958392,0.722221,?,?,42.4444,56.3333,41.4444,-12.8889,?,?,?,?,-2.02113,0
4.0,?,9.0,0.0,0.0,?,4.01894,5.72222,?,?,44.2222,62.2222,42.7778,?,37.4444,-20.8889,62.2222,?,-2.01443,0
?,215.0,?,0.0,0.0,0.444445,?,0.5,?,?,?,?,11.2222,?,-7.444439999999998,12.8889,11.2222,0.603704,?,0
54.0,133.0,?,?,?,?,1.00741,0.5,0.34444400000000003,5.3703699999999985,?,?,?,?,10.8889,-5.77778,9.0,0.630471,?,0
247.0,108.0,?,0.111111,?,?,?,?,1.95126,14.5185,?,20.5556,?,?,?,-8.55556,20.5556,0.45603,?,0
?,?,9.0,?,?,?,0.088889,?,0.177778,?,?,2.33333,?,?,4.66667,-2.33333,2.33333,1.0,?,0
130.0,189.0,?,0.111111,0.0,?,0.983193,2.11111,?,58.6296,51.7778,?,?,?,44.1111,-23.5556,?,?,?,0
85.0,?,?,0.0,?,?,?,2.38889,?,?,7.555560000000002,?,12.3333,?,28.3333,?,24.1111,0.6911229999999999,-2.39668,0
124.0,?,9.0,?,0.0,?,2.73861,?,?,?,52.8889,?,51.5556,-20.5556,?,?,74.7778,0.31361100000000003,?,0
4.0,87.0,9.0,?,?,?,3.09629,2.72222,?,?,18.2222,21.0,?,?,?,-13.6667,?,0.391731,?,1
?,?,9.0,0.111111,0.0,1.61111,2.06296,0.333333,?,?,6.66667,12.0,?,?,10.8889,-5.77778,12.0,0.484805,-2.04495,0
?,70.0,?,?,?,?,?,7.944439999999998,?,?,?,23.8889,18.2222,?,15.8889,-1.11111,?,0.476884,-2.58911,0
