A2,A3,A4,A5,A6,A7,A10,A12,A13,A14,A1,A8,A9,A11,outcome
49.0,?,2.0,11.0,?,5.0,?,2.0,?,?,0.0,?,?,0.0,1
?,?,?,8.0,?,47.0,12.0,2.0,69.0,200.0,?,?,1.0,?,1
57.0,?,?,?,?,?,?,?,?,?,1.0,?,0.0,1.0,0
65.0,?,?,?,4.0,20.0,?,2.0,?,?,?,?,?,?,0
96.0,?,?,6.0,4.0,7.0,1.0,2.0,120.0,?,?,1.0,0.0,1.0,1
174.0,59.0,1.0,4.0,1.0,?,?,?,38.0,1.0,1.0,0.0,0.0,?,0
134.0,85.0,2.0,8.0,?,?,?,2.0,?,67.0,0.0,0.0,1.0,?,0
?,66.0,2.0,13.0,5.0,14.0,?,2.0,112.0,1.0,1.0,0.0,?,?,0
130.0,30.0,?,?,4.0,25.0,?,?,129.0,1.0,1.0,?,?,1.0,1
?,123.0,1.0,?,4.0,40.0,1.0,2.0,?,?,1.0,0.0,?,0.0,0
?,?,2.0,?,8.0,?,?,?,114.0,1.0,?,1.0,?,1.0,1
?,93.0,?,8.0,4.0,?,1.0,2.0,?,1.0,?,0.0,?,?,0
313.0,143.0,2.0,?,1.0,?,?,2.0,9.0,94.0,1.0,1.0,?,?,1
215.0,87.0,2.0,8.0,5.0,85.0,1.0,?,?,1.0,?,1.0,0.0,1.0,0
?,168.0,2.0,?,?,39.0,1.0,?,?,?,1.0,?,0.0,1.0,0
?,?,?,14.0,?,24.0,1.0,?,117.0,?,?,1.0,?,0.0,1
144.0,22.0,?,9.0,4.0,?,?,2.0,102.0,?,?,0.0,?,1.0,0
293.0,?,?,3.0,?,?,16.0,?,1.0,?,?,?,?,?,1
?,10.0,?,8.0,?,7.0,?,2.0,?,?,1.0,?,0.0,?,0
?,26.0,?,8.0,4.0,2.0,1.0,?,86.0,?,1.0,0.0,0.0,?,0
32.0,?,?,?,4.0,18.0,?,2.0,53.0,2.0,1.0,?,0.0,0.0,0
297.0,29.0,?,?,?,?,1.0,?,86.0,56.0,0.0,0.0,?,1.0,0
?,?,?,?,?,38.0,2.0,?,156.0,?,?,?,?,?,1
49.0,?,?,11.0,4.0,?,2.0,?,?,?,1.0,?,?,0.0,0
128.0,196.0,1.0,10.0,?,1.0,1.0,?,?,232.0,0.0,?,?,?,1
?,204.0,1.0,1.0,?,?,3.0,?,1.0,102.0,1.0,0.0,?,?,0
?,?,?,8.0,4.0,47.0,?,?,?,?,?,0.0,?,1.0,0
21.0,8.0,?,6.0,?,2.0,1.0,2.0,?,?,?,?,0.0,0.0,0
?,16.0,2.0,13.0,8.0,?,12.0,?,?,7.0,?,1.0,?,?,1
131.0,102.0,2.0,?,?,?,?,2.0,?,?,1.0,1.0,?,1.0,1
?,?,?,6.0,?,26.0,?,2.0,?,?,?,?,1.0,1.0,0
306.0,46.0,2.0,2.0,?,?,?,?,1.0,101.0,1.0,0.0,0.0,1.0,0
255.0,103.0,2.0,11.0,?,?,?,2.0,27.0,1.0,1.0,?,?,1.0,1
?,102.0,2.0,?,8.0,85.0,?,?,148.0,1.0,?,1.0,?,?,1
?,?,?,8.0,4.0,28.0,?,?,?,?,?,1.0,?,1.0,1
?,175.0,2.0,?,?,?,9.0,?,1.0,?,?,?,?,0.0,1
218.0,?,1.0,?,4.0,37.0,?,?,?,?,?,0.0,?,?,1
28.0,?,?,3.0,4.0,37.0,?,2.0,?,94.0,1.0,1.0,?,0.0,1
?,?,2.0,?,4.0,18.0,2.0,2.0,24.0,?,?,?,1.0,0.0,0
340.0,?,2.0,1.0,?,?,12.0,?,?,171.0,0.0,?,?,1.0,1
?,?,?,?,?,95.0,?,?,164.0,?,?,?,?,1.0,1
?,74.0,?,14.0,8.0,?,?,2.0,?,?,0.0,1.0,1.0,0.0,1
?,18.0,2.0,?,1.0,1.0,1.0,2.0,32.0,1.0,?,0.0,0.0,?,0
18.0,?,2.0,?,8.0,?,?,2.0,?,?,1.0,?,?,0.0,0
?,?,?,9.0,4.0,42.0,1.0,1.0,?,?,?,?,?,0.0,1
?,95.0,?,6.0,?,?,1.0,2.0,?,1.0,1.0,1.0,?,?,0
69.0,111.0,?,?,?,60.0,8.0,?,?,?,0.0,?,?,?,1
?,29.0,2.0,7.0,?,3.0,?,1.0,?,?,1.0,?,?,0.0,0
?,175.0,2.0,?,4.0,?,2.0,2.0,?,20.0,?,?,?,0.0,1
?,40.0,2.0,9.0,4.0,29.0,?,?,38.0,?,1.0,?,?,0.0,0
52.0,?,?,?,4.0,28.0,?,2.0,?,2.0,1.0,1.0,1.0,?,1
34.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,?,?,1.0,0.0,1.0,?,0
?,66.0,?,8.0,4.0,31.0,?,?,98.0,?,1.0,0.0,0.0,?,0
121.0,50.0,?,1.0,1.0,?,1.0,?,?,?,?,?,?,0.0,0
163.0,?,?,4.0,?,7.0,?,2.0,124.0,181.0,?,?,0.0,?,0
283.0,91.0,2.0,?,5.0,?,1.0,?,156.0,1.0,?,?,?,1.0,0
43.0,?,2.0,?,4.0,4.0,?,2.0,69.0,?,1.0,?,?,?,0
?,?,2.0,?,5.0,?,1.0,?,21.0,1.0,?,0.0,?,?,0
?,?,?,?,?,?,?,2.0,?,129.0,?,?,?,?,0
26.0,?,?,10.0,?,1.0,?,2.0,?,?,1.0,0.0,0.0,0.0,0
?,?,?,?,5.0,16.0,3.0,2.0,?,?,1.0,?,?,1.0,0
165.0,199.0,?,?,4.0,?,10.0,2.0,?,133.0,?,?,?,?,1
111.0,?,?,?,?,1.0,1.0,2.0,45.0,156.0,1.0,0.0,0.0,?,0
?,118.0,2.0,?,4.0,?,?,?,?,94.0,1.0,1.0,?,?,1
?,79.0,?,7.0,4.0,73.0,?,1.0,131.0,1.0,1.0,0.0,?,1.0,0
173.0,82.0,?,4.0,4.0,?,1.0,2.0,84.0,1.0,?,0.0,?,1.0,0
70.0,?,?,3.0,?,9.0,1.0,1.0,?,1.0,0.0,0.0,0.0,1.0,0
199.0,66.0,2.0,?,?,?,?,2.0,?,1.0,?,0.0,?,1.0,0
?,?,2.0,8.0,?,1.0,?,3.0,?,?,?,0.0,0.0,0.0,1
?,95.0,1.0,8.0,?,58.0,1.0,2.0,?,160.0,?,?,0.0,?,0
320.0,203.0,2.0,?,5.0,?,18.0,?,?,1.0,1.0,1.0,?,?,1
?,92.0,1.0,?,?,?,1.0,?,?,5.0,0.0,0.0,?,1.0,0
48.0,?,1.0,?,4.0,58.0,?,1.0,?,1.0,?,?,0.0,0.0,1
?,?,?,8.0,8.0,?,?,?,151.0,?,0.0,1.0,?,1.0,1
49.0,?,?,8.0,?,34.0,4.0,2.0,?,79.0,1.0,?,?,1.0,0
?,87.0,?,?,?,43.0,?,2.0,?,?,1.0,?,1.0,?,1
?,214.0,?,1.0,?,?,1.0,2.0,1.0,1.0,?,1.0,?,1.0,0
?,84.0,2.0,6.0,?,?,1.0,2.0,32.0,?,1.0,?,?,1.0,0
?,1.0,2.0,8.0,?,14.0,?,1.0,?,1.0,1.0,?,0.0,?,0
?,?,2.0,3.0,4.0,?,?,?,?,?,1.0,0.0,?,1.0,0
?,?,?,?,5.0,7.0,?,?,?,?,?,?,?,1.0,0
?,?,2.0,?,8.0,?,?,?,?,1.0,1.0,?,?,1.0,1
47.0,?,?,8.0,4.0,1.0,?,3.0,65.0,?,1.0,0.0,0.0,0.0,0
?,177.0,?,7.0,4.0,?,5.0,?,?,1.0,?,1.0,?,1.0,1
?,51.0,?,7.0,4.0,?,?,1.0,131.0,1.0,?,0.0,?,?,0
?,?,?,13.0,?,4.0,?,2.0,?,2.0,1.0,?,0.0,0.0,0
19.0,?,1.0,5.0,?,1.0,1.0,?,?,?,0.0,?,0.0,0.0,0
?,11.0,?,8.0,?,?,?,?,1.0,233.0,1.0,?,1.0,?,1
239.0,?,?,?,?,?,2.0,?,1.0,115.0,1.0,1.0,?,?,1
75.0,?,2.0,11.0,?,7.0,?,2.0,38.0,?,0.0,0.0,0.0,?,0
146.0,?,?,?,?,80.0,1.0,?,92.0,77.0,1.0,1.0,0.0,?,1
?,47.0,?,?,?,74.0,?,2.0,32.0,?,?,?,?,1.0,1
95.0,?,2.0,?,4.0,?,?,2.0,?,6.0,?,1.0,1.0,1.0,0
73.0,?,2.0,3.0,4.0,11.0,1.0,2.0,?,1.0,1.0,0.0,?,0.0,0
343.0,?,2.0,?,?,1.0,15.0,2.0,1.0,204.0,?,?,1.0,?,1
91.0,187.0,1.0,1.0,1.0,?,?,2.0,?,?,1.0,0.0,?,?,0
?,36.0,1.0,?,4.0,?,1.0,2.0,58.0,?,1.0,0.0,?,0.0,0
?,20.0,2.0,8.0,8.0,3.0,1.0,2.0,63.0,?,1.0,?,0.0,0.0,0
?,?,2.0,?,4.0,?,1.0,2.0,?,?,0.0,0.0,0.0,1.0,0
289.0,?,1.0,4.0,?,?,12.0,?,124.0,197.0,1.0,?,?,0.0,1
?,?,1.0,10.0,8.0,?,?,2.0,91.0,18.0,0.0,0.0,?,0.0,0
?,?,1.0,?,8.0,?,1.0,?,?,18.0,?,0.0,?,1.0,0
?,61.0,?,3.0,5.0,?,?,?,159.0,1.0,?,1.0,?,0.0,0
?,?,2.0,?,?,?,?,?,?,10.0,1.0,0.0,1.0,?,0
?,201.0,2.0,1.0,1.0,?,1.0,?,?,1.0,?,1.0,0.0,1.0,1
?,151.0,2.0,?,?,?,12.0,?,1.0,163.0,?,1.0,?,?,1
?,?,?,?,?,8.0,?,?,111.0,?,?,?,1.0,?,0
?,26.0,?,8.0,?,7.0,?,2.0,113.0,?,?,?,?,0.0,1
273.0,87.0,2.0,5.0,?,?,1.0,?,?,148.0,?,1.0,0.0,?,1
304.0,1.0,1.0,1.0,?,?,1.0,?,1.0,1.0,0.0,0.0,0.0,?,0
79.0,?,?,11.0,?,55.0,?,2.0,?,122.0,1.0,?,1.0,1.0,1
252.0,15.0,2.0,8.0,?,6.0,7.0,2.0,77.0,147.0,1.0,?,1.0,?,1
?,88.0,1.0,?,5.0,?,?,?,68.0,1.0,1.0,1.0,1.0,1.0,1
?,56.0,1.0,?,?,?,?,2.0,?,?,1.0,?,?,?,0
181.0,77.0,1.0,?,4.0,69.0,?,?,?,1.0,1.0,1.0,1.0,1.0,1
332.0,47.0,2.0,11.0,4.0,4.0,?,?,?,1.0,1.0,1.0,?,?,1
315.0,?,2.0,?,8.0,?,4.0,?,32.0,36.0,?,1.0,1.0,1.0,0
12.0,?,?,4.0,?,8.0,?,1.0,69.0,?,1.0,?,0.0,?,0
208.0,102.0,2.0,?,5.0,?,7.0,?,?,104.0,1.0,?,?,?,1
?,18.0,?,?,?,2.0,1.0,?,141.0,?,?,?,0.0,?,1
72.0,?,2.0,?,?,47.0,?,2.0,?,?,?,0.0,1.0,1.0,0
99.0,?,?,8.0,?,63.0,?,?,?,?,?,1.0,?,1.0,0
?,167.0,2.0,?,?,?,18.0,?,69.0,?,?,1.0,?,0.0,1
232.0,?,?,?,?,?,?,?,86.0,211.0,?,1.0,1.0,?,1
?,?,?,?,4.0,43.0,?,2.0,115.0,130.0,?,?,1.0,?,1
163.0,17.0,2.0,?,5.0,23.0,?,1.0,107.0,?,?,1.0,0.0,?,0
99.0,19.0,?,8.0,?,8.0,8.0,2.0,30.0,214.0,1.0,?,?,?,1
210.0,26.0,1.0,2.0,4.0,?,1.0,?,86.0,4.0,1.0,?,?,?,0
?,?,2.0,?,?,7.0,1.0,2.0,?,?,?,?,0.0,0.0,0
142.0,?,?,9.0,4.0,?,?,2.0,?,?,?,1.0,1.0,1.0,1
137.0,?,?,?,?,91.0,12.0,?,1.0,?,1.0,1.0,?,0.0,1
82.0,70.0,?,?,1.0,?,?,2.0,53.0,25.0,1.0,0.0,0.0,?,0
70.0,135.0,?,?,4.0,57.0,1.0,2.0,?,1.0,?,?,0.0,0.0,1
42.0,?,2.0,8.0,4.0,14.0,1.0,2.0,?,1.0,1.0,0.0,0.0,?,0
276.0,185.0,2.0,3.0,5.0,?,?,?,?,1.0,0.0,1.0,?,?,1
159.0,?,2.0,8.0,4.0,?,?,?,53.0,33.0,1.0,0.0,1.0,1.0,0
310.0,147.0,2.0,?,?,?,6.0,2.0,1.0,?,?,1.0,?,0.0,1
334.0,200.0,2.0,?,?,?,?,2.0,4.0,229.0,?,1.0,0.0,?,1
?,?,?,?,4.0,73.0,?,?,?,?,?,0.0,0.0,?,0
?,?,?,?,?,?,?,?,153.0,125.0,?,1.0,0.0,0.0,1
41.0,?,?,?,?,22.0,?,2.0,45.0,?,0.0,?,1.0,1.0,0
323.0,12.0,2.0,?,?,?,1.0,?,88.0,187.0,?,1.0,?,?,0
?,102.0,2.0,?,?,104.0,?,?,?,?,1.0,?,?,?,1
?,?,2.0,8.0,?,?,3.0,?,?,217.0,1.0,?,?,0.0,0
?,?,?,?,?,58.0,?,?,133.0,195.0,?,?,?,1.0,1
?,?,?,1.0,1.0,1.0,2.0,2.0,53.0,?,0.0,?,1.0,?,0
?,?,?,?,4.0,?,2.0,2.0,146.0,?,?,0.0,?,1.0,0
?,?,?,?,4.0,14.0,?,?,?,?,1.0,0.0,0.0,?,0
136.0,?,?,8.0,?,?,1.0,?,?,81.0,1.0,1.0,?,?,0
?,?,?,14.0,8.0,13.0,2.0,2.0,?,?,1.0,1.0,?,0.0,1
249.0,47.0,2.0,3.0,?,?,?,?,76.0,1.0,?,0.0,0.0,0.0,1
108.0,138.0,2.0,?,4.0,?,1.0,2.0,?,66.0,0.0,1.0,0.0,?,1
84.0,?,2.0,8.0,?,49.0,1.0,?,?,?,1.0,?,?,0.0,0
?,?,2.0,?,?,2.0,?,?,?,?,?,?,?,?,0
92.0,?,?,?,?,37.0,13.0,2.0,?,?,?,?,?,?,1
?,?,?,11.0,?,20.0,?,1.0,?,1.0,0.0,?,0.0,?,0
105.0,?,2.0,13.0,4.0,?,?,2.0,?,3.0,?,?,0.0,0.0,0
?,173.0,?,?,?,?,3.0,?,?,?,?,?,?,1.0,1
242.0,46.0,2.0,?,5.0,?,?,1.0,102.0,?,?,0.0,?,?,0
?,61.0,?,3.0,4.0,4.0,?,?,?,11.0,1.0,0.0,?,0.0,0
?,1.0,2.0,13.0,?,3.0,?,2.0,?,?,1.0,1.0,0.0,?,1
30.0,?,?,11.0,4.0,10.0,3.0,2.0,?,?,?,?,1.0,0.0,0
?,?,?,?,?,61.0,7.0,2.0,?,?,?,?,1.0,?,0
?,?,?,?,?,?,?,2.0,?,?,0.0,?,?,?,1
?,?,2.0,?,8.0,?,?,?,?,?,?,0.0,0.0,1.0,0
204.0,31.0,2.0,6.0,?,?,?,2.0,?,175.0,0.0,?,1.0,0.0,1
66.0,?,?,?,4.0,?,3.0,?,?,72.0,?,0.0,?,1.0,0
331.0,70.0,2.0,?,4.0,?,6.0,2.0,18.0,39.0,1.0,1.0,?,?,1
?,78.0,2.0,8.0,8.0,53.0,?,?,135.0,22.0,?,0.0,1.0,?,0
?,1.0,?,7.0,5.0,?,?,1.0,?,?,?,0.0,0.0,?,1
92.0,?,?,11.0,?,44.0,?,2.0,1.0,?,0.0,?,?,0.0,1
206.0,?,2.0,1.0,?,1.0,1.0,?,1.0,?,1.0,?,?,?,0
8.0,?,2.0,?,?,2.0,?,2.0,?,?,1.0,0.0,0.0,0.0,1
?,188.0,?,?,?,?,?,?,1.0,1.0,0.0,?,?,?,1
246.0,119.0,2.0,?,4.0,?,4.0,?,?,?,?,1.0,1.0,1.0,1
?,?,?,11.0,?,7.0,?,?,?,?,0.0,?,1.0,?,0
?,10.0,?,3.0,?,1.0,?,?,?,1.0,1.0,1.0,?,?,1
?,40.0,2.0,8.0,?,1.0,?,2.0,?,?,0.0,0.0,?,0.0,0
?,?,1.0,3.0,8.0,14.0,1.0,?,?,1.0,?,?,0.0,?,0
?,?,?,9.0,?,26.0,?,2.0,?,2.0,0.0,?,1.0,?,0
154.0,161.0,2.0,?,8.0,?,13.0,?,?,4.0,0.0,?,?,?,0
?,?,?,?,?,7.0,2.0,2.0,86.0,?,0.0,0.0,1.0,1.0,0
?,144.0,?,?,4.0,43.0,11.0,2.0,?,?,0.0,?,?,1.0,0
?,54.0,?,5.0,3.0,1.0,2.0,2.0,69.0,?,0.0,?,1.0,0.0,0
47.0,?,?,?,4.0,37.0,2.0,2.0,53.0,?,0.0,1.0,?,0.0,1
90.0,186.0,?,6.0,?,?,1.0,?,?,?,1.0,?,?,1.0,0
225.0,?,?,?,4.0,?,15.0,2.0,126.0,168.0,?,?,1.0,0.0,1
?,5.0,?,11.0,?,26.0,?,2.0,86.0,?,0.0,?,1.0,?,1
85.0,22.0,?,8.0,4.0,5.0,?,2.0,32.0,?,?,?,0.0,0.0,1
90.0,?,1.0,?,4.0,?,1.0,?,?,?,0.0,0.0,0.0,0.0,0
?,?,1.0,?,4.0,?,1.0,2.0,98.0,?,?,0.0,?,1.0,0
188.0,109.0,1.0,?,?,?,1.0,2.0,?,?,?,?,?,1.0,0
103.0,180.0,?,?,?,?,23.0,?,?,?,?,?,1.0,1.0,1
95.0,?,2.0,?,?,65.0,?,1.0,?,?,1.0,1.0,0.0,1.0,1
16.0,119.0,2.0,3.0,4.0,4.0,1.0,2.0,?,?,1.0,?,0.0,0.0,0
?,?,?,?,4.0,26.0,?,2.0,?,?,?,0.0,?,0.0,0
211.0,92.0,?,?,4.0,?,?,?,?,?,1.0,0.0,?,?,0
97.0,?,2.0,8.0,?,?,?,2.0,1.0,?,?,1.0,?,0.0,1
152.0,?,?,?,?,?,?,2.0,1.0,29.0,0.0,?,1.0,0.0,0
305.0,43.0,?,?,?,?,?,?,69.0,50.0,?,1.0,?,?,0
?,82.0,?,?,4.0,?,?,?,82.0,1.0,?,1.0,?,0.0,1
236.0,?,?,?,4.0,?,7.0,?,20.0,1.0,?,1.0,?,1.0,1
77.0,1.0,?,?,4.0,26.0,?,1.0,1.0,1.0,1.0,0.0,1.0,?,0
?,47.0,?,4.0,4.0,?,?,2.0,?,?,1.0,0.0,0.0,1.0,0
?,?,?,?,?,2.0,?,2.0,?,?,1.0,1.0,?,1.0,1
10.0,?,2.0,6.0,4.0,4.0,?,?,?,?,0.0,0.0,0.0,0.0,0
?,?,2.0,?,5.0,?,?,?,158.0,1.0,1.0,0.0,?,?,0
103.0,?,?,?,?,37.0,?,?,53.0,?,?,0.0,?,1.0,0
?,46.0,?,7.0,4.0,47.0,?,1.0,118.0,?,?,1.0,?,0.0,0
?,?,2.0,?,?,8.0,?,2.0,136.0,91.0,1.0,?,1.0,0.0,0
?,?,?,?,?,2.0,1.0,?,?,?,1.0,?,0.0,?,0
229.0,102.0,?,13.0,?,?,11.0,?,1.0,1.0,1.0,?,?,1.0,1
?,?,1.0,6.0,?,15.0,1.0,?,38.0,?,1.0,?,0.0,1.0,0
?,?,?,?,8.0,73.0,?,2.0,?,?,?,?,?,?,1
?,160.0,?,?,?,1.0,1.0,2.0,?,?,?,0.0,0.0,1.0,0
40.0,13.0,2.0,11.0,4.0,?,3.0,2.0,?,?,1.0,?,1.0,?,1
?,?,2.0,?,8.0,37.0,?,2.0,98.0,?,?,?,0.0,?,1
?,?,?,?,4.0,4.0,1.0,2.0,117.0,?,?,0.0,?,0.0,0
?,?,?,2.0,4.0,?,?,?,168.0,?,?,?,?,?,0
?,104.0,?,?,?,8.0,1.0,2.0,?,?,1.0,?,0.0,0.0,0
82.0,77.0,?,4.0,4.0,11.0,?,?,98.0,?,1.0,?,1.0,?,0
?,?,2.0,14.0,8.0,67.0,2.0,?,?,12.0,?,?,?,0.0,1
97.0,?,2.0,13.0,?,?,?,2.0,1.0,223.0,?,?,1.0,?,1
47.0,?,?,?,4.0,40.0,?,2.0,?,?,1.0,?,1.0,?,1
?,36.0,1.0,14.0,4.0,26.0,?,2.0,98.0,?,0.0,0.0,0.0,0.0,0
?,30.0,?,8.0,?,7.0,?,2.0,98.0,?,?,?,0.0,0.0,0
?,122.0,1.0,?,4.0,2.0,1.0,2.0,?,?,?,?,0.0,0.0,0
280.0,132.0,?,?,?,?,7.0,?,?,?,?,?,?,?,1
?,?,?,11.0,4.0,9.0,5.0,2.0,?,9.0,1.0,0.0,1.0,0.0,0
?,46.0,1.0,?,?,2.0,?,?,53.0,?,1.0,0.0,?,0.0,0
?,?,2.0,11.0,?,62.0,?,2.0,?,236.0,0.0,?,?,0.0,1
?,170.0,?,?,?,2.0,1.0,?,24.0,169.0,?,?,?,?,1
?,40.0,2.0,?,8.0,?,?,?,?,52.0,1.0,?,?,1.0,0
79.0,?,2.0,8.0,5.0,?,?,?,?,?,1.0,?,0.0,?,1
123.0,?,?,?,4.0,?,2.0,?,98.0,11.0,?,0.0,1.0,1.0,0
?,?,2.0,14.0,?,58.0,7.0,2.0,?,76.0,?,?,?,?,1
285.0,130.0,2.0,?,?,?,?,?,1.0,138.0,?,?,1.0,0.0,1
?,92.0,2.0,?,?,?,17.0,?,?,160.0,1.0,?,1.0,0.0,1
?,18.0,?,?,?,14.0,4.0,?,69.0,?,1.0,?,1.0,?,1
201.0,200.0,1.0,?,?,?,?,?,?,1.0,1.0,?,?,0.0,0
?,119.0,2.0,?,?,4.0,?,2.0,?,1.0,?,1.0,?,?,0
151.0,?,2.0,2.0,?,?,?,1.0,88.0,1.0,?,0.0,0.0,?,0
?,27.0,?,?,?,37.0,3.0,2.0,24.0,109.0,?,1.0,1.0,?,1
336.0,183.0,1.0,?,?,?,1.0,?,?,1.0,?,?,?,0.0,0
56.0,?,?,8.0,?,65.0,1.0,2.0,?,?,?,?,?,?,1
?,87.0,?,?,?,119.0,?,?,65.0,?,?,1.0,?,1.0,0
?,212.0,?,?,?,?,?,?,?,?,?,1.0,?,?,1
75.0,?,?,7.0,?,3.0,?,1.0,?,?,1.0,0.0,0.0,?,0
309.0,6.0,2.0,1.0,?,?,1.0,?,19.0,26.0,0.0,0.0,?,?,0
18.0,?,?,?,4.0,34.0,?,?,?,?,0.0,?,?,1.0,1
220.0,?,2.0,11.0,?,?,1.0,?,?,1.0,0.0,?,?,?,1
153.0,?,?,?,?,76.0,?,?,?,?,?,1.0,1.0,?,1
124.0,55.0,?,?,?,?,5.0,?,45.0,224.0,1.0,1.0,1.0,?,1
?,?,?,3.0,5.0,71.0,?,?,96.0,126.0,?,?,?,?,1
94.0,?,?,1.0,1.0,?,?,?,?,?,0.0,?,?,0.0,0
?,?,2.0,?,5.0,?,?,1.0,136.0,?,?,0.0,?,1.0,0
?,73.0,1.0,6.0,?,?,?,2.0,63.0,?,?,?,?,?,0
77.0,?,2.0,?,?,?,?,?,18.0,?,1.0,?,1.0,?,1
198.0,66.0,2.0,9.0,?,?,1.0,?,85.0,?,1.0,?,0.0,?,1
27.0,?,?,11.0,4.0,?,5.0,2.0,?,?,0.0,?,1.0,0.0,1
?,40.0,?,?,?,?,?,2.0,115.0,54.0,1.0,0.0,?,1.0,0
?,115.0,2.0,4.0,4.0,26.0,1.0,2.0,1.0,?,0.0,?,0.0,?,1
?,6.0,2.0,?,?,?,?,?,84.0,50.0,?,1.0,?,?,1
?,?,?,7.0,?,7.0,?,?,92.0,?,1.0,1.0,1.0,?,1
97.0,73.0,2.0,8.0,4.0,31.0,2.0,2.0,1.0,23.0,?,?,1.0,?,0
333.0,?,2.0,?,1.0,?,16.0,2.0,1.0,150.0,1.0,1.0,1.0,1.0,1
?,181.0,2.0,?,4.0,?,4.0,?,52.0,1.0,?,1.0,?,?,1
345.0,115.0,2.0,?,1.0,?,1.0,?,?,1.0,0.0,0.0,?,?,0
?,?,?,?,?,8.0,?,2.0,?,?,?,?,0.0,?,0
?,136.0,2.0,?,?,?,10.0,2.0,?,?,?,1.0,?,0.0,1
?,52.0,2.0,4.0,?,14.0,1.0,?,?,3.0,?,0.0,?,?,0
?,?,?,7.0,?,26.0,?,2.0,?,2.0,1.0,?,0.0,?,0
76.0,26.0,?,7.0,4.0,?,?,1.0,107.0,?,1.0,?,0.0,1.0,0
?,69.0,2.0,?,4.0,?,?,?,107.0,1.0,?,0.0,?,?,0
?,72.0,2.0,11.0,4.0,?,?,2.0,?,?,0.0,?,?,?,0
274.0,?,?,8.0,?,?,9.0,2.0,?,208.0,?,1.0,?,?,1
?,?,2.0,11.0,4.0,82.0,1.0,?,?,1.0,?,?,0.0,0.0,1
308.0,196.0,2.0,8.0,?,93.0,?,?,1.0,188.0,?,?,?,0.0,1
?,13.0,2.0,?,?,?,1.0,2.0,?,62.0,1.0,?,0.0,?,0
262.0,?,?,3.0,5.0,?,1.0,?,46.0,?,1.0,?,0.0,?,0
?,17.0,2.0,7.0,4.0,?,?,?,99.0,?,?,1.0,?,?,0
?,?,?,8.0,?,10.0,3.0,2.0,80.0,115.0,?,0.0,1.0,?,0
150.0,109.0,?,?,4.0,?,?,1.0,32.0,1.0,0.0,0.0,?,1.0,0
64.0,?,1.0,3.0,5.0,5.0,?,2.0,?,?,?,0.0,?,1.0,0
103.0,?,?,6.0,4.0,?,1.0,?,?,?,1.0,?,0.0,0.0,0
307.0,119.0,?,?,?,?,16.0,?,1.0,231.0,?,1.0,1.0,?,1
?,35.0,2.0,7.0,?,?,?,?,?,1.0,1.0,0.0,0.0,?,0
37.0,?,?,7.0,4.0,2.0,2.0,2.0,?,2.0,?,0.0,1.0,0.0,0
129.0,20.0,?,?,?,2.0,?,?,92.0,?,0.0,0.0,0.0,?,0
?,?,?,13.0,8.0,?,?,2.0,?,94.0,?,?,?,0.0,1
?,?,?,1.0,1.0,?,1.0,2.0,63.0,?,?,0.0,?,0.0,0
77.0,169.0,2.0,?,8.0,50.0,?,2.0,?,?,?,?,1.0,?,1
