company1,company2,company3,company4,company5,company6,company7,company8,company9,outcome
34.5,56.25,20.625,43.625,79.125,26.25,68.375,21.875,42.875,0
21.609,55.125,20.625,43.625,62.875,28.625,66.625,18.75,42.25,1
47.422,37.125,15.5,41.875,56.0,16.0,63.875,21.875,50.75,0
21.063,55.5,23.625,45.75,64.875,?,66.125,20.25,48.625,1
58.625,26.75,?,38.5,?,14.125,58.875,26.625,43.625,0
?,21.125,19.875,45.5,29.125,18.375,69.75,24.5,35.875,1
48.5,20.625,?,39.875,52.625,16.125,?,25.375,32.25,0
44.25,23.75,16.75,?,50.125,14.875,69.5,24.375,32.25,1
29.938,?,22.0,45.0,91.125,27.125,67.0,20.875,44.0,1
26.281,52.75,23.0,43.5,64.875,30.25,66.5,21.75,47.875,1
47.5,36.875,15.75,55.25,50.375,27.0,79.125,27.875,39.625,1
33.172,57.625,21.875,46.25,78.5,26.25,73.5,22.25,45.0,0
38.922,45.625,15.625,42.625,61.0,17.125,66.875,22.5,48.625,0
20.781,54.625,23.75,45.5,64.625,30.875,65.875,19.875,48.5,1
33.609,57.125,22.0,44.875,78.875,?,72.0,21.875,45.125,0
22.438,54.5,19.875,41.875,61.5,29.125,62.875,18.5,44.75,1
48.375,38.125,17.375,60.125,51.375,23.625,?,27.75,41.125,1
34.828,58.375,20.25,48.375,73.25,25.5,79.25,?,47.5,0
?,35.875,?,?,44.125,18.125,64.375,27.625,50.75,0
52.625,27.0,15.75,36.5,43.75,14.75,62.0,26.0,40.25,0
50.0,41.125,19.125,?,54.125,26.875,?,26.75,42.125,1
39.828,58.625,20.5,53.25,70.375,?,81.0,24.375,47.625,0
47.125,20.0,15.25,38.625,51.25,15.625,?,25.125,34.25,0
30.891,53.5,21.25,45.0,91.625,27.625,67.875,21.75,44.875,1
49.75,42.5,?,52.75,55.625,28.0,82.0,26.375,43.375,0
29.063,50.75,21.625,43.875,?,29.25,69.375,22.875,45.375,1
?,30.625,20.75,50.25,37.0,19.875,76.375,27.625,38.375,1
48.078,37.875,15.625,43.5,56.5,17.0,64.875,22.5,49.375,0
46.5,34.75,13.875,40.25,46.75,15.375,?,24.625,46.75,0
45.0,21.25,19.5,42.75,27.75,16.625,?,23.375,35.0,1
28.891,54.0,23.125,43.625,79.0,35.125,72.125,21.625,44.0,1
42.328,?,13.375,39.75,53.125,17.625,?,21.625,47.625,0
42.328,38.0,12.875,39.25,52.125,17.0,62.625,21.75,47.625,0
60.125,35.625,16.125,45.75,38.625,18.875,65.0,27.875,50.0,0
44.875,44.0,18.5,58.75,59.0,29.875,84.0,27.25,44.625,0
21.672,?,20.625,43.125,63.875,29.625,67.0,18.125,43.5,1
24.109,55.0,20.75,45.0,62.75,29.625,65.625,20.125,47.875,1
28.781,52.875,22.625,44.125,75.75,33.375,72.5,21.0,44.0,1
47.625,24.875,15.0,36.625,49.625,17.25,63.625,25.25,39.5,0
19.938,52.375,23.125,44.125,61.875,29.375,65.25,19.25,?,1
27.172,50.875,20.125,40.375,?,?,69.75,21.5,?,1
35.563,57.75,21.375,46.5,78.75,26.0,71.375,?,45.625,0
45.25,44.0,19.5,56.75,56.375,29.0,84.75,27.0,44.75,0
32.422,58.5,20.5,47.25,75.5,26.125,73.875,22.0,45.75,0
29.328000000000007,51.625,22.75,43.0,74.0,33.125,73.25,22.5,46.5,1
44.375,?,15.125,39.25,51.0,16.375,65.75,25.125,36.75,1
32.109,56.625,20.625,45.25,?,26.75,69.0,?,?,0
30.719,?,21.125,45.0,91.125,28.0,67.875,21.875,44.5,1
26.609,?,20.125,40.25,82.25,26.5,67.125,21.625,42.5,1
29.109,?,21.875,45.375,?,27.5,66.125,21.5,43.5,1
26.281,?,21.75,39.0,62.75,29.625,?,19.875,41.75,1
35.719,57.375,22.25,45.5,79.625,24.75,71.25,22.375,45.5,0
33.5,?,21.625,45.375,78.875,26.625,73.125,?,45.25,0
59.125,29.5,14.75,39.875,42.625,15.5,58.5,26.25,42.5,0
21.563,58.5,23.875,47.875,63.625,31.625,69.125,21.5,51.0,1
26.219,53.0,?,43.75,64.25,29.375,66.0,21.25,48.0,1
29.109,51.25,22.875,42.75,?,?,72.125,21.75,47.0,1
48.875,32.5,15.5,55.75,40.625,28.5,80.75,26.875,38.875,0
?,23.75,15.0,37.625,?,15.875,66.625,24.375,37.0,1
58.5,32.0,19.0,42.875,36.5,18.5,62.375,27.375,46.5,0
47.875,26.25,?,48.5,41.5,25.0,75.0,?,40.375,0
20.891,54.875,22.625,46.25,?,29.75,67.625,19.625,?,1
45.5,40.75,17.75,55.875,52.0,?,80.0,?,42.375,1
38.672,49.0,18.125,44.0,69.375,18.875,75.375,22.875,46.875,0
34.922,58.375,21.0,48.5,74.75,25.875,79.25,?,48.625,0
?,58.25,20.625,53.0,69.625,22.875,80.0,?,47.125,0
48.875,32.0,15.75,55.0,41.125,27.625,80.75,26.875,37.375,0
27.219,51.25,20.0,40.375,82.5,26.25,66.875,21.75,42.75,1
28.563,50.625,22.25,42.0,72.0,31.625,71.625,22.0,46.375,1
33.172,59.75,21.0,47.75,77.25,?,75.875,22.25,46.375,0
29.781,53.0,21.625,45.5,91.25,28.5,68.0,21.875,?,1
45.75,37.625,16.125,54.0,48.75,24.5,79.25,27.25,39.625,1
28.172,?,20.25,42.25,86.375,26.625,71.5,22.0,?,1
46.625,38.875,?,57.5,49.5,22.75,81.0,26.75,39.375,1
26.828000000000007,51.5,?,40.25,63.75,30.375,67.375,20.75,42.75,1
31.063,54.5,21.0,45.125,91.375,28.5,67.75,21.5,44.375,1
39.672,40.375,13.375,41.75,59.875,17.625,65.375,23.0,47.0,0
38.672,?,?,42.0,58.25,17.5,65.0,22.375,46.875,0
26.219,49.5,22.25,39.0,62.0,29.875,66.0,20.375,42.25,1
45.5,23.125,17.875,?,42.5,18.0,67.875,27.25,33.875,0
33.609,56.375,20.625,?,78.75,26.375,68.375,21.875,43.25,0
48.578,?,?,42.0,57.0,15.625,65.375,22.25,51.0,0
48.25,24.875,14.5,?,42.625,16.75,60.625,23.875,39.0,0
20.172,53.0,21.25,42.625,63.875,27.75,65.75,18.125,44.25,1
46.875,?,15.875,?,53.75,17.25,?,25.375,39.0,0
48.25,25.25,14.5,?,41.375,16.75,?,23.375,38.25,0
37.5,52.5,18.375,48.875,68.625,19.75,80.75,24.25,?,0
48.0,25.125,17.75,?,44.875,25.0,75.125,27.375,42.375,0
46.375,24.0,17.0,40.5,?,15.625,69.375,24.875,35.0,1
26.563,?,19.625,40.0,75.125,26.25,68.0,21.625,41.25,1
28.609,50.75,22.375,42.625,73.25,32.875,72.875,21.875,45.875,1
34.828,58.0,19.75,48.625,73.5,25.375,77.875,?,48.25,0
?,43.25,17.125,39.75,67.5,16.0,69.25,20.875,44.375,0
35.672,59.125,20.125,49.375,73.25,25.5,79.5,23.0,48.0,0
24.828000000000007,54.5,20.625,43.625,61.875,?,64.75,20.0,47.25,1
21.0,54.125,24.0,45.875,64.25,?,65.625,19.75,48.75,1
42.328,37.0,13.25,39.75,53.75,17.625,62.875,22.0,46.875,0
50.5,30.0,?,38.125,43.75,15.375,62.75,25.25,41.25,0
24.609,54.5,20.5,42.875,?,29.625,?,19.75,47.875,1
46.25,44.25,20.0,56.875,52.0,29.0,84.375,26.875,44.125,1
47.0,33.5,15.375,55.0,42.75,27.75,?,27.5,39.75,0
?,25.0,14.5,?,40.375,25.75,?,27.125,40.5,0
25.672,53.25,22.125,42.625,64.75,31.0,65.625,21.125,46.375,1
50.25,45.625,19.75,52.5,59.125,24.0,79.0,26.75,42.25,1
59.0,32.0,?,41.125,42.5,18.0,64.375,28.375,46.0,0
26.172,52.75,22.25,43.125,64.375,30.125,65.625,21.25,46.375,1
28.891,53.5,22.0,45.125,?,27.0,66.0,21.125,42.75,1
28.109,?,19.875,42.125,88.125,27.875,71.125,22.5,45.125,1
?,58.0,20.125,50.125,70.75,24.625,80.125,23.25,48.125,0
39.828,43.5,?,40.375,63.5,17.625,66.75,21.125,45.5,0
25.672,53.625,22.375,43.25,63.5,28.75,65.125,20.75,48.0,1
47.75,31.125,15.25,54.125,40.75,28.0,81.0,26.25,39.625,0
34.281,56.75,20.625,45.25,?,27.125,69.625,22.125,44.75,0
44.625,25.0,18.375,43.25,38.75,?,?,25.5,35.5,1
61.5,31.875,16.375,40.5,43.5,18.125,60.875,27.125,47.625,0
47.0,40.0,16.5,56.375,48.75,22.75,?,26.375,40.0,1
48.0,37.25,15.75,?,57.125,15.0,65.125,22.125,50.875,0
46.5,44.625,19.75,57.25,57.0,30.0,?,26.625,45.25,0
27.563,?,21.0,41.875,76.875,32.5,70.875,20.5,42.25,1
21.172,53.0,19.25,45.0,62.5,29.875,67.0,18.875,50.25,1
21.063,54.5,19.25,46.75,63.25,30.25,68.75,18.875,48.625,1
?,52.75,19.75,41.875,60.375,28.875,63.75,19.5,46.75,1
44.25,23.125,17.375,42.0,49.375,16.75,67.0,26.125,34.625,1
28.109,50.875,20.0,42.625,86.0,26.5,70.5,21.625,44.125,1
33.078,?,20.625,47.875,?,?,75.875,22.0,46.375,0
48.172,35.0,13.875,40.875,47.0,15.5,62.375,24.875,?,0
30.781,?,20.75,45.125,91.25,?,67.875,21.625,44.125,1
52.375,27.0,?,36.0,?,15.0,61.0,25.875,41.75,0
26.0,49.5,21.5,?,63.0,29.625,64.25,19.75,?,1
26.781,?,21.625,40.5,65.875,30.375,69.375,21.375,43.875,1
19.891,50.125,18.25,44.625,60.875,30.0,66.25,17.0,48.125,1
20.5,?,22.0,42.875,64.25,28.375,66.625,?,45.125,1
43.875,23.25,17.875,?,48.125,16.75,68.0,26.5,34.25,1
35.422,59.25,20.25,48.375,73.125,25.25,79.625,22.75,48.0,0
27.172,?,19.875,?,80.0,26.625,67.125,21.625,41.75,1
42.0,46.125,16.0,45.25,63.375,18.0,70.0,23.375,51.25,0
20.563,53.75,19.125,45.75,63.25,?,67.375,18.25,?,1
39.5,?,19.375,49.5,68.5,21.75,80.875,23.5,?,0
47.75,38.875,17.75,56.25,53.0,26.25,81.125,26.375,41.625,1
?,41.75,19.0,55.75,51.125,?,83.5,26.5,43.625,0
36.328,52.125,18.625,47.375,68.375,18.0,79.625,23.25,46.875,0
25.609,53.75,21.75,42.75,?,30.625,65.75,21.0,46.125,1
45.0,27.5,?,35.375,43.375,16.5,63.875,21.625,37.625,0
49.0,39.625,19.375,52.25,55.125,22.0,81.5,?,?,1
43.25,22.25,15.0,?,47.875,16.625,66.875,25.0,37.75,1
39.172,59.0,20.5,52.75,70.5,21.25,82.5,24.375,?,0
18.109,49.0,19.5,41.875,59.625,26.625,66.25,17.125,47.75,1
59.0,?,16.375,43.875,35.75,19.75,64.5,27.5,49.25,0
46.625,39.0,?,54.25,48.25,23.375,81.375,26.75,40.625,1
45.875,25.25,19.125,46.125,42.5,18.75,68.625,27.375,36.625,0
?,31.75,?,40.875,?,17.875,63.5,28.0,45.25,0
21.219,53.375,18.875,46.125,61.625,28.875,69.0,18.25,47.75,1
?,39.625,16.625,57.25,49.75,22.5,?,27.125,40.0,1
46.25,25.125,20.25,44.5,40.875,19.25,69.75,27.625,38.5,1
24.781,54.25,21.125,43.875,62.25,?,64.875,20.25,46.25,1
40.578,41.5,14.375,?,62.25,18.25,68.25,23.875,48.375,0
34.391,58.0,21.75,44.875,78.375,25.625,73.5,22.125,45.375,0
19.063,50.25,18.375,43.5,60.375,29.125,65.75,16.375,47.875,1
33.578,60.125,22.375,46.375,77.375,27.0,75.375,21.875,47.625,0
34.672,?,21.125,48.25,72.875,25.125,77.75,?,48.375,0
34.0,57.125,21.75,46.875,78.125,?,73.75,22.5,45.125,0
41.5,36.25,13.375,?,53.5,17.875,60.125,21.125,47.375,0
47.672,37.375,15.125,42.75,56.5,16.75,65.375,24.125,47.625,0
45.5,43.625,19.5,55.625,54.0,29.0,84.375,?,44.375,1
45.0,37.25,?,41.25,56.0,16.875,61.625,21.75,50.0,0
?,38.25,17.625,56.0,54.5,26.375,82.0,?,41.375,1
44.5,?,15.5,38.25,?,15.125,67.375,24.625,32.75,1
24.281,54.0,21.5,44.25,62.375,29.125,65.5,20.375,47.625,1
27.172,51.0,20.375,40.0,76.25,?,70.125,20.875,43.75,1
47.25,29.125,15.375,52.875,37.25,27.0,79.75,27.0,39.25,0
52.375,42.25,19.0,54.0,59.75,27.0,81.25,26.625,43.625,1
46.125,22.375,15.125,38.875,50.625,15.375,66.0,24.5,33.375,1
41.828,45.875,15.75,46.25,63.0,17.875,71.0,22.875,50.75,0
37.078,56.625,20.875,49.875,72.75,23.375,77.625,24.375,47.375,0
38.672,?,15.375,44.0,61.75,17.5,69.5,23.25,49.375,0
21.672,54.0,20.625,45.625,62.375,29.75,67.375,19.75,50.75,1
48.578,38.5,16.375,43.125,56.0,15.0,63.625,?,51.0,0
38.422,54.25,19.5,50.125,?,21.375,83.125,24.375,47.5,0
44.25,23.375,17.875,?,43.375,17.0,69.5,26.875,34.125,1
50.0,41.0,18.375,53.25,55.25,27.875,82.125,?,43.5,0
36.172,58.0,20.0,51.125,70.75,24.125,80.0,23.5,?,0
44.5,22.875,?,39.25,48.875,15.875,64.75,23.625,36.0,1
51.125,41.875,?,52.625,56.125,26.375,?,26.375,42.375,1
30.063,54.25,21.875,45.25,91.625,?,69.0,?,45.125,1
52.0,33.75,?,44.625,47.875,17.5,?,25.375,51.0,0
35.563,56.5,20.875,44.125,?,26.375,68.875,22.125,43.5,0
49.625,42.5,18.5,52.875,56.0,27.5,80.25,?,43.0,0
38.922,46.0,16.25,40.0,61.625,18.25,69.5,22.125,49.0,0
59.5,31.5,15.25,41.125,43.0,18.625,63.75,28.25,45.625,0
47.625,34.375,16.25,57.25,41.0,28.0,82.5,?,37.75,0
27.891,50.75,20.0,44.125,90.0,27.5,70.75,21.75,45.5,1
54.5,34.375,15.375,43.0,46.0,17.5,?,26.625,49.625,0
19.563,50.125,18.625,46.0,61.25,29.75,66.5,16.875,48.75,1
47.25,23.25,17.875,41.625,51.5,16.625,?,27.125,35.375,1
39.25,45.375,16.125,40.0,62.0,17.5,69.375,21.5,49.25,0
30.938,54.375,21.0,44.75,92.5,27.375,67.0,21.5,?,1
?,29.5,15.625,54.25,37.125,28.75,?,27.0,39.125,0
35.422,?,20.0,48.625,70.625,24.875,78.25,22.625,47.625,0
27.5,?,20.625,41.5,76.125,32.875,69.125,19.875,42.375,1
40.0,?,?,40.0,62.75,17.25,65.5,21.125,45.875,0
29.781,54.0,21.75,45.375,90.25,?,66.875,21.0,43.75,1
50.625,48.75,20.0,53.25,62.0,?,79.5,26.5,42.375,1
24.938,54.5,22.375,44.25,62.875,29.25,64.625,21.25,?,1
49.0,40.125,18.875,54.5,51.0,?,83.375,?,42.875,0
?,31.5,?,56.75,36.875,28.375,82.75,27.5,39.625,0
46.625,35.0,16.0,?,50.125,27.25,78.25,27.625,39.5,1
40.875,24.125,?,38.0,46.625,15.75,66.5,24.5,37.375,1
25.672,53.625,22.5,43.75,63.875,?,?,20.75,48.125,1
26.438,51.75,22.125,40.0,62.875,30.0,65.25,20.875,42.125,1
28.0,49.875,19.875,42.25,84.625,26.125,70.25,21.625,44.0,1
48.0,38.0,15.625,42.75,55.625,15.75,63.5,22.375,50.75,0
21.5,53.625,20.125,42.625,63.625,?,65.625,18.125,43.0,1
21.281,53.75,19.875,45.625,?,30.0,67.5,19.375,?,1
?,37.25,15.875,54.5,?,24.0,80.0,27.5,39.25,1
30.328000000000007,54.25,22.0,?,91.875,27.5,68.625,22.25,44.5,1
45.25,44.0,18.375,57.25,59.0,28.625,83.5,27.125,44.25,1
28.938,52.875,21.625,44.625,89.75,?,68.0,21.875,44.75,1
36.0,57.625,22.0,45.5,79.5,25.125,71.375,22.25,44.75,0
21.672,58.125,25.125,47.75,63.125,30.625,69.125,20.125,52.25,1
29.781,53.375,22.5,44.0,77.875,33.25,73.25,?,46.0,1
51.922,34.625,14.75,43.125,45.375,18.125,64.75,25.875,49.75,0
41.078,36.75,14.125,38.625,?,15.75,61.5,21.375,49.0,0
39.672,58.75,20.125,?,71.0,22.125,84.125,24.5,48.125,0
45.5,42.25,17.875,56.625,57.0,27.125,81.75,26.75,42.25,1
45.375,25.25,19.625,?,38.875,?,?,27.75,37.875,0
29.172,52.625,22.125,43.875,75.75,33.125,73.0,21.375,44.75,1
27.438,50.0,20.5,41.5,75.375,32.5,?,19.875,42.125,1
44.328,?,14.125,42.625,?,16.875,61.75,21.5,49.75,0
44.375,41.75,18.25,56.125,54.5,25.375,79.75,?,42.5,1
20.438,54.125,22.0,43.75,63.875,28.5,66.5,18.125,45.25,1
48.25,23.375,?,45.625,30.125,19.0,?,26.375,37.0,0
56.672,35.625,16.125,43.125,45.875,18.0,63.125,27.625,49.875,0
25.828000000000007,53.875,22.125,43.25,65.125,?,66.625,21.5,46.75,1
48.625,40.75,19.0,51.5,55.5,22.875,80.75,26.625,42.375,1
38.828,40.0,13.125,40.75,51.375,?,65.375,22.375,46.5,0
28.938,50.75,20.75,44.25,88.75,28.5,68.0,22.125,45.0,1
28.281,50.0,21.625,42.125,69.0,?,70.375,21.75,?,1
36.5,52.25,18.625,48.0,68.5,18.875,80.875,24.125,46.875,0
46.125,38.875,15.75,56.375,49.25,22.25,80.875,26.375,39.5,1
44.875,24.5,20.375,?,?,18.75,67.0,27.0,34.0,0
?,37.375,15.25,43.25,55.875,16.625,65.5,23.375,48.875,0
?,34.375,14.75,43.125,46.0,17.625,64.125,25.75,49.625,0
49.875,41.125,19.0,52.0,54.75,24.375,80.375,27.125,42.375,1
24.438,54.125,19.875,41.0,59.5,29.5,62.5,19.25,46.0,1
44.0,25.25,16.375,?,48.875,16.5,63.625,25.5,39.0,0
46.875,23.375,17.0,40.875,51.375,16.125,69.75,24.875,34.875,1
54.5,28.0,?,37.125,42.75,15.0,60.375,26.125,40.125,0
47.125,29.25,15.375,53.375,36.25,27.5,80.625,26.875,38.625,0
27.563,?,20.5,42.625,87.375,28.0,66.25,21.25,?,1
46.0,42.75,18.0,56.375,52.625,25.5,79.75,27.625,42.375,1
28.219,?,20.5,42.0,86.75,27.375,71.0,22.125,44.375,1
18.438,50.875,19.875,?,61.875,?,68.5,18.25,49.0,1
39.672,58.75,20.375,52.75,70.5,22.125,82.25,24.5,47.5,0
?,25.0,19.625,44.0,40.0,19.25,69.625,27.75,37.5,0
48.5,38.875,16.25,43.75,56.125,15.375,64.125,?,50.875,0
34.563,56.625,20.625,45.0,82.0,26.75,70.0,22.25,44.25,0
54.078,34.0,15.0,43.0,46.0,17.75,63.875,26.375,49.875,0
58.5,35.875,15.875,?,45.25,17.875,64.25,27.5,50.0,0
50.25,24.25,15.75,49.125,?,26.75,76.5,28.25,41.25,0
26.219,52.75,22.5,43.875,64.625,?,65.375,20.875,?,1
43.75,44.125,19.0,59.0,53.0,28.375,84.25,?,44.5,0
35.563,57.5,22.5,45.25,79.75,25.0,?,22.375,?,0
?,54.875,23.5,45.25,65.75,30.0,?,20.0,48.125,1
47.25,28.875,19.5,52.75,37.125,?,75.0,27.5,38.75,1
27.781,?,?,41.375,65.125,?,67.5,20.875,45.625,1
25.672,53.625,23.125,44.5,64.0,?,65.5,21.375,48.875,1
48.25,44.125,19.375,57.5,54.0,30.375,85.875,?,42.75,0
43.625,23.125,17.625,42.0,48.875,17.125,68.0,26.625,34.5,1
35.781,?,21.125,46.125,78.875,26.125,70.75,22.0,44.25,0
33.75,59.875,21.625,47.625,78.75,26.0,76.625,22.125,46.875,0
50.375,46.25,19.375,?,61.875,23.5,78.625,26.625,41.875,1
35.063,57.75,21.5,45.875,78.625,25.875,71.125,22.125,45.75,0
45.625,43.75,18.0,?,58.625,27.625,84.25,27.25,43.25,1
40.922,58.875,19.875,52.0,70.5,22.125,83.5,?,47.875,0
38.5,?,17.0,38.5,?,16.375,68.5,21.0,44.5,0
38.25,39.375,13.125,41.5,54.875,17.75,65.125,22.25,46.0,0
27.0,51.25,22.0,40.375,63.875,30.25,69.0,20.625,42.75,1
27.391,50.625,20.5,40.125,76.75,28.875,71.0,21.125,41.5,1
26.609,50.875,20.125,40.25,76.75,28.0,67.5,22.0,42.25,1
46.25,39.625,15.875,57.375,50.75,22.625,82.0,?,40.125,1
46.25,43.5,19.375,57.625,53.625,29.5,?,27.5,44.25,1
46.0,38.875,16.375,57.0,50.0,22.5,81.625,26.125,39.875,1
21.109,52.5,?,46.875,63.5,?,70.625,18.625,49.875,1
20.438,53.25,19.25,46.125,63.625,32.125,?,18.25,48.875,1
30.781,54.0,?,45.875,92.625,28.125,69.0,22.5,?,1
29.281,52.625,22.25,43.75,77.0,33.0,73.0,21.625,?,1
48.0,29.5,15.875,52.25,39.0,26.5,79.75,?,40.25,0
20.281,54.25,21.75,43.125,64.0,28.625,66.125,19.125,44.375,1
28.828000000000007,53.5,23.25,44.375,76.375,34.375,72.0,21.75,44.0,1
21.328000000000007,54.875,21.0,42.5,63.875,28.75,66.75,18.25,43.25,1
56.828,35.75,16.0,43.0,?,17.75,62.25,27.25,49.875,0
39.172,?,17.25,39.5,67.0,16.625,68.625,20.875,45.5,0
21.438,54.75,21.5,42.625,?,?,66.375,18.75,43.0,1
24.438,52.875,20.0,42.375,59.625,29.0,63.125,19.375,46.625,1
