height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
9.0,73.0,657.0,8.111,0.174,0.434,1.44,?,285.0,79.0,1
?,47.0,282.0,7.832999999999998,0.202,?,57.0,57.0,57.0,1.0,0
8.0,82.0,656.0,10.25,0.393,0.764,?,258.0,501.0,107.0,1
5.0,?,535.0,21.4,0.247,0.91,1.43,?,?,92.0,1
1.0,18.0,?,?,0.944,1.0,17.0,17.0,?,?,0
?,205.0,2255.0,18.636,0.371,0.7170000000000001,3.01,837.0,?,?,1
9.0,?,3123.0,38.556,0.111,0.433,1.26,?,1351.0,275.0,1
14.0,125.0,1750.0,8.929,?,?,2.21,505.0,1285.0,228.0,1
11.0,7.0,77.0,0.636,?,1.0,5.75,?,77.0,8.0,1
7.0,17.0,119.0,?,0.319,0.933,1.41,38.0,111.0,?,1
1.0,42.0,?,42.0,0.381,1.0,1.07,16.0,?,15.0,1
6.0,29.0,?,4.833,0.339,0.8740000000000001,1.51,59.0,152.0,39.0,1
9.0,238.0,2142.0,26.444000000000006,0.168,?,1.26,?,1316.0,285.0,1
8.0,?,96.0,1.5,0.396,0.969,1.65,38.0,93.0,?,1
2.0,?,?,9.5,?,1.0,1.8,9.0,?,5.0,1
12.0,272.0,3264.0,22.667,0.219,0.589,?,?,?,397.0,1
?,?,25935.0,3.132,?,?,?,?,4287.0,36.0,0
9.0,34.0,?,?,0.32,?,1.56,98.0,?,?,1
?,?,?,1.625,0.404,0.99,2.1,42.0,103.0,20.0,1
8.0,9.0,72.0,1.125,0.431,0.903,2.07,31.0,65.0,?,1
7.0,32.0,224.0,4.5710000000000015,0.272,?,?,?,193.0,40.0,1
10.0,242.0,2420.0,24.2,?,0.579,2.08,?,1401.0,303.0,1
?,29.0,435.0,1.933,0.524,0.97,4.15,228.0,422.0,55.0,1
4.0,19.0,76.0,?,0.421,?,1.78,?,70.0,?,1
6.0,40.0,240.0,6.667000000000002,0.221,0.983,1.26,53.0,236.0,42.0,1
5.0,?,?,0.8,0.7,1.0,2.33,?,20.0,6.0,1
8.0,?,376.0,5.875,?,0.7020000000000001,?,?,264.0,66.0,1
13.0,228.0,2964.0,17.538,0.264,0.942,3.29,783.0,2791.0,238.0,1
11.0,228.0,2508.0,?,0.282,0.621,?,?,1558.0,239.0,1
10.0,?,?,9.8,0.463,0.945,2.72,?,926.0,167.0,1
8.0,35.0,280.0,?,0.321,0.775,1.76,90.0,217.0,51.0,1
?,37.0,296.0,?,0.334,0.993,1.29,99.0,294.0,77.0,1
7.0,42.0,294.0,6.0,0.235,0.5710000000000001,1.33,?,?,52.0,1
?,330.0,9240.0,11.786,?,0.066,?,?,614.0,17.0,0
8.0,?,360.0,?,0.156,?,1.87,56.0,?,?,1
7.0,?,7.0,?,?,1.0,7.0,7.0,7.0,1.0,0
10.0,?,1620.0,16.2,?,0.573,5.93,?,928.0,?,1
7.0,34.0,238.0,4.857,0.265,0.748,?,?,?,45.0,1
7.0,9.0,?,?,0.349,0.746,1.69,22.0,47.0,13.0,1
10.0,?,210.0,2.1,0.324,0.6,?,68.0,?,?,1
30.0,?,1830.0,2.033,0.157,0.483,1.88,288.0,884.0,?,0
?,1.0,10.0,?,?,1.0,10.0,?,10.0,?,0
?,20.0,180.0,2.222,?,0.7,2.32,65.0,126.0,?,1
9.0,32.0,288.0,?,0.333,?,1.68,96.0,248.0,?,1
17.0,23.0,391.0,1.3530000000000002,?,0.621,?,146.0,243.0,14.0,1
8.0,33.0,?,4.125,0.436,0.8859999999999999,?,115.0,234.0,61.0,1
9.0,24.0,216.0,2.667,?,?,1.28,46.0,101.0,36.0,1
12.0,117.0,1404.0,9.75,0.231,0.7120000000000001,1.68,324.0,1000.0,193.0,1
?,525.0,4200.0,?,?,0.444,?,?,?,297.0,1
6.0,36.0,?,6.0,0.509,0.991,2.0,110.0,214.0,55.0,1
10.0,?,510.0,5.1,0.337,0.773,2.12,172.0,?,81.0,1
1.0,33.0,?,33.0,0.667,1.0,3.67,22.0,33.0,6.0,0
6.0,46.0,276.0,?,0.322,0.877,1.48,?,242.0,60.0,1
9.0,82.0,738.0,?,0.306,0.695,2.86,226.0,?,79.0,1
10.0,165.0,1650.0,16.5,0.258,?,1.65,426.0,1147.0,258.0,1
?,261.0,2088.0,32.625,0.218,0.773,1.34,455.0,1615.0,340.0,1
?,?,?,29.571,?,0.7709999999999999,1.29,361.0,1117.0,279.0,1
9.0,249.0,?,?,0.301,?,?,?,1655.0,344.0,1
53.0,48.0,2544.0,0.906,0.157,?,7.84,400.0,685.0,51.0,0
?,38.0,266.0,5.4289999999999985,0.301,0.85,1.45,80.0,?,?,1
?,22.0,242.0,2.0,0.632,?,?,153.0,?,19.0,1
?,14.0,?,?,0.337,?,?,33.0,77.0,24.0,1
?,7.0,?,1.0,0.306,0.898,1.36,15.0,44.0,?,1
12.0,284.0,?,23.667,0.325,0.725,2.87,?,2471.0,386.0,1
11.0,?,1298.0,10.727,0.29,?,1.99,376.0,?,189.0,1
8.0,69.0,552.0,?,0.205,?,1.38,113.0,456.0,82.0,1
9.0,169.0,1521.0,18.778,0.343,?,?,522.0,1058.0,200.0,1
?,14.0,98.0,2.0,?,?,?,36.0,77.0,23.0,1
8.0,48.0,384.0,6.0,?,?,1.89,136.0,332.0,72.0,1
1.0,12.0,12.0,12.0,0.583,?,?,7.0,?,4.0,1
1.0,?,45.0,45.0,0.35600000000000004,1.0,1.07,16.0,45.0,15.0,1
9.0,29.0,?,3.222,0.287,0.747,1.53,?,195.0,49.0,1
?,?,168.0,4.667,0.327,?,2.12,55.0,99.0,26.0,1
2.0,69.0,138.0,34.5,?,0.906,10.75,?,125.0,8.0,0
7.0,?,280.0,?,0.18600000000000005,?,2.26,52.0,211.0,23.0,1
?,?,23972.0,8.865,?,?,?,?,5938.0,400.0,0
8.0,148.0,1184.0,18.5,0.182,?,1.2,216.0,740.0,180.0,1
6.0,13.0,78.0,?,0.308,0.872,?,24.0,68.0,15.0,1
10.0,?,600.0,?,0.365,0.7879999999999999,2.35,219.0,473.0,93.0,1
12.0,167.0,2004.0,?,?,0.752,?,451.0,1507.0,234.0,1
?,24.0,120.0,4.8,0.375,0.95,?,?,114.0,31.0,1
1.0,?,?,?,?,1.0,1.14,8.0,?,7.0,1
7.0,?,2422.0,49.429,0.16699999999999998,?,?,404.0,1712.0,?,1
8.0,?,184.0,2.875,0.348,0.723,2.0,64.0,?,32.0,1
8.0,98.0,?,12.25,0.282,0.8640000000000001,1.42,?,677.0,156.0,1
12.0,245.0,2940.0,?,0.204,0.797,1.7,599.0,2342.0,353.0,1
11.0,154.0,1694.0,14.0,0.36,?,2.96,?,1238.0,206.0,1
7.0,35.0,245.0,5.0,0.245,0.804,1.36,60.0,?,44.0,1
?,52.0,468.0,5.778,0.359,0.8270000000000001,2.4,168.0,?,70.0,1
?,271.0,2710.0,27.1,0.197,0.748,?,?,2027.0,?,1
5.0,3.0,15.0,0.6,0.467,1.0,?,7.0,15.0,1.0,1
8.0,70.0,?,8.75,?,?,2.21,217.0,471.0,?,1
6.0,83.0,?,13.833,0.329,?,1.58,?,410.0,104.0,1
24.0,187.0,4488.0,7.792000000000002,0.485,?,8.16,?,4122.0,267.0,1
11.0,12.0,132.0,1.091,?,0.977,2.22,60.0,?,27.0,1
7.0,26.0,182.0,3.714,0.33,0.7859999999999999,?,?,143.0,29.0,1
8.0,14.0,112.0,?,?,0.67,2.0,40.0,75.0,20.0,1
9.0,19.0,171.0,?,0.251,0.977,1.34,43.0,167.0,32.0,1
?,185.0,2035.0,16.817999999999998,0.35600000000000004,0.772,?,?,1572.0,246.0,1
?,227.0,1589.0,32.429,0.217,?,1.6,345.0,809.0,215.0,1
7.0,53.0,371.0,7.5710000000000015,?,0.245,1.5,33.0,91.0,22.0,1
?,?,11232.0,19.5,0.472,?,?,?,10359.0,689.0,1
8.0,192.0,1536.0,24.0,0.207,0.579,?,318.0,889.0,?,1
?,?,8500.0,13.6,0.866,?,?,?,7872.0,444.0,1
8.0,7.0,56.0,0.875,0.268,0.7859999999999999,?,?,44.0,9.0,1
8.0,9.0,?,?,?,0.639,?,23.0,46.0,11.0,1
10.0,?,5110.0,51.1,?,0.529,?,?,2701.0,555.0,1
8.0,33.0,264.0,4.125,0.39,0.973,1.72,103.0,257.0,60.0,1
?,162.0,1620.0,16.2,0.294,0.73,2.71,?,?,?,1
?,48.0,432.0,5.332999999999998,?,0.738,?,111.0,319.0,79.0,1
9.0,82.0,?,9.111,?,0.924,2.39,301.0,682.0,126.0,1
8.0,?,8.0,0.125,1.0,1.0,8.0,?,?,1.0,0
8.0,4.0,32.0,0.5,?,1.0,2.71,?,32.0,7.0,1
?,131.0,1310.0,13.1,0.415,0.857,?,543.0,1123.0,198.0,1
8.0,24.0,192.0,3.0,0.375,0.964,1.8,?,?,40.0,1
7.0,32.0,224.0,4.5710000000000015,0.268,0.83,1.28,?,186.0,47.0,1
10.0,130.0,1300.0,13.0,0.425,0.773,2.79,552.0,?,198.0,1
9.0,?,927.0,?,0.243,0.6629999999999999,1.42,225.0,615.0,159.0,1
8.0,64.0,512.0,?,?,0.947,?,277.0,?,72.0,1
?,?,13767.0,9.051,0.557,?,?,?,8370.0,454.0,1
?,?,88.0,1.375,0.318,1.0,1.4,28.0,88.0,20.0,1
6.0,4.0,?,?,0.5,0.75,6.0,?,18.0,2.0,1
?,?,2088.0,25.778,?,?,1.76,573.0,1633.0,326.0,1
?,7.0,49.0,1.0,0.245,?,1.71,12.0,?,7.0,1
11.0,9.0,99.0,0.818,0.465,0.818,9.2,46.0,81.0,5.0,1
7.0,?,?,6.5710000000000015,0.177,0.304,8.14,57.0,98.0,7.0,0
9.0,152.0,1368.0,16.889,0.379,0.765,2.77,?,1047.0,187.0,1
5.0,7.0,35.0,1.4,?,1.0,2.5,20.0,35.0,8.0,1
8.0,84.0,672.0,10.5,0.229,0.6890000000000001,?,154.0,463.0,110.0,1
?,52.0,?,7.4289999999999985,0.266,0.959,1.21,97.0,349.0,80.0,1
8.0,48.0,384.0,6.0,?,0.914,1.76,?,351.0,66.0,1
9.0,?,495.0,?,0.275,0.6609999999999999,1.92,136.0,327.0,?,1
8.0,?,864.0,13.5,0.235,?,1.41,203.0,534.0,144.0,1
10.0,28.0,280.0,2.8,0.293,0.8,2.0,?,224.0,41.0,1
8.0,?,?,14.25,0.116,0.408,?,106.0,372.0,73.0,1
12.0,43.0,516.0,3.583,0.31,0.7929999999999999,2.32,160.0,409.0,69.0,1
?,440.0,5720.0,33.846,0.255,?,2.18,1459.0,3983.0,?,1
8.0,13.0,104.0,?,0.635,0.7879999999999999,8.25,?,?,?,1
8.0,?,96.0,1.5,?,0.75,?,41.0,72.0,?,1
8.0,29.0,?,3.625,0.401,0.884,2.38,93.0,205.0,39.0,1
5.0,18.0,?,?,0.6890000000000001,1.0,3.44,62.0,90.0,18.0,1
?,161.0,1771.0,?,0.329,0.605,3.05,582.0,1071.0,191.0,1
7.0,7.0,49.0,1.0,0.327,1.0,2.0,16.0,?,8.0,1
?,16.0,80.0,?,0.313,0.813,?,25.0,65.0,12.0,1
9.0,63.0,567.0,7.0,0.289,0.778,?,164.0,441.0,83.0,1
?,?,?,?,0.428,0.895,?,171.0,358.0,?,1
1.0,40.0,40.0,40.0,?,1.0,40.0,?,?,1.0,0
?,?,160.0,?,?,0.906,1.86,65.0,145.0,35.0,1
6.0,13.0,78.0,2.167,0.179,0.923,?,?,72.0,7.0,1
9.0,21.0,?,2.333,0.529,0.958,3.33,100.0,181.0,30.0,1
7.0,?,?,5.2860000000000005,0.521,0.954,3.14,?,?,43.0,1
?,10.0,10.0,10.0,1.0,1.0,10.0,10.0,?,?,0
9.0,?,1566.0,?,?,0.738,1.22,?,1156.0,193.0,1
10.0,?,620.0,6.2,0.265,?,2.19,?,407.0,?,1
8.0,48.0,384.0,6.0,?,0.737,1.96,131.0,283.0,67.0,1
10.0,?,990.0,?,0.473,?,?,468.0,908.0,?,1
5.0,?,?,?,0.375,0.475,15.0,15.0,19.0,1.0,1
?,207.0,2484.0,17.25,?,?,?,496.0,1736.0,292.0,1
10.0,?,230.0,2.3,0.361,0.774,2.44,83.0,178.0,34.0,1
7.0,158.0,1106.0,22.571,0.211,0.552,?,233.0,610.0,146.0,1
12.0,?,1020.0,7.082999999999998,0.476,0.614,5.4,486.0,626.0,90.0,1
?,49.0,441.0,?,0.231,?,1.46,102.0,302.0,70.0,1
16.0,359.0,5744.0,22.438,0.376,0.652,5.41,2158.0,3747.0,399.0,1
11.0,43.0,473.0,3.909,0.336,0.753,2.74,159.0,356.0,58.0,1
8.0,?,2392.0,37.375,0.18600000000000005,?,1.32,446.0,1643.0,338.0,1
8.0,28.0,224.0,3.5,0.397,0.996,2.07,89.0,223.0,?,1
5.0,?,115.0,?,0.504,0.7829999999999999,?,58.0,90.0,24.0,1
14.0,84.0,1176.0,6.0,0.261,0.623,2.31,307.0,733.0,133.0,1
?,16.0,144.0,?,0.375,1.0,?,54.0,144.0,26.0,1
?,17.0,153.0,1.889,0.608,0.856,7.15,93.0,131.0,13.0,1
?,21.0,189.0,2.333,0.519,0.942,3.27,98.0,178.0,30.0,1
8.0,102.0,816.0,12.75,0.403,0.929,2.7,329.0,758.0,?,1
10.0,72.0,720.0,7.2,0.292,0.667,1.81,?,480.0,116.0,1
?,369.0,4797.0,28.385,?,0.662,?,?,3176.0,398.0,1
8.0,55.0,440.0,?,0.225,0.645,1.77,99.0,?,?,1
5.0,4.0,20.0,?,0.45,0.8,?,9.0,16.0,3.0,1
8.0,12.0,96.0,1.5,0.438,?,2.1,42.0,96.0,20.0,1
9.0,155.0,1395.0,17.222,?,0.731,2.44,483.0,1020.0,198.0,1
?,497.0,5964.0,41.417,?,?,?,?,4478.0,731.0,1
5.0,12.0,60.0,2.4,?,0.75,1.46,19.0,45.0,13.0,1
13.0,350.0,4550.0,26.923,0.381,?,?,?,2682.0,386.0,1
4.0,9.0,?,2.25,0.611,0.611,22.0,22.0,22.0,1.0,0
8.0,12.0,96.0,?,0.4270000000000001,0.7190000000000001,2.73,41.0,69.0,15.0,1
3.0,113.0,339.0,37.667,0.41,0.472,13.9,139.0,160.0,10.0,0
7.0,18.0,?,?,0.27,?,1.36,34.0,?,?,1
8.0,43.0,344.0,5.375,?,0.977,?,118.0,336.0,69.0,1
12.0,?,?,0.667,0.292,1.0,3.11,28.0,96.0,?,1
6.0,14.0,84.0,2.333,0.298,0.619,1.79,25.0,52.0,14.0,1
7.0,?,?,1.857,?,0.923,1.76,30.0,84.0,17.0,1
?,47.0,423.0,?,?,0.747,?,?,316.0,48.0,1
8.0,24.0,192.0,3.0,0.203,0.568,1.7,39.0,109.0,?,1
10.0,4.0,40.0,?,0.375,0.4,15.0,?,16.0,?,1
13.0,239.0,3107.0,18.385,0.239,?,2.16,742.0,1912.0,343.0,1
8.0,?,640.0,10.0,0.303,0.922,1.72,?,590.0,113.0,1
9.0,22.0,198.0,2.444,0.268,0.596,?,53.0,118.0,16.0,1
?,54.0,?,?,?,0.741,1.24,93.0,360.0,75.0,1
11.0,43.0,473.0,3.909,0.281,?,2.18,133.0,366.0,61.0,1
8.0,535.0,4280.0,66.875,0.16399999999999998,0.6,1.35,704.0,2566.0,520.0,1
6.0,19.0,114.0,?,?,0.789,1.38,33.0,90.0,?,1
6.0,?,?,?,?,?,?,98.0,206.0,?,1
8.0,64.0,?,?,?,0.912,1.93,197.0,467.0,?,1
8.0,12.0,96.0,1.5,0.4270000000000001,0.927,2.05,41.0,89.0,20.0,1
?,84.0,2016.0,3.5,0.474,0.872,8.69,956.0,1758.0,110.0,1
13.0,38.0,494.0,?,?,0.957,3.6,155.0,?,?,1
9.0,148.0,1332.0,16.444000000000006,?,0.5579999999999999,?,195.0,743.0,167.0,1
8.0,162.0,1296.0,20.25,0.435,0.936,?,564.0,1213.0,?,1
9.0,96.0,864.0,10.667,?,?,1.96,243.0,704.0,?,1
10.0,100.0,1000.0,10.0,0.41,0.846,?,410.0,846.0,146.0,1
7.0,15.0,?,2.143,0.229,?,?,24.0,103.0,17.0,1
?,17.0,?,17.0,1.0,1.0,17.0,17.0,17.0,?,0
?,21.0,189.0,2.333,0.29100000000000004,?,1.57,55.0,144.0,35.0,1
?,?,4165.0,14.412,0.913,?,?,?,4152.0,293.0,1
12.0,40.0,480.0,3.333,0.271,0.733,1.97,?,352.0,66.0,1
26.0,170.0,4420.0,6.5379999999999985,0.188,0.909,1.54,833.0,4017.0,542.0,1
10.0,31.0,310.0,3.1,0.281,0.606,1.98,87.0,188.0,?,1
10.0,20.0,200.0,?,?,0.855,?,?,171.0,33.0,1
7.0,?,?,6.5710000000000015,0.304,0.963,2.58,98.0,310.0,38.0,1
9.0,40.0,360.0,4.444,0.35600000000000004,0.967,2.29,128.0,348.0,56.0,1
?,25.0,200.0,?,0.335,0.77,1.68,67.0,154.0,40.0,1
22.0,20.0,440.0,0.909,0.28,?,5.35,123.0,251.0,23.0,1
9.0,187.0,1683.0,20.778,?,0.7859999999999999,3.03,707.0,1323.0,?,1
?,73.0,876.0,6.082999999999998,?,?,?,225.0,518.0,105.0,1
8.0,26.0,208.0,3.25,0.293,0.596,2.03,?,124.0,30.0,1
26.0,?,26.0,0.038,1.0,1.0,26.0,?,26.0,1.0,0
7.0,33.0,231.0,4.714,?,0.8440000000000001,1.2,61.0,?,51.0,1
10.0,?,?,4.7,0.336,0.628,2.26,158.0,295.0,70.0,1
8.0,28.0,224.0,?,0.406,?,2.07,91.0,?,44.0,1
8.0,216.0,1728.0,27.0,0.408,0.747,3.18,?,1290.0,?,1
5.0,94.0,470.0,18.8,?,0.7979999999999999,1.62,86.0,375.0,53.0,1
9.0,?,?,8.0,0.241,?,1.61,?,355.0,97.0,1
?,4.0,24.0,0.667,0.667,?,8.0,?,24.0,2.0,1
8.0,39.0,?,?,0.205,0.7120000000000001,?,?,222.0,?,1
4.0,?,24.0,?,?,0.5,?,10.0,12.0,1.0,1
22.0,72.0,1584.0,3.273,0.469,0.848,8.64,?,1343.0,?,1
10.0,?,?,2.3,0.313,0.8909999999999999,?,72.0,205.0,?,1
7.0,72.0,504.0,10.286,0.236,0.6509999999999999,1.7,119.0,328.0,70.0,1
14.0,187.0,2618.0,13.357,0.265,?,2.31,693.0,?,300.0,1
?,8.0,64.0,?,0.344,0.922,1.83,?,59.0,12.0,1
7.0,?,700.0,14.286,?,0.8490000000000001,1.83,?,594.0,157.0,1
12.0,45.0,540.0,3.75,0.467,?,6.63,252.0,375.0,?,1
8.0,31.0,248.0,3.875,?,0.782,2.0,92.0,194.0,46.0,1
6.0,9.0,54.0,1.5,0.37,?,2.0,20.0,39.0,10.0,1
?,?,8160.0,14.167,?,?,?,?,3822.0,643.0,1
?,103.0,824.0,12.875,0.425,0.933,2.71,350.0,769.0,129.0,1
11.0,?,935.0,7.727,?,0.894,?,240.0,836.0,?,1
12.0,118.0,1416.0,9.833,0.266,0.7340000000000001,1.99,377.0,1039.0,189.0,1
7.0,?,777.0,?,?,0.883,1.5,197.0,686.0,131.0,1
9.0,194.0,?,?,?,?,?,295.0,1043.0,215.0,1
11.0,7.0,77.0,?,0.468,1.0,3.6,36.0,77.0,10.0,1
