region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,outcome
?,201.0,9.0,0.0,0.111111,0.722223,0.64693,?,2.45553,58.7037,52.8889,?,51.0,-17.4444,?,-23.1111,72.2222,0.294187,?,0
132.0,91.0,?,0.0,?,?,188.507,33.4444,889.363,?,?,52.6667,39.8889,-20.7778,?,-8.77778,52.6667,?,-2.34606,0
221.0,111.0,9.0,0.0,0.0,0.611111,0.240741,0.388889,0.240741,1.33333,0.0,4.0,0.0,?,8.0,-4.0,4.0,1.0,-2.0944,0
150.0,113.0,9.0,0.0,0.0,0.5,0.255556,0.777778,0.207407,5.59259,7.111110000000001,6.66667,3.0,?,3.22222,-7.77778,7.111110000000001,0.579365,-0.942558,1
24.0,172.0,?,0.0,0.0,1.16667,0.91287,?,5.45554,42.037,38.0,?,37.7778,-12.1111,?,-12.7778,50.3333,0.249836,-2.14372,0
121.0,?,9.0,?,0.0,2.27778,2.32963,2.88889,2.87407,26.7407,24.6667,35.2222,20.3333,-6.22222,25.4444,-19.2222,35.2222,0.4223,-1.77611,1
168.0,77.0,9.0,0.0,0.0,?,1.27408,1.55556,?,?,?,71.3333,53.1111,-16.0,35.3333,-19.3333,71.3333,0.255329,-2.03087,0
48.0,?,9.0,0.0,0.0,1.22222,?,?,4.82963,?,8.66667,?,?,?,-7.555560000000002,?,?,?,1.90846,0
146.0,?,9.0,0.0,0.0,0.5,0.166667,0.388889,?,6.03704,7.444439999999998,7.33333,3.33333,4.22222,3.88889,-8.11111,7.66667,0.563492,-1.02473,1
57.0,89.0,9.0,0.0,0.0,1.72222,1.3066799999999998,?,4.70343,17.0,13.0,24.5556,13.4444,?,22.6667,?,24.5556,0.4774890000000001,?,0
252.0,137.0,9.0,0.0,0.0,0.8888889999999999,?,?,0.712325,0.740741,0.333333,1.77778,0.111111,-1.22222,3.11111,-1.88889,1.77778,0.75,-2.00761,0
2.0,?,9.0,?,0.0,2.16667,2.38889,2.38889,1.5296299999999998,18.7407,17.3333,?,?,-4.22222,19.4444,-15.2222,25.2222,0.4576810000000001,-1.75373,1
?,137.0,9.0,?,0.0,1.77778,1.36083,3.44444,?,40.8519,39.8889,45.3333,37.3333,-2.88889,?,-10.5556,45.3333,0.176066,-1.7579900000000002,0
187.0,80.0,9.0,?,?,1.33333,0.7111109999999999,1.33333,0.711109,40.5185,37.7778,47.6667,?,-8.22222,21.4444,?,47.6667,0.24473000000000006,?,0
235.0,196.0,9.0,0.0,0.0,1.66667,?,2.22222,?,47.2593,41.7778,58.5556,41.4444,-16.4444,33.8889,-17.4444,58.5556,?,?,0
150.0,94.0,9.0,?,0.0,?,?,1.27778,0.507409,95.2963,80.8889,?,85.7778,-43.2222,?,-28.5556,119.222,0.32150500000000004,?,0
?,50.0,?,?,?,1.77778,1.00369,1.11111,0.91084,109.259,?,?,103.556,?,63.2222,?,?,0.2797,-2.37202,0
80.0,124.0,9.0,0.0,0.0,0.555556,?,0.444444,0.02963,5.11111,6.66667,6.0,2.66667,4.66667,2.66667,-7.33333,6.77778,0.608466,-0.877707,1
?,?,?,0.0,0.0,0.8888889999999999,0.562963,?,?,5.74074,7.33333,?,?,4.77778,2.44444,?,?,?,-0.862108,1
?,115.0,?,0.0,0.0,0.166667,?,0.333333,0.13333299999999998,?,8.22222,7.888889999999999,3.88889,?,3.66667,-8.33333,8.44444,0.5385800000000001,-0.965144,1
28.0,?,9.0,0.0,0.0,0.222222,0.074074,0.777778,0.207407,5.18518,6.66667,?,?,?,2.44444,-6.888889999999999,?,0.566138,?,1
155.0,140.0,9.0,0.0,0.0,0.444444,0.118519,?,0.088889,?,6.555560000000002,5.55556,2.88889,4.66667,?,-6.33333,6.66667,?,-0.783647,1
184.0,197.0,9.0,0.0,0.0,3.05556,?,?,2.7460400000000003,?,8.88889,?,17.4444,?,-7.22222,16.4444,?,0.515187,?,0
?,30.0,?,?,0.0,?,0.272164,1.22222,0.720082,113.259,?,130.111,108.889,?,50.5556,-13.1111,130.111,0.225384,-2.38531,0
213.0,86.0,9.0,0.0,0.0,0.833333,?,0.388889,?,17.1481,13.2222,24.6667,13.5556,?,22.5556,-10.7778,24.6667,?,-2.12361,0
112.0,197.0,9.0,0.0,0.0,4.22222,2.99382,?,3.12279,50.3333,44.6667,62.2222,44.1111,-17.0,35.6667,-18.6667,62.2222,0.29632800000000004,-2.0712200000000003,0
?,185.0,?,?,?,3.05555,2.97707,?,2.15424,57.0741,50.1111,71.1111,?,-20.8889,?,?,71.1111,0.298025,-2.08885,0
?,?,9.0,0.0,0.0,0.444444,0.207407,1.61111,?,19.8889,20.6667,?,?,2.33333,12.6667,?,?,?,?,1
?,57.0,?,?,?,0.944444,0.712326,1.61111,1.10387,124.259,113.0,140.333,119.444,-33.7778,?,-14.4444,140.333,0.194754,?,0
16.0,?,9.0,0.0,0.0,0.5,?,0.666667,0.311111,5.55556,?,?,3.11111,?,3.33333,-7.33333,7.111110000000001,0.561508,-0.985811,1
58.0,128.0,?,0.111111,0.0,2.94444,1.75647,?,1.68215,16.4815,10.1111,25.8889,13.4444,-19.1111,?,?,?,0.6133850000000001,?,0
137.0,?,9.0,0.0,?,1.83333,?,?,9.21852,34.9259,31.4444,42.8889,30.4444,-10.4444,23.8889,-13.4444,42.8889,0.285756,-2.00112,0
99.0,156.0,9.0,?,0.0,2.05556,2.64074,2.5,5.18889,21.0,?,29.2222,17.0,-12.6667,24.6667,-12.0,29.2222,0.431321,-2.10936,0
100.0,?,?,0.111111,0.0,0.777778,0.16296300000000002,0.722222,0.32963000000000003,2.74074,0.333333,6.22222,?,-7.22222,10.4444,-3.22222,6.22222,?,?,0
77.0,36.0,9.0,?,?,?,0.17213699999999998,1.05556,?,111.926,98.2222,?,?,?,?,-14.1111,130.333,0.24634,-2.38738,0
?,81.0,?,?,?,?,0.646932,0.722224,0.389683,105.926,91.8889,124.889,101.0,-42.1111,56.8889,-14.7778,124.889,?,-2.38226,0
?,133.0,9.0,0.0,0.0,0.833333,0.300001,0.444445,0.02963,?,6.22222,16.6667,6.66667,-10.8889,20.4444,-9.55556,16.6667,0.627269,-2.1387400000000003,0
?,40.0,?,0.0,?,0.611111,0.574132,0.722223,0.772203,?,96.2222,?,106.889,?,54.8889,-11.4444,129.0,0.254051,-2.43469,0
115.0,156.0,9.0,0.0,?,?,0.389682,1.05556,0.64693,24.2593,17.2222,?,?,-21.1111,?,15.8889,?,0.417328,2.84342,0
139.0,128.0,9.0,0.0,0.0,2.94444,7.88519,3.16667,?,5.2963,2.44444,9.55556,3.88889,-8.55556,12.7778,-4.22222,?,0.804724,-2.30037,0
112.0,38.0,?,?,?,11.0556,11.0743,1.11111,1.06805,64.6296,58.2222,78.4444,?,-19.2222,41.4444,-22.2222,78.4444,0.27165900000000004,?,0
?,115.0,?,?,0.0,0.222224,0.02963,?,1.22964,132.778,?,145.333,129.778,?,?,-9.0,145.333,0.152134,-2.40548,0
22.0,114.0,?,0.111111,0.0,?,1.16269,?,0.408248,30.4815,24.4444,40.7778,26.2222,?,?,?,40.7778,0.400536,-2.20716,0
219.0,176.0,?,0.0,0.111111,?,1.85792,5.11111,2.8414900000000003,?,53.3333,75.6667,51.8889,?,46.1111,?,75.6667,?,-2.03065,0
214.0,?,9.0,0.0,?,0.277778,?,0.111111,?,?,0.0,3.33333,0.111111,-3.44444,6.555560000000002,-3.11111,3.33333,1.0,?,0
?,29.0,9.0,0.0,?,?,0.403687,0.444443,0.403686,112.074,?,130.556,107.111,?,?,?,130.556,0.245093,-2.37321,0
200.0,215.0,9.0,0.0,0.0,1.55556,?,?,2.64505,23.037,17.1111,22.5556,29.4444,-17.7778,-1.44444,19.2222,?,?,2.56105,0
212.0,160.0,9.0,0.0,?,?,1.29386,1.44444,1.7722099999999998,?,17.7778,23.4444,28.5556,-16.4444,0.555556,15.8889,28.5556,0.378216,2.6426,0
52.0,170.0,9.0,0.0,0.0,0.555556,0.45542,0.944444,0.389683,25.4444,20.1111,25.3333,?,-16.0,-0.333333,16.3333,30.8889,0.349112,2.60401,0
19.0,102.0,9.0,0.0,0.0,?,1.50062,1.16667,0.62361,58.3704,50.6667,?,51.0,-23.1111,45.2222,-22.1111,73.4444,0.317014,?,0
186.0,90.0,9.0,0.0,0.0,4.44444,1.45551,0.666667,?,10.037,7.555560000000002,15.0,?,-7.444439999999998,14.8889,?,?,0.533928,-2.06703,0
34.0,13.0,?,?,0.0,0.22222,0.172131,1.55555,?,70.3704,60.6667,?,?,?,?,-24.1111,88.1111,0.311437,?,0
225.0,36.0,9.0,0.0,0.0,0.444445,0.272166,0.388889,?,?,5.0,13.6667,?,-8.77778,17.2222,-8.44444,13.6667,0.634921,-2.1073,0
32.0,?,9.0,0.0,0.0,1.27778,1.5408,?,?,12.1481,9.77778,?,17.3333,-7.111110000000001,-8.44444,?,17.3333,?,2.04387,0
225.0,?,?,0.0,0.0,0.444445,0.207407,0.444444,?,5.44444,6.77778,6.77778,2.77778,4.0,4.0,?,?,0.601852,-1.0482200000000002,1
6.0,?,9.0,0.0,0.0,?,1.00741,?,4.02963,19.0741,15.1111,?,24.3333,-11.8889,-3.88889,15.7778,24.3333,0.381867,?,0
?,198.0,9.0,0.0,0.0,2.83333,1.34577,4.11111,?,48.7037,?,?,42.3333,-17.7778,?,?,61.0,?,-2.07072,0
199.0,?,9.0,?,?,0.555555,0.296296,?,0.02963,?,0.666667,4.88889,0.333333,-3.88889,8.77778,?,4.88889,?,?,0
?,13.0,?,?,?,?,1.01112,0.944445,?,141.815,?,148.889,139.444,?,21.2222,-7.111110000000001,148.889,0.07980599999999999,-2.27677,0
126.0,141.0,?,0.0,0.0,1.38889,1.35185,0.8888889999999999,0.82963,3.25926,0.444444,?,?,-8.44444,13.2222,?,?,0.953086,-2.25712,0
96.0,133.0,9.0,0.0,0.0,?,0.018519,0.222222,0.02963,0.481482,0.0,1.44444,0.0,-1.44444,2.88889,-1.44444,1.44444,1.0,-2.0944,0
48.0,81.0,?,0.0,0.0,0.611111,0.240743,0.888891,0.429629,112.926,?,?,?,-21.7778,?,-26.1111,128.889,?,-2.03349,0
208.0,240.0,9.0,0.111111,0.0,1.05556,0.8629629999999999,2.44444,5.00741,?,10.8889,13.0,18.5556,-9.77778,-3.44444,13.2222,18.5556,0.421621,2.39249,0
4.0,?,9.0,0.0,?,3.33333,1.81353,3.22222,?,19.5556,15.5556,16.6667,26.4444,?,-8.66667,20.6667,?,?,2.2051,0
53.0,?,9.0,0.0,0.0,?,0.3,0.277778,0.018519,6.962960000000002,4.66667,11.2222,5.0,-6.888889999999999,12.7778,-5.88889,11.2222,0.587234,-2.13846,0
?,21.0,?,0.0,0.0,0.444445,0.6074069999999999,1.22222,0.118518,130.148,120.778,143.222,?,-28.1111,?,-11.1111,143.222,0.15668,?,0
14.0,117.0,9.0,0.0,0.0,0.333333,0.13333299999999998,0.555556,0.074074,5.77778,6.33333,?,3.44444,1.66667,5.33333,?,7.555560000000002,0.543651,-1.3539,1
?,50.0,?,0.0,0.0,0.444445,0.5443319999999999,1.44444,0.688533,122.074,?,139.778,116.556,-36.5556,?,-16.5556,139.778,0.21380900000000005,?,0
229.0,147.0,9.0,0.0,0.111111,?,14.063,?,1.27778,?,20.8889,38.6667,22.3333,-19.2222,34.1111,-14.8889,38.6667,0.457405,?,0
101.0,?,9.0,0.111111,0.0,?,0.843274,1.5,0.888194,3.40741,1.11111,6.0,3.11111,-6.888889999999999,7.77778,-0.8888889999999999,?,0.843518,-2.51916,0
108.0,138.0,9.0,?,0.0,?,0.062963,0.5,?,?,1.44444,6.66667,1.44444,-5.22222,10.4444,-5.22222,?,0.799603,-2.08783,0
209.0,249.0,9.0,0.0,0.0,?,2.38519,?,3.80741,8.55556,8.0,7.555560000000002,10.1111,-1.66667,-3.0,?,?,0.309022,1.91742,0
44.0,20.0,?,0.0,?,0.611111,0.062963,1.44444,0.562963,113.852,102.667,132.333,?,-33.5556,?,-21.8889,132.333,0.224139,-2.23183,0
?,?,9.0,?,0.0,2.88889,2.40986,4.83333,2.62255,54.7037,47.8889,?,47.2222,?,?,?,69.0,?,-2.06566,0
87.0,196.0,9.0,0.111111,?,1.33333,0.8692280000000001,?,1.6688900000000002,61.5926,55.0,?,54.1111,?,42.2222,?,75.6667,?,-2.04874,0
176.0,187.0,9.0,0.0,0.0,?,1.60093,2.33333,2.0221,?,49.0,68.0,47.3333,-17.3333,39.6667,-22.3333,68.0,0.304126,?,0
112.0,30.0,9.0,?,?,?,0.272164,1.22222,0.720082,113.259,?,130.111,108.889,?,50.5556,-13.1111,130.111,0.225384,-2.38531,0
106.0,136.0,9.0,0.0,0.0,0.333333,0.177778,0.388889,0.107407,0.703704,0.111111,?,0.111111,-1.77778,3.55556,-1.77778,1.88889,0.962963,-2.0944,0
225.0,91.0,9.0,0.0,0.0,0.666667,?,0.666667,?,?,1.11111,8.0,1.88889,-7.66667,13.0,-5.33333,?,0.867813,-2.21774,0
217.0,?,9.0,0.0,0.0,1.55556,2.74074,1.66667,0.533333,?,37.2222,48.2222,35.2222,?,24.0,-15.0,48.2222,0.269192,-1.93207,0
?,66.0,?,0.111111,0.0,1.16667,0.25555700000000003,1.83333,2.12223,114.222,?,?,107.0,?,43.6667,-21.6667,128.778,?,-2.09899,0
94.0,127.0,9.0,0.0,?,0.777778,0.501849,0.777778,0.688531,2.74074,0.555556,?,2.11111,-6.555560000000002,8.44444,-1.88889,5.55556,0.915344,?,0
?,65.0,?,0.0,0.0,1.38889,1.23678,26.4444,25.5375,?,52.6667,64.4444,53.0,-12.1111,23.2222,?,64.4444,?,-1.97081,0
89.0,89.0,9.0,0.0,0.0,1.72222,2.90741,?,4.86296,21.8889,21.3333,27.7778,16.5556,-1.66667,17.6667,-16.0,?,0.400445,?,1
?,33.0,9.0,?,?,?,0.272163,0.8888879999999999,0.620634,124.556,?,?,119.556,?,?,-15.0,140.889,0.196297,-2.33354,0
?,201.0,9.0,0.0,0.0,1.44444,0.918519,0.944444,0.551852,7.77778,6.22222,?,11.5556,-4.66667,-6.66667,11.3333,11.5556,?,1.9829900000000005,0
?,183.0,9.0,0.0,0.0,?,0.429629,2.27778,4.1963,18.1852,14.2222,17.1111,23.2222,-11.8889,-3.22222,?,23.2222,0.389882,2.42802,0
31.0,?,?,0.111111,0.0,0.8888889999999999,?,?,?,5.25926,1.55556,10.1111,4.11111,-11.1111,14.5556,-3.44444,10.1111,0.8513790000000001,?,0
70.0,?,9.0,0.0,0.111111,?,2.01568,5.27778,3.27561,54.8519,48.8889,68.0,47.6667,-17.8889,39.4444,-21.5556,68.0,?,-2.03351,0
17.0,110.0,9.0,0.111111,0.0,1.27778,1.26296,2.72222,?,?,1.44444,?,4.0,-7.555560000000002,?,0.111111,?,0.806658,-2.61865,0
83.0,114.0,?,?,?,1.38889,1.12963,?,0.5962970000000001,?,20.0,24.6667,?,0.444444,14.4444,?,24.6667,0.394964,-1.50866,1
?,111.0,9.0,0.0,0.0,0.555555,0.16296300000000002,2.55556,?,3.81481,?,5.55556,1.77778,0.8888889999999999,?,?,5.55556,0.715608,-1.43724,1
57.0,117.0,9.0,0.0,0.0,0.444445,0.207407,0.388889,0.062963,6.33333,?,?,3.88889,4.0,3.33333,-7.33333,8.0,0.510362,-0.983947,1
209.0,191.0,9.0,0.0,0.111111,3.05556,?,?,6.07149,48.2222,43.8889,58.6667,42.1111,-13.0,?,?,58.6667,?,-1.9649,0
108.0,?,?,0.0,?,?,4.36866,1.66667,1.05409,53.2593,?,67.1111,46.3333,-20.7778,41.5556,-20.7778,67.1111,0.312927,?,0
208.0,240.0,9.0,0.111111,0.0,1.05556,0.8629629999999999,?,5.00741,14.1481,10.8889,13.0,18.5556,-9.77778,-3.44444,13.2222,18.5556,?,?,0
?,111.0,9.0,0.0,0.0,1.11111,?,0.555555,?,28.7407,24.5556,?,25.7778,-12.5556,21.4444,-8.88889,?,0.31548400000000004,-2.20267,0
215.0,235.0,9.0,0.0,0.0,1.38889,1.06284,?,?,?,6.77778,8.0,12.7778,-7.22222,-3.55556,10.7778,?,0.482192,2.31076,0
3.0,?,9.0,0.0,0.111111,2.22222,5.05185,1.0,?,?,1.88889,?,?,-11.2222,15.1111,-3.88889,10.6667,?,-2.38395,0
252.0,181.0,9.0,0.0,0.0,1.0,0.632456,?,2.03761,16.2963,13.5556,13.8889,21.4444,-8.22222,-7.22222,15.4444,21.4444,?,2.14143,0
134.0,?,?,0.0,?,1.88889,?,2.11111,1.7847099999999998,59.3704,52.6667,?,51.3333,?,44.2222,-24.1111,?,0.307458,-2.03348,0
72.0,111.0,9.0,0.0,0.0,0.5,?,0.944444,?,1.2963,0.0,3.55556,0.333333,-3.88889,6.77778,?,3.55556,1.0,-2.1394900000000003,0
18.0,123.0,9.0,0.0,0.0,0.722222,0.8629629999999999,0.611111,0.4185180000000001,1.07407,0.111111,2.66667,0.444444,-2.88889,4.77778,?,2.66667,0.981482,-2.16921,0
140.0,116.0,9.0,?,0.0,0.944445,0.285185,0.8888889999999999,?,22.1111,21.3333,28.1111,16.8889,?,18.0,-15.6667,?,0.398448,?,1
169.0,137.0,9.0,?,0.0,1.5,0.4777770000000001,8.44444,?,25.3333,?,?,20.7778,-20.0,33.6667,?,36.5556,0.5025689999999999,-2.21303,0
174.0,50.0,?,?,0.0,?,?,0.944445,0.952579,107.444,94.6667,125.778,?,?,?,-16.6667,125.778,0.247337,-2.3373,0
103.0,65.0,?,0.0,?,1.27778,?,1.22222,0.91084,60.1481,?,73.8889,?,-19.1111,41.2222,-22.1111,73.8889,0.287045,-2.0419,0
145.0,152.0,9.0,0.0,?,0.722222,?,2.77778,1.10889,25.037,19.6667,25.7778,29.6667,-16.1111,2.22222,13.8889,?,0.337989,2.73113,0
121.0,112.0,9.0,0.0,0.0,2.38889,1.76908,0.5,0.278887,23.7037,19.4444,32.3333,19.3333,-12.7778,25.8889,-13.1111,32.3333,0.409544,?,0
237.0,191.0,9.0,?,0.0,1.0,0.311111,1.5,?,7.33333,5.33333,5.44444,11.2222,-6.0,-5.66667,?,11.2222,0.53582,2.12242,0
140.0,?,9.0,0.0,0.0,0.666667,?,2.66667,3.77778,3.92593,1.55556,?,?,-7.111110000000001,11.5556,-4.44444,7.77778,0.8531989999999999,?,0
71.0,95.0,9.0,0.0,0.0,?,?,2.66667,?,?,4.77778,?,8.33333,-14.2222,17.7778,-3.55556,15.4444,0.698902,-2.44501,0
?,19.0,?,?,?,1.0,0.7601180000000001,?,0.7793640000000001,126.667,?,142.444,122.111,?,?,?,142.444,0.189527,-2.35283,0
139.0,121.0,9.0,0.0,0.0,1.05556,0.418519,1.16667,0.833334,3.7037,0.777778,?,2.55556,-8.77778,12.2222,-3.44444,?,?,?,0
16.0,128.0,?,0.0,0.0,0.5,0.077778,0.666667,0.311111,5.55556,6.888889999999999,?,3.11111,4.0,3.33333,-7.33333,7.111110000000001,0.561508,?,1
172.0,140.0,?,0.0,0.0,3.0,0.421636,0.666667,?,3.22222,2.66667,5.0,2.0,-1.66667,5.33333,?,5.0,0.656085,-1.85316,0
90.0,?,9.0,0.0,0.0,1.27778,0.854184,?,1.13529,18.7407,11.7778,29.5556,?,-20.8889,?,-11.5556,29.5556,0.596104,?,0
114.0,238.0,9.0,0.0,0.0,1.66667,?,?,?,13.6296,11.1111,?,?,-7.555560000000002,-8.88889,?,?,0.461459,2.04668,0
28.0,188.0,9.0,0.0,0.0,1.44444,1.4963,5.11111,19.0074,29.963,26.8889,?,26.5556,-9.22222,19.4444,?,?,?,?,0
183.0,153.0,9.0,0.0,0.0,5.0,12.2667,3.0,6.888889999999999,?,21.3333,38.7778,23.8889,-20.0,32.3333,-12.3333,38.7778,0.447745,-2.24274,0
142.0,119.0,9.0,0.0,?,5.27778,0.854184,1.05556,0.6116159999999999,45.6296,40.6667,?,40.2222,-14.8889,31.1111,?,56.0,0.28077,-2.0640400000000003,0
?,40.0,?,?,?,?,0.596295,1.5,1.54444,123.778,?,139.667,?,?,47.6667,-16.3333,139.667,0.188503,-2.2922,0
195.0,161.0,?,0.0,0.0,2.11111,1.80741,?,91.3222,41.4815,36.0,51.1111,37.3333,-16.4444,28.8889,-12.4444,51.2222,?,-2.31651,0
?,32.0,?,?,?,0.777774,0.162964,2.61111,1.04074,136.296,129.778,?,132.778,?,30.1111,-10.5556,146.333,0.113055,-2.28076,0
?,?,9.0,0.0,0.0,0.944444,0.490655,0.444445,0.403687,?,51.5556,?,50.2222,?,37.5556,-20.7778,?,0.278963,-2.02406,0
?,19.0,?,0.111111,?,?,0.551851,1.88889,1.98518,110.296,?,130.222,?,?,59.7778,?,130.222,?,-2.26433,0
228.0,91.0,9.0,0.0,0.0,0.722222,0.196296,1.11111,?,?,0.444444,6.22222,1.22222,-6.555560000000002,10.7778,-4.22222,6.22222,0.939815,-2.22574,0
55.0,?,9.0,0.0,0.0,6.38889,?,3.38889,?,?,?,?,6.77778,-10.6667,16.3333,-5.66667,?,?,-2.27555,0
40.0,35.0,9.0,0.0,?,?,?,1.05555,0.646928,69.4444,61.7778,?,61.2222,?,47.6667,-24.6667,85.3333,0.287488,?,0
149.0,182.0,9.0,0.111111,0.0,3.11111,3.20878,?,5.64899,?,37.2222,47.3333,35.0,-7.888889999999999,22.4444,-14.5556,47.3333,?,-1.86828,0
205.0,106.0,9.0,0.0,0.0,0.777778,0.45542,0.388889,?,?,14.1111,24.0,14.3333,-10.1111,19.5556,-9.44444,24.0,0.416401,-2.11767,0
80.0,72.0,9.0,0.0,?,1.22222,?,1.44444,1.16746,59.0,?,74.4444,51.2222,?,46.3333,-23.3333,74.4444,?,-2.09022,0
190.0,105.0,9.0,?,0.0,1.88889,2.2963,2.16667,1.6777799999999998,45.7407,?,56.3333,39.6667,?,31.7778,?,56.3333,?,-1.99608,0
136.0,216.0,9.0,0.111111,?,2.77778,1.32777,?,2.98453,?,11.4444,?,20.5556,-10.8889,-5.55556,16.4444,?,0.441675,2.28457,0
137.0,94.0,9.0,0.222222,?,1.66667,0.8,?,2.88889,21.2222,20.6667,27.3333,?,-1.66667,18.3333,-16.6667,27.3333,0.427811,-1.62715,1
189.0,79.0,?,0.0,0.0,?,2.32963,1.33333,0.755556,41.4074,38.0,49.6667,?,?,24.7778,-14.5556,49.6667,0.265535,-1.98458,0
123.0,?,9.0,0.0,0.0,?,0.0,0.0,?,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.0,73.0,9.0,0.0,0.0,1.38889,?,2.61111,3.12963,19.0741,19.2222,24.1111,?,0.444444,?,-15.5556,24.1111,0.421504,-1.52425,1
254.0,159.0,9.0,0.0,0.0,3.55556,?,?,152.7,?,31.3333,46.2222,32.3333,?,?,-12.8889,46.2222,?,-2.31687,0
33.0,?,9.0,0.0,0.0,0.444444,0.807373,?,1.09545,0.740741,0.222222,?,0.222222,-1.55556,3.11111,-1.55556,?,0.407407,-2.0944,0
?,107.0,?,?,?,?,1.28889,?,0.418522,?,?,145.222,130.0,?,?,-11.0,145.222,0.13383,-2.31738,0
123.0,104.0,9.0,0.0,0.0,2.27778,2.10741,4.0,2.0,21.9259,?,28.6667,16.5556,-4.11111,20.2222,-16.1111,?,0.421395,-1.72879,1
147.0,?,9.0,?,0.0,0.388889,?,0.444445,0.118519,?,?,7.0,?,4.0,4.0,-8.0,?,0.59127,?,1
161.0,?,9.0,0.0,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0
2.0,88.0,9.0,0.0,0.0,3.61111,?,2.5,5.85556,7.77778,3.55556,?,?,-12.6667,16.6667,-4.0,?,0.754703,?,0
?,?,9.0,0.0,0.0,3.55556,5.40741,7.77778,40.0296,25.2963,23.5556,?,?,?,13.7778,-8.55556,?,?,-1.85826,0
10.0,137.0,9.0,0.0,0.0,0.555555,?,0.277778,0.018519,0.925926,0.111111,?,0.0,?,?,-2.77778,2.66667,?,?,0
169.0,102.0,9.0,0.0,0.0,1.0,?,0.8888889999999999,0.296295,58.2222,53.4444,69.6667,51.5556,-14.3333,34.3333,-20.0,69.6667,0.25976,-1.98558,0
127.0,143.0,9.0,0.0,0.0,?,0.122222,?,0.6074069999999999,4.18518,0.8888889999999999,9.44444,2.22222,-9.88889,15.7778,-5.88889,?,?,?,0
243.0,94.0,9.0,?,0.0,0.666667,?,0.222222,0.02963,1.18519,0.222222,3.22222,0.111111,?,?,-3.22222,3.22222,0.977778,?,0
146.0,140.0,9.0,0.0,0.0,1.05556,0.462963,1.0,0.577778,6.33333,7.888889999999999,?,3.77778,4.66667,3.0,?,8.22222,0.537017,-0.909267,1
144.0,169.0,9.0,0.0,0.0,1.11111,?,1.38889,?,17.1111,?,?,19.8889,-11.0,2.66667,?,19.8889,0.324965,2.83482,0
134.0,?,9.0,0.0,0.0,0.388889,0.250924,?,?,20.9259,16.6667,29.5556,16.5556,-12.7778,25.8889,-13.1111,29.5556,0.44338,?,0
