company1,company2,company3,company4,company5,company6,company7,company8,company9,outcome
33.422,58.125,19.875,47.625,73.0,25.5,?,22.75,48.375,0
34.25,57.125,?,?,73.375,25.0,77.25,22.75,48.5,0
?,50.375,20.875,39.875,76.875,?,?,20.625,42.0,1
?,?,?,?,?,17.125,61.75,21.625,50.25,0
?,?,?,48.125,?,25.625,78.125,22.75,48.75,0
26.109,53.0,22.5,?,64.375,30.0,?,20.875,?,1
43.875,44.5,?,57.5,?,29.375,?,26.625,44.5,0
24.672,?,20.625,?,60.875,29.375,64.125,?,?,1
?,?,?,43.25,88.875,27.0,?,?,45.0,1
21.063,?,?,?,62.25,29.875,68.875,?,47.25,1
?,?,14.25,?,?,?,?,26.875,44.25,0
?,?,?,?,?,?,68.375,?,45.625,1
20.938,?,?,44.75,61.875,30.0,66.5,20.0,?,1
?,?,?,45.125,?,26.75,?,?,44.125,0
47.125,29.375,?,52.125,?,?,79.25,27.0,?,0
?,52.125,?,?,77.75,34.875,?,20.125,42.5,1
47.0,37.25,14.0,?,?,?,?,?,?,0
49.0,47.0,?,49.5,?,22.75,?,25.5,40.5,1
?,28.0,17.25,52.625,?,?,?,?,?,0
?,52.0,22.75,?,75.0,?,?,20.375,?,1
?,20.0,?,?,48.875,15.125,64.25,?,?,1
38.25,?,20.625,?,70.625,23.0,?,23.75,46.75,0
46.75,39.125,?,56.0,?,22.125,?,?,?,1
47.625,25.25,15.5,?,50.875,17.25,64.0,25.5,39.5,0
?,?,15.75,38.125,?,14.375,58.375,?,?,0
39.25,?,16.125,?,?,17.5,68.625,?,49.375,0
46.125,24.75,15.75,?,?,?,74.125,?,?,0
23.781,?,20.25,?,60.125,?,61.75,?,?,1
49.25,?,?,46.5,?,?,?,?,?,0
27.328000000000007,50.25,?,40.75,79.5,28.125,?,21.75,42.25,1
34.672,57.625,?,44.875,79.0,?,73.125,22.25,45.5,0
?,23.375,14.75,?,?,?,?,?,35.875,1
28.281,50.875,?,43.75,89.75,27.625,?,?,45.375,1
?,?,15.25,45.125,?,17.75,67.25,22.25,?,0
25.719,?,23.0,45.125,64.0,29.5,65.25,21.5,?,1
?,?,21.625,?,64.0,29.0,?,20.375,?,1
37.578,?,18.75,?,68.625,?,?,23.5,46.875,0
?,?,?,?,?,?,77.25,27.75,?,0
33.75,?,21.5,47.75,?,26.625,77.0,22.125,46.125,0
30.5,53.875,?,44.625,?,27.25,69.0,22.0,45.125,1
27.109,51.125,21.25,?,63.875,30.0,67.125,?,44.0,1
?,?,?,?,?,?,?,27.75,?,0
?,45.5,15.125,?,60.125,17.0,?,?,48.25,0
36.922,?,18.375,47.25,69.25,18.5,?,23.625,?,0
31.891,?,?,45.75,93.0,?,?,?,?,1
21.781,?,?,43.25,62.75,?,66.75,18.625,43.0,1
20.891,?,?,?,64.25,?,?,19.0,44.0,1
?,?,?,?,?,?,?,?,44.75,0
34.5,56.25,?,43.625,79.125,26.25,?,?,42.875,0
21.609,?,?,?,62.875,?,66.625,18.75,?,1
?,?,15.5,?,?,?,63.875,?,50.75,0
21.063,?,23.625,?,64.875,30.75,66.125,?,48.625,1
?,26.75,16.0,?,?,?,?,?,43.625,0
45.375,21.125,19.875,?,?,?,69.75,?,?,1
?,20.625,15.0,?,52.625,?,?,25.375,?,0
?,23.75,16.75,?,50.125,14.875,69.5,?,?,1
29.938,53.625,22.0,?,91.125,27.125,?,20.875,?,1
26.281,52.75,23.0,?,?,30.25,66.5,?,47.875,1
47.5,?,?,?,?,?,?,27.875,39.625,1
?,57.625,?,?,78.5,26.25,?,?,45.0,0
38.922,45.625,?,?,61.0,17.125,66.875,22.5,48.625,0
20.781,?,?,?,64.625,30.875,?,?,?,1
?,?,?,44.875,78.875,25.25,?,?,45.125,0
22.438,?,?,41.875,?,?,62.875,?,?,1
?,?,17.375,60.125,?,?,83.25,27.75,?,1
?,?,?,48.375,73.25,?,?,22.5,?,0
58.875,?,16.125,?,44.125,18.125,?,?,50.75,0
?,27.0,15.75,?,43.75,?,62.0,?,40.25,0
50.0,41.125,19.125,51.75,?,?,?,?,42.125,1
?,58.625,?,53.25,?,22.5,?,24.375,47.625,0
?,20.0,?,?,51.25,?,66.375,?,?,0
?,53.5,?,45.0,91.625,27.625,67.875,21.75,?,1
?,?,18.375,52.75,?,?,82.0,?,?,0
?,50.75,?,43.875,90.0,?,69.375,?,?,1
47.125,30.625,?,?,?,?,76.375,?,?,1
?,?,15.625,?,?,17.0,?,22.5,49.375,0
46.5,34.75,?,?,46.75,15.375,62.5,?,?,0
45.0,?,19.5,?,27.75,?,67.25,?,?,1
?,54.0,23.125,43.625,?,35.125,?,21.625,?,1
42.328,36.875,13.375,?,53.125,?,?,?,?,0
42.328,?,12.875,39.25,52.125,17.0,62.625,21.75,?,0
60.125,?,16.125,?,?,18.875,?,?,50.0,0
44.875,44.0,?,?,?,?,84.0,27.25,44.625,0
21.672,?,?,43.125,?,29.625,67.0,?,?,1
24.109,?,?,?,62.75,?,65.625,20.125,47.875,1
28.781,?,?,44.125,?,?,72.5,21.0,44.0,1
47.625,24.875,15.0,?,?,?,63.625,?,?,0
19.938,?,?,44.125,61.875,29.375,65.25,?,?,1
?,?,20.125,40.375,76.0,?,69.75,?,?,1
?,57.75,?,46.5,78.75,?,?,?,?,0
45.25,44.0,?,?,56.375,29.0,?,27.0,?,0
?,58.5,?,47.25,75.5,26.125,73.875,22.0,45.75,0
29.328000000000007,?,22.75,?,74.0,?,73.25,22.5,46.5,1
44.375,24.625,15.125,39.25,51.0,?,65.75,?,?,1
?,?,?,?,85.875,26.75,?,22.0,45.25,0
?,53.75,?,?,?,?,?,?,44.5,1
?,50.875,?,40.25,82.25,26.5,?,21.625,?,1
?,?,?,45.375,90.75,?,66.125,21.5,?,1
26.281,?,21.75,39.0,62.75,?,65.125,?,41.75,1
35.719,?,?,45.5,79.625,?,?,?,45.5,0
?,?,?,45.375,78.875,26.625,73.125,22.125,45.25,0
?,29.5,?,?,42.625,?,?,?,?,0
21.563,?,?,47.875,63.625,31.625,?,21.5,51.0,1
?,53.0,?,43.75,64.25,29.375,66.0,21.25,48.0,1
29.109,?,?,?,72.5,32.75,72.125,?,47.0,1
48.875,32.5,?,?,?,?,?,?,?,0
?,23.75,?,37.625,?,?,66.625,24.375,?,1
?,32.0,19.0,?,?,?,62.375,?,?,0
?,26.25,16.0,?,?,?,75.0,26.25,40.375,0
20.891,54.875,22.625,?,62.375,29.75,67.625,19.625,50.375,1
45.5,40.75,?,?,52.0,?,80.0,27.75,?,1
38.672,49.0,?,44.0,?,18.875,?,22.875,46.875,0
34.922,?,?,48.5,74.75,25.875,79.25,22.875,?,0
37.75,?,?,53.0,69.625,22.875,?,?,47.125,0
?,32.0,15.75,?,?,?,?,26.875,37.375,0
?,?,20.0,?,82.5,?,?,?,42.75,1
28.563,?,?,42.0,?,?,71.625,?,46.375,1
?,59.75,21.0,47.75,?,26.25,?,?,46.375,0
29.781,53.0,21.625,45.5,?,28.5,?,21.875,?,1
45.75,?,16.125,?,?,?,?,?,39.625,1
?,51.25,?,42.25,?,26.625,?,?,44.5,1
?,?,?,?,?,?,?,26.75,?,1
?,?,?,40.25,63.75,30.375,67.375,?,?,1
?,54.5,?,45.125,?,28.5,?,21.5,44.375,1
?,?,13.25,?,58.25,?,65.0,?,?,0
?,?,22.25,?,62.0,?,66.0,?,?,1
?,23.125,17.875,?,?,?,67.875,?,?,0
?,56.375,?,43.875,78.75,26.375,68.375,?,43.25,0
?,37.25,?,?,?,?,?,?,51.0,0
48.25,24.875,14.5,?,?,?,60.625,?,39.0,0
?,53.0,21.25,42.625,?,?,65.75,18.125,?,1
?,?,15.875,37.625,?,17.25,63.875,25.375,39.0,0
48.25,?,14.5,?,41.375,?,61.0,?,?,0
?,52.5,?,?,68.625,19.75,?,24.25,?,0
48.0,25.125,17.75,49.625,?,?,?,27.375,?,0
?,24.0,17.0,?,?,?,69.375,24.875,?,1
26.563,?,?,?,75.125,26.25,68.0,?,41.25,1
28.609,?,22.375,42.625,73.25,32.875,72.875,?,?,1
34.828,?,?,48.625,73.5,25.375,?,22.75,48.25,0
?,?,17.125,?,67.5,?,?,?,44.375,0
?,59.125,?,49.375,73.25,?,?,23.0,48.0,0
24.828000000000007,?,20.625,43.625,61.875,29.375,?,?,47.25,1
21.0,?,24.0,?,64.25,?,65.625,?,48.75,1
?,37.0,13.25,39.75,?,?,?,?,?,0
?,30.0,15.5,38.125,?,?,62.75,?,41.25,0
24.609,?,20.5,42.875,61.25,29.625,64.75,?,?,1
46.25,44.25,?,?,?,?,?,?,?,1
47.0,33.5,15.375,?,?,?,?,?,?,0
48.25,25.0,14.5,?,?,?,75.5,27.125,?,0
25.672,53.25,?,?,64.75,31.0,65.625,21.125,?,1
50.25,45.625,?,52.5,?,?,?,26.75,42.25,1
59.0,32.0,15.0,41.125,?,?,?,?,46.0,0
26.172,?,22.25,?,64.375,?,?,?,?,1
?,?,?,45.125,90.875,?,?,21.125,42.75,1
?,?,19.875,?,88.125,27.875,71.125,22.5,45.125,1
35.672,58.0,?,50.125,70.75,24.625,80.125,?,48.125,0
?,?,17.125,40.375,63.5,17.625,?,?,45.5,0
25.672,?,22.375,?,63.5,?,65.125,?,48.0,1
?,31.125,?,?,?,?,?,26.25,?,0
?,56.75,?,?,?,27.125,?,22.125,44.75,0
?,25.0,18.375,?,38.75,?,?,25.5,?,1
61.5,?,?,40.5,?,18.125,?,?,47.625,0
47.0,40.0,?,?,?,?,?,26.375,?,1
?,?,15.75,42.0,57.125,?,?,?,50.875,0
46.5,44.625,19.75,57.25,?,30.0,85.0,26.625,?,0
?,50.5,?,41.875,76.875,32.5,?,20.5,?,1
21.172,53.0,?,?,62.5,?,67.0,18.875,50.25,1
21.063,?,19.25,46.75,63.25,30.25,68.75,18.875,48.625,1
?,?,19.75,?,60.375,28.875,63.75,19.5,46.75,1
?,?,17.375,?,?,?,67.0,?,?,1
?,50.875,20.0,42.625,?,26.5,?,21.625,?,1
?,?,?,47.875,?,26.0,?,?,46.375,0
?,?,13.875,40.875,?,?,62.375,?,?,0
30.781,54.0,?,45.125,91.25,?,?,?,?,1
52.375,27.0,15.625,?,?,?,61.0,?,41.75,0
26.0,49.5,21.5,?,?,?,64.25,?,?,1
?,?,?,40.5,65.875,?,69.375,21.375,?,1
19.891,?,18.25,44.625,60.875,30.0,66.25,17.0,?,1
?,53.625,22.0,?,64.25,?,66.625,18.375,?,1
43.875,?,17.875,?,48.125,?,68.0,26.5,34.25,1
?,59.25,?,48.375,73.125,?,?,22.75,48.0,0
?,51.375,19.875,?,80.0,26.625,?,21.625,41.75,1
42.0,46.125,?,45.25,?,?,?,?,51.25,0
20.563,?,?,?,63.25,30.0,67.375,18.25,47.5,1
39.5,?,19.375,49.5,68.5,21.75,?,23.5,?,0
?,38.875,?,?,?,?,?,26.375,?,1
48.75,41.75,?,?,51.125,?,83.5,?,43.625,0
?,?,?,47.375,68.375,18.0,?,?,46.875,0
25.609,53.75,?,42.75,?,30.625,65.75,21.0,?,1
?,?,15.625,?,43.375,?,63.875,?,37.625,0
?,39.625,?,?,55.125,?,?,26.875,42.875,1
?,22.25,?,?,47.875,?,66.875,25.0,?,1
?,59.0,20.5,52.75,?,21.25,?,?,47.625,0
18.109,?,19.5,?,59.625,26.625,66.25,17.125,?,1
59.0,34.5,16.375,?,?,?,64.5,?,49.25,0
46.625,39.0,17.75,54.25,48.25,23.375,?,26.75,40.625,1
?,25.25,?,?,?,?,68.625,27.375,?,0
58.0,31.75,14.75,40.875,?,17.875,63.5,?,45.25,0
21.219,?,18.875,?,?,28.875,69.0,18.25,?,1
48.125,39.625,?,57.25,?,?,?,?,?,1
?,?,20.25,?,?,?,69.75,?,?,1
?,54.25,?,?,?,?,64.875,20.25,?,1
?,?,14.375,42.375,62.25,?,?,23.875,48.375,0
?,58.0,?,44.875,?,25.625,?,?,45.375,0
19.063,?,18.375,?,60.375,?,65.75,16.375,?,1
?,?,?,?,77.375,?,75.375,?,47.625,0
?,?,?,48.25,72.875,25.125,?,22.875,48.375,0
?,?,?,46.875,78.125,26.5,?,?,45.125,0
?,36.25,13.375,39.625,53.5,17.875,60.125,?,?,0
?,?,15.125,42.75,56.5,?,?,?,47.625,0
45.5,?,?,?,?,29.0,84.375,?,?,1
?,?,14.25,?,?,?,?,?,50.0,0
48.375,38.25,?,?,54.5,?,?,?,?,1
?,22.25,?,?,?,15.125,?,?,?,1
24.281,?,21.5,44.25,?,?,65.5,?,?,1
27.172,?,20.375,40.0,?,28.5,?,20.875,43.75,1
?,?,15.375,52.875,?,?,79.75,27.0,?,0
52.375,?,?,54.0,?,?,?,26.625,?,1
46.125,22.375,15.125,?,50.625,?,66.0,?,33.375,1
?,?,?,?,63.0,17.875,?,22.875,?,0
?,?,20.875,49.875,72.75,23.375,?,?,47.375,0
?,?,15.375,?,61.75,17.5,?,23.25,?,0
?,?,20.625,?,62.375,?,67.375,19.75,?,1
?,38.5,16.375,?,?,15.0,?,?,?,0
38.422,54.25,?,50.125,68.25,21.375,?,24.375,47.5,0
?,23.375,?,?,?,17.0,?,?,?,1
?,41.0,?,?,?,?,?,26.5,43.5,0
36.172,?,?,51.125,?,24.125,?,23.5,?,0
44.5,22.875,14.625,?,48.875,?,?,?,36.0,1
?,41.875,?,52.625,?,?,?,26.375,?,1
30.063,54.25,?,45.25,?,?,?,22.0,45.125,1
?,33.75,14.0,?,?,?,?,?,?,0
35.563,56.5,20.875,44.125,?,26.375,?,?,43.5,0
49.625,42.5,?,52.875,?,?,80.25,?,43.0,0
?,46.0,?,?,61.625,18.25,69.5,22.125,?,0
59.5,31.5,?,?,?,?,63.75,?,45.625,0
?,34.375,16.25,57.25,?,?,?,?,?,0
?,?,?,44.125,?,27.5,?,21.75,45.5,1
?,34.375,?,?,?,17.5,61.25,?,49.625,0
19.563,?,18.625,?,?,?,66.5,16.875,?,1
?,?,17.875,?,?,?,69.5,?,35.375,1
?,?,16.125,?,62.0,?,?,21.5,49.25,0
?,54.375,21.0,?,?,27.375,?,21.5,44.375,1
47.75,29.5,?,54.25,?,28.75,?,27.0,?,0
35.422,57.375,?,?,70.625,24.875,?,22.625,47.625,0
?,?,?,41.5,?,32.875,?,19.875,42.375,1
?,?,?,?,62.75,17.25,65.5,?,45.875,0
?,54.0,?,45.375,90.25,26.75,?,21.0,43.75,1
?,48.75,?,53.25,62.0,24.5,?,26.5,42.375,1
24.938,?,22.375,44.25,62.875,29.25,?,21.25,?,1
49.0,40.125,18.875,?,?,28.0,83.375,?,42.875,0
47.625,31.5,15.875,?,?,?,82.75,?,?,0
?,35.0,?,?,?,27.25,78.25,27.625,?,1
?,24.125,15.375,38.0,46.625,?,66.5,24.5,?,1
?,?,?,43.75,63.875,29.125,65.625,20.75,48.125,1
26.438,?,22.125,?,62.875,?,65.25,?,42.125,1
?,?,?,42.25,?,26.125,?,?,?,1
?,?,15.625,42.75,?,15.75,63.5,?,50.75,0
21.5,?,?,42.625,63.625,28.25,65.625,18.125,?,1
21.281,?,?,45.625,62.125,30.0,67.5,?,?,1
?,37.25,15.875,?,?,?,?,27.5,?,1
?,54.25,?,?,91.875,27.5,?,22.25,44.5,1
45.25,44.0,18.375,57.25,?,?,?,?,?,1
?,?,?,?,89.75,29.375,68.0,21.875,?,1
36.0,?,22.0,45.5,?,25.125,?,22.25,44.75,0
21.672,58.125,25.125,47.75,?,30.625,?,20.125,?,1
29.781,53.375,?,?,77.875,33.25,73.25,22.5,?,1
51.922,34.625,14.75,?,?,18.125,?,?,49.75,0
?,?,14.125,?,54.5,?,61.5,?,?,0
39.672,58.75,?,52.25,71.0,22.125,?,?,48.125,0
45.5,42.25,?,56.625,?,?,81.75,?,42.25,1
?,25.25,19.625,?,38.875,?,70.125,?,?,0
?,?,22.125,43.875,75.75,?,73.0,21.375,?,1
?,?,20.5,41.5,75.375,32.5,71.5,19.875,42.125,1
?,?,14.125,?,55.875,16.875,?,21.5,49.75,0
44.375,41.75,18.25,?,?,25.375,?,26.875,?,1
20.438,?,?,43.75,63.875,28.5,66.5,18.125,?,1
48.25,23.375,20.0,?,?,19.0,68.5,26.375,?,0
?,?,16.125,?,?,?,63.125,?,49.875,0
25.828000000000007,?,22.125,?,65.125,30.625,66.625,21.5,?,1
48.625,40.75,19.0,?,?,22.875,?,?,?,1
?,?,13.125,?,51.375,?,65.375,22.375,46.5,0
?,?,?,?,88.75,28.5,?,22.125,?,1
?,?,21.625,?,69.0,30.875,?,21.75,?,1
?,52.25,?,48.0,?,18.875,?,24.125,46.875,0
46.125,38.875,15.75,56.375,?,?,?,?,39.5,1
44.875,24.5,20.375,?,?,?,67.0,?,34.0,0
?,?,15.25,43.25,?,?,65.5,?,?,0
?,34.375,14.75,?,?,17.625,64.125,?,?,0
?,41.125,19.0,?,?,?,?,?,?,1
?,?,?,?,59.5,?,62.5,?,46.0,1
?,?,16.375,?,?,?,?,?,39.0,0
?,23.375,17.0,?,?,?,69.75,?,34.875,1
54.5,?,14.875,?,?,15.0,60.375,26.125,40.125,0
?,?,?,?,?,?,80.625,?,38.625,0
?,?,?,42.625,87.375,28.0,66.25,21.25,44.5,1
46.0,42.75,?,?,?,?,?,27.625,42.375,1
28.219,?,?,?,86.75,27.375,?,?,44.375,1
?,?,19.875,43.875,61.875,27.25,68.5,18.25,?,1
?,58.75,?,52.75,?,22.125,?,24.5,47.5,0
?,25.0,?,?,?,?,69.625,?,?,0
?,38.875,16.25,?,?,?,?,22.75,50.875,0
?,56.625,?,45.0,?,26.75,?,?,44.25,0
?,?,?,?,?,?,63.875,?,49.875,0
?,?,?,?,45.25,?,64.25,?,50.0,0
?,24.25,15.75,?,?,?,?,?,?,0
?,?,?,43.875,?,29.875,65.375,20.875,46.0,1
43.75,44.125,19.0,59.0,53.0,28.375,?,26.875,44.5,0
?,?,22.5,?,79.75,?,?,?,45.0,0
21.063,?,23.5,?,65.75,?,?,20.0,?,1
47.25,28.875,?,?,?,?,?,27.5,?,1
27.781,?,?,?,65.125,31.0,67.5,20.875,?,1
?,?,?,44.5,64.0,?,65.5,?,?,1
48.25,?,?,57.5,?,?,85.875,26.0,42.75,0
43.625,23.125,17.625,?,48.875,?,68.0,26.625,?,1
?,57.25,21.125,46.125,78.875,26.125,?,22.0,44.25,0
33.75,59.875,?,47.625,78.75,?,76.625,?,46.875,0
50.375,46.25,19.375,52.25,61.875,?,?,26.625,41.875,1
?,57.75,?,45.875,?,25.875,?,22.125,45.75,0
45.625,43.75,?,57.25,?,27.625,84.25,27.25,?,1
40.922,?,?,52.0,?,22.125,?,24.5,47.875,0
?,?,17.0,?,67.625,16.375,?,21.0,44.5,0
?,?,?,41.5,54.875,?,65.125,22.25,46.0,0
27.0,?,22.0,?,63.875,30.25,?,20.625,?,1
?,50.625,?,?,76.75,28.875,71.0,21.125,41.5,1
?,50.875,?,40.25,76.75,28.0,?,?,?,1
?,39.625,?,57.375,50.75,?,?,?,?,1
46.25,43.5,?,57.625,?,29.5,?,27.5,44.25,1
?,?,?,?,50.0,22.5,81.625,26.125,?,1
21.109,?,19.25,?,63.5,28.125,70.625,18.625,49.875,1
20.438,?,?,46.125,?,32.125,66.375,18.25,?,1
?,54.0,?,45.875,92.625,28.125,?,22.5,45.25,1
29.281,?,?,?,77.0,33.0,73.0,21.625,45.125,1
48.0,29.5,15.875,52.25,?,?,79.75,27.875,?,0
?,?,?,?,64.0,28.625,66.125,19.125,44.375,1
28.828000000000007,53.5,23.25,44.375,76.375,34.375,72.0,21.75,?,1
21.328000000000007,?,21.0,42.5,63.875,?,66.75,18.25,43.25,1
56.828,?,?,43.0,?,?,62.25,?,49.875,0
?,?,?,39.5,67.0,16.625,68.625,?,45.5,0
21.438,?,?,42.625,64.125,28.25,66.375,18.75,?,1
24.438,?,20.0,42.375,59.625,29.0,63.125,?,?,1
26.219,?,?,?,?,?,64.875,19.875,42.125,1
20.563,?,18.875,?,63.375,32.125,67.0,18.0,?,1
21.281,?,19.125,46.875,62.0,29.375,69.25,18.25,47.125,1
26.063,?,?,?,62.625,?,64.75,19.625,?,1
?,?,?,?,?,19.625,65.0,?,?,0
46.0,44.125,?,?,?,?,?,?,45.0,1
21.063,?,19.5,46.375,63.75,30.5,68.75,18.875,?,1
?,52.875,?,?,61.375,29.25,67.375,?,?,1
24.391,?,?,42.875,61.5,29.75,64.75,19.5,?,1
?,?,18.0,?,46.625,?,68.625,?,?,1
21.781,?,?,?,61.75,28.875,63.25,?,?,1
45.75,40.25,17.5,55.25,?,25.25,?,?,?,1
?,58.25,?,45.75,72.25,25.75,?,22.5,48.625,0
?,53.0,?,45.875,62.0,?,67.125,19.0,?,1
28.281,?,?,41.875,78.0,31.625,70.75,?,42.75,1
?,?,?,49.75,72.75,23.75,?,24.25,46.875,0
32.438,56.875,?,45.5,88.125,27.375,?,22.5,?,0
?,?,?,48.75,73.25,?,79.0,23.0,47.875,0
33.5,57.75,?,?,73.0,?,?,23.0,49.0,0
?,?,?,46.375,63.25,27.625,69.5,18.125,49.125,1
46.625,33.25,15.875,?,42.75,?,82.0,27.75,40.75,0
?,?,?,?,?,?,?,22.375,?,0
?,53.5,?,45.875,?,?,68.625,22.0,44.875,1
34.25,?,?,48.25,?,25.75,79.0,?,49.0,0
43.25,?,?,59.375,?,?,?,27.0,44.0,0
25.891,?,?,?,64.25,?,65.25,?,45.5,1
?,?,?,50.625,?,23.25,?,24.25,47.625,0
26.719,?,?,40.75,77.125,27.875,?,21.625,?,1
48.75,41.25,?,?,?,?,?,27.125,?,1
?,?,20.25,39.75,76.625,?,?,20.875,42.625,1
35.172,58.0,?,46.0,80.125,?,71.75,22.25,?,0
27.672,50.125,?,?,?,?,69.375,?,?,1
?,42.125,?,?,?,?,79.375,27.5,?,1
36.828,?,20.375,49.5,?,25.25,?,23.0,48.125,0
27.719,?,?,41.75,77.375,?,70.5,20.25,41.625,1
?,57.375,21.5,50.75,?,?,?,24.625,?,0
?,19.25,14.375,?,?,15.75,65.625,?,?,0
?,38.0,14.375,?,?,?,?,?,?,0
?,?,18.25,?,69.125,18.625,?,23.25,?,0
33.672,?,20.625,45.875,?,?,?,21.75,45.125,0
?,37.25,?,?,?,?,65.0,?,?,0
32.5,?,?,46.375,94.125,27.625,?,22.0,44.875,0
45.125,24.625,19.75,?,?,?,67.5,25.375,?,0
?,26.125,15.375,?,43.75,?,60.0,?,?,0
25.781,?,22.25,43.125,?,?,66.375,21.25,?,1
?,37.0,?,?,?,?,79.0,27.375,39.125,1
?,?,?,?,62.125,?,66.5,?,?,1
?,?,?,?,62.25,?,69.75,?,?,1
?,53.375,21.625,45.125,90.375,27.25,?,?,43.75,1
?,57.625,?,50.625,?,23.25,?,?,47.25,0
47.0,?,16.25,55.625,?,28.875,?,27.625,39.625,1
?,?,?,48.125,?,25.5,78.0,22.875,48.625,0
20.672,53.0,23.25,?,61.75,29.875,66.5,19.75,?,1
48.375,29.125,15.5,?,?,?,78.75,?,?,0
?,21.0,14.25,?,?,?,64.375,?,33.25,1
?,44.125,?,?,?,?,?,?,49.25,0
?,25.875,?,?,45.75,15.875,63.25,?,37.125,1
?,?,?,50.375,72.125,?,?,23.75,47.0,0
20.391,?,?,45.125,61.625,?,67.5,?,46.0,1
?,52.75,19.0,48.125,69.5,18.875,81.125,23.25,47.25,0
?,22.125,15.25,38.0,50.0,15.125,?,24.25,?,1
49.5,23.625,15.375,49.125,?,?,77.75,?,?,0
45.625,25.125,16.5,?,50.0,?,63.75,?,?,1
58.125,?,?,?,?,?,64.75,?,49.125,0
53.25,27.5,14.625,?,?,14.75,?,?,?,0
?,53.625,?,45.0,90.375,?,66.375,21.0,43.375,1
25.938,?,21.75,39.125,64.5,30.0,64.125,?,41.125,1
?,57.5,?,50.75,?,22.375,?,23.75,46.75,0
?,44.75,16.125,?,61.375,16.875,66.25,?,48.25,0
?,?,?,56.5,?,?,?,27.75,42.25,1
?,39.375,13.0,39.625,52.5,17.5,?,22.125,?,0
?,?,?,46.125,?,27.125,?,?,44.875,0
?,?,?,?,?,32.875,73.0,21.875,?,1
?,?,15.875,?,?,?,64.0,28.125,47.125,0
?,27.25,15.75,?,?,16.0,?,?,?,0
35.5,?,20.125,48.75,?,25.625,?,?,48.5,0
47.25,?,16.25,?,?,?,81.75,?,?,0
46.375,39.0,?,?,?,?,?,26.875,40.125,1
23.938,?,?,40.0,59.5,28.75,?,?,45.0,1
?,?,19.75,40.625,79.375,27.125,67.5,21.875,?,1
?,43.25,?,40.125,67.75,16.375,?,21.125,45.25,0
46.0,39.25,16.125,?,?,?,?,27.375,?,1
44.875,25.375,18.625,?,?,?,69.0,?,36.25,0
?,?,?,?,?,?,64.125,?,49.0,0
28.828000000000007,?,?,?,?,35.0,71.625,22.0,44.875,1
46.375,22.625,17.25,?,?,16.125,70.125,26.375,?,1
22.0,?,21.375,43.75,64.25,?,67.75,18.375,?,1
42.5,?,?,?,41.25,?,62.375,?,?,1
?,?,?,40.5,78.875,28.375,66.375,?,42.5,1
?,?,13.5,39.5,54.625,16.25,61.625,?,49.75,0
?,39.875,17.125,57.75,?,25.125,?,27.625,42.5,0
59.125,?,18.0,?,38.125,?,61.875,?,?,0
